t0,t1,t_mean,t0_data,t1_data,cps_bgsub,cps_bgsub_err,flux_bgsub,flux_bgsub_err,mag_bgsub,mag_bgsub_err_1,mag_bgsub_err_2,cps_mcatbgsub,cps_mcatbgsub_err,flux_mcatbgsub,flux_mcatbgsub_err,mag_mcatbgsub,mag_mcatbgsub_err_1,mag_mcatbgsub_err_2,cps,cps_err,flux,flux_err,mag,mag_err_1,mag_err_2,counts,flat_counts,bg_counts,bg_flat_counts,exptime,bg,mcat_bg,responses,detxs,detys,detrad,racent,deccent,flags
741010315.995,741010325.995,741010320.993,741010316.35,741010325.86,2.33189652627,0.527999048379,3.26465513678e-15,7.39198667731e-16,17.9007268113,0.221602250619,0.278743560289,1.535258929,0.599573243785,2.14936250061e-15,8.39402541299e-16,18.3545459202,0.357955268186,0.537629116292,2.54187786101,0.507454811613,3.55862900541e-15,7.10436736258e-16,17.8071133036,0.197625321365,0.241783527371,10.0,25.0908057145,7.0,3.45451108891,9.87097220497,2.07271991875,9.93630749882,0.399896815189,398.996551514,48.2873764038,351.71405503,244.277590511,55.2676929567,40.0
741010325.995,741010335.995,741010329.803,741010326.32,741010334.145,3.86379345744,0.643343719419,5.40931084042e-15,9.00681207187e-16,17.3524652431,0.167217183674,0.197743443267,2.96792662591,0.710389697984,4.15509727628e-15,9.94545577177e-16,17.6388671001,0.232989786335,0.297045742243,3.97454555792,0.634563302436,5.56436378109e-15,8.8838862341e-16,17.3217813015,0.160823715565,0.188858299747,16.0,39.2306093078,4.0,1.82194606206,9.87046411625,1.09317463355,9.93579604709,0.409900785215,396.967041016,49.2642822266,350.748831163,244.274369135,55.2674567067,40.0
741010335.995,741010345.995,741010342.554,741010337.65,741010345.725,1.48198960833,0.445784515242,2.07478545166e-15,6.24098321339e-16,18.392887104,0.285527470163,0.388498589552,0.715233580598,0.525734748433,1.00132701284e-15,7.36028647806e-16,19.1838802584,0.598282003277,1.4421033969,1.7218525126,0.417642753637,2.41059351764e-15,5.84699855092e-16,18.2300101283,0.235788453091,0.301621257795,7.0,16.9973804906,8.0,3.94634550735,9.87156586654,2.36782245848,9.93690508979,0.417901315123,393.991760254,51.664516449,348.387296045,244.27157424,55.2676193946,40.0
741010345.995,741010355.995,741010352.811,741010347.015,741010355.72,1.44474694623,0.430170480861,2.02264572473e-15,6.02238673205e-16,18.4205205371,0.282975901573,0.383767502963,0.62915656002,0.517360712003,8.80819184028e-16,7.24304996804e-16,19.323103177,0.651554681116,1.87583263654,1.63577549202,0.407058166468,2.29008568883e-15,5.69881433055e-16,18.2856907573,0.241273269366,0.310679287496,7.0,16.1485841177,7.0,3.14307679818,9.87212743829,1.8858581484,9.93747037854,0.439834682701,393.610931396,53.3397445679,346.719126807,244.272143764,55.26758902,40.0
741010355.995,741010365.995,741010361.136,741010356.62,741010365.605,3.66679622083,0.658816716772,5.13351470916e-15,9.22343403481e-16,17.4092830623,0.179402201098,0.215029755912,2.96905966242,0.710438152407,4.15668352739e-15,9.94613413369e-16,17.6384526882,0.232924061587,0.296938662189,3.97567859442,0.634624859992,5.56595003219e-15,8.88474803989e-16,17.3214718313,0.160795611236,0.188819517529,18.0,39.24536511,12.0,5.08178400981,9.87136263105,3.04908992006,9.93670050909,0.462200209305,394.918060303,54.4805145264,345.556856325,244.274810553,55.2668365761,40.0
741010365.995,741010375.995,741010370.709,741010366.41,741010375.43,2.48881077455,0.52926565479,3.48433508437e-15,7.40971916705e-16,17.8300203044,0.20934588835,0.259591526044,1.62049090002,0.60669482242,2.26868726003e-15,8.49372751388e-16,18.2958835086,0.345274593235,0.50923997492,2.62710983203,0.515861539871,3.67795376484e-15,7.2220615582e-16,17.7713044255,0.194655488569,0.237347296304,12.0,25.935233309,5.0,2.27550146726,9.8721541798,1.36530961834,9.93749729706,0.468571266226,394.958496094,56.5812492371,343.455754264,244.272748745,55.2681075804,40.0
741010375.995,741010385.995,741010380.317,741010376.79,741010385.46,1.75873006549,0.460987195055,2.46222209169e-15,6.45382073076e-16,18.2070020302,0.252746178046,0.330026340731,0.92164876336,0.545257860337,1.2903082687e-15,7.63361004472e-16,18.9085863882,0.50459256225,0.972315815664,1.92826769536,0.441967091192,2.69957477351e-15,6.18753927669e-16,18.1070816863,0.224060105566,0.28265167791,9.0,19.0350834409,5.0,2.7893276825,9.87159795635,1.67360732059,9.936937392,0.477069278563,398.366149902,57.8175735474,342.186327078,244.275930392,55.2651728495,40.0
741010385.995,741010395.995,741010389.795,741010386.41,741010395.305,3.06659906024,0.579357879156,4.29323868434e-15,8.11101030818e-16,17.6033575044,0.187886342154,0.227347746426,2.18347086335,0.652007463023,3.05685920869e-15,9.12810448232e-16,17.9721314975,0.283697327544,0.385101946766,3.19008979536,0.568459602041,4.4661257135e-15,7.95843442857e-16,17.5604927304,0.178043386411,0.213078694185,15.0,31.4924611524,4.0,2.03181443055,9.87196698922,1.21909646055,9.93730886747,0.481394897774,398.023651123,57.2679862976,342.737711919,244.272757057,55.2689249472,40.0
741010395.995,741010405.995,741010401.774,741010396.575,741010405.98,2.1885803537,0.488835073697,3.06401249518e-15,6.84369103175e-16,17.9695937591,0.218883162817,0.27444663124,1.26721214332,0.57644459428,1.77409700065e-15,8.07022431992e-16,18.562876685,0.407076847172,0.658793497359,2.27383107533,0.47992122532,3.18336350546e-15,6.71889715447e-16,17.9281045063,0.207916688794,0.257393957439,11.0,22.4479393051,3.0,1.4026919867,9.87229858396,0.841620578391,9.93764265702,0.498281309509,402.54083252,56.8885383606,343.120869284,244.273115469,55.2644118799,40.0
741010405.995,741010415.995,741010411.385,741010407.47,741010414.96,2.6740031405,0.561511052878,3.74360439669e-15,7.86115474029e-16,17.7520952175,0.206953490789,0.255917055049,1.8866145544,0.628536117923,2.64126037616e-15,8.79950565092e-16,18.1307920487,0.312202066149,0.439938654798,2.8932334864,0.541374622805,4.05052688097e-15,7.57924471927e-16,17.6665412925,0.18623426993,0.224930567679,12.0,28.5608532455,8.0,3.60690192761,9.87160330465,2.16415500716,9.9369427757,0.424505659519,401.09487915,53.2434692383,346.758259291,244.274816298,55.2693533523,40.0
741010415.995,741010425.995,741010421.234,741010417.68,741010425.945,2.23949723848,0.501784421621,3.13529613388e-15,7.02498190269e-16,17.9446236719,0.219507823232,0.27543131724,1.35589192148,0.58420735896,1.89824869007e-15,8.17890302544e-16,18.4894373171,0.388997203537,0.611963152158,2.36251085348,0.489209699153,3.30751519488e-15,6.84893578815e-16,17.8865654691,0.204332883218,0.251915529053,10.0,23.3215551463,5.0,2.02387108683,9.87151238351,1.21433042381,9.93685125276,0.429716575961,399.657531738,53.5777587891,346.422410491,244.268887662,55.2693441806,40.0
741010425.995,741010435.995,741010431.453,741010426.2,741010435.845,3.02119758015,0.573126302947,4.2296766122e-15,8.02376824126e-16,17.6195521796,0.188595201164,0.228387674369,2.12547462953,0.647455903657,2.97566448134e-15,9.0643826512e-16,18.0013601864,0.288707661097,0.394439972524,3.13209356153,0.56324186725,4.38493098615e-15,7.88538614151e-16,17.5804131831,0.179547847577,0.215239236508,13.0,30.9228557387,4.0,1.82476375631,9.87290294213,1.09486526092,9.9382510154,0.422540200074,400.718383789,50.1769638062,349.823773816,244.274306372,55.2672070091,40.0
741010435.995,741010445.995,741010441.297,741010436.94,741010445.915,3.50993664561,0.626015251159,4.91391130386e-15,8.76421351623e-16,17.4567518062,0.178190503829,0.213289646619,2.68322023166,0.689650653223,3.75650832433e-15,9.65510914512e-16,17.7483592003,0.248358491555,0.322562305301,3.68983916367,0.611290496621,5.16577482914e-15,8.55806695269e-16,17.4024814097,0.166437746793,0.196653531545,15.0,36.4350679664,7.0,2.96070652017,9.87443255662,1.77643528129,9.93979075429,0.413028612443,398.197387695,48.9699630737,351.03466529,244.273271818,55.2684072756,40.0
741010445.995,741010455.995,741010450.56,741010446.755,741010455.31,2.58712311655,0.527776080549,3.62197236318e-15,7.38886512769e-16,17.7879572587,0.201567250713,0.247718893752,1.66211635023,0.61010631942,2.32696289033e-15,8.54148847188e-16,18.2683464458,0.339473666877,0.496603852196,2.66873528224,0.519886657386,3.73622939513e-15,7.2784132034e-16,17.7542362568,0.193243831711,0.235249186246,11.0,26.3507906892,3.0,1.34304024486,9.87388702977,0.805829304224,9.93924161664,0.420182027931,397.177124023,49.0527992249,350.958553622,244.275477718,55.2672196943,40.0
741010455.995,741010465.995,741010462.359,741010458.5,741010465.495,1.94203258652,0.472104968849,2.71884562112e-15,6.60946956388e-16,18.0993587177,0.236263748134,0.302401408046,1.0646030823,0.558354101347,1.49044431522e-15,7.81695741886e-16,18.7520307019,0.457798358306,0.807058893042,2.0712220143,0.458036355858,2.89971082003e-15,6.41250898201e-16,18.0294333665,0.216916356191,0.271355752581,9.0,20.4481209497,5.0,2.12568886052,9.87249112285,1.27542147901,9.93783647031,0.444608356312,391.788604736,51.1429634094,348.9536631,244.270772445,55.2711666079,40.0
741010465.995,741010475.995,741010470.425,741010470.425,741010470.425,0.0838701475514,0.195225034127,1.17418206572e-16,2.73315047778e-16,21.5109814823,1.30536232948,,-0.776509900959,0.353897781999,-1.08711386134e-15,4.95456894798e-16,,,,0.230109031046,0.152653786896,3.22152643464e-16,2.13715301654e-16,20.4151658408,0.552490198921,1.1822070911,1.0,2.27222933643,5.0,2.4067297797,9.87457696078,1.44404710972,9.93993611426,0.440096421592,392.959197998,52.3336410522,347.737645412,244.27432934,55.2687857295,40.0
741010475.995,741010485.995,741010481.519,741010476.585,741010485.49,2.57586363113,0.541671787967,3.60620908359e-15,7.58340503153e-16,17.7926928317,0.207221322516,0.256327396957,1.72981712279,0.615707490545,2.4217439719e-15,8.61990486763e-16,18.2249995207,0.330599507441,0.477680656714,2.73643605479,0.526446188334,3.83101047671e-15,7.37024663668e-16,17.7270367401,0.191040241198,0.231987554181,13.0,27.018587246,5.0,2.64237386696,9.87364100786,1.58543446696,9.93899396633,0.484501556793,394.151397705,55.0254478455,345.024126378,244.273706977,55.2672274196,40.0
741010485.995,741010495.995,741010491.183,741010486.04,741010495.515,2.22346046991,0.533495239247,3.11284465787e-15,7.46893334946e-16,17.9524264683,0.233500941188,0.297879107895,1.51040546239,0.597348669192,2.11456764735e-15,8.36288136869e-16,18.372266131,0.361816004213,0.546489388968,2.5170243944,0.504865439467,3.52383415215e-15,7.06811615253e-16,17.8177814384,0.19847800747,0.243062847146,13.0,24.8555607302,10.0,4.83153127867,9.87497808346,2.8989373204,9.94033989194,0.525925627981,393.878234863,57.3151664734,342.739509158,244.271488737,55.2686959048,40.0
741010495.995,741010505.995,741010501.419,741010497.695,741010504.335,1.63004318624,0.453994568823,2.28206046074e-15,6.35592396352e-16,18.2895022232,0.266766179471,0.354434587589,0.826004906795,0.536226034232,1.15640686951e-15,7.50716447925e-16,19.027543432,0.543170282991,1.13728977205,1.8326238388,0.430807541249,2.56567337432e-15,6.03130557748e-16,18.1623166711,0.229235002613,0.29095556695,9.0,18.0958950651,7.0,3.33388544853,9.87430954566,2.00034407132,9.93966692914,0.504832387293,397.574645996,58.7641067505,341.244512313,244.273363487,55.2664069855,40.0
741010505.995,741010515.995,741010512.044,741010506.745,741010515.435,1.97146863732,0.497616054522,2.76005609224e-15,6.96662476331e-16,18.0830253185,0.244365285742,0.315839564377,1.20156157984,0.570612724017,1.68218621177e-15,7.98857813624e-16,18.6206349169,0.421901004644,0.699379690262,2.20818051184,0.47291359152,3.09145271658e-15,6.62079028128e-16,17.9599135682,0.21069371193,0.261670712221,11.0,21.802462784,8.0,3.89526488543,9.8734966037,2.33717388917,9.93884860637,0.507063062222,398.313262939,58.3536491394,341.650514617,244.272004164,55.2690608565,40.0
741010515.995,741010525.995,741010520.786,741010517.225,741010525.565,2.27388286736,0.502377171387,3.1834360143e-15,7.03328039942e-16,17.9280797763,0.216730131147,0.271063841016,1.37628646943,0.585910842666,1.9268010572e-15,8.20275179733e-16,18.4732278994,0.38508459052,0.602188252599,2.38290540143,0.491264698798,3.33606756201e-15,6.87770578317e-16,17.8772329957,0.203514163591,0.250670378748,11.0,23.527863278,4.0,1.79406398733,9.87360356975,1.07644528165,9.93895628041,0.4715396035,400.76272583,57.4837303162,342.517118914,244.272052956,55.2679369947,40.0
741010525.995,741010535.995,741010531.668,741010526.48,741010535.16,2.59146539548,0.548109858132,3.62805155367e-15,7.67353801385e-16,17.7861364651,0.208313708286,0.258003687258,1.77237569244,0.619172743258,2.48132596942e-15,8.66841840561e-16,18.198610537,0.325308489527,0.466625102041,2.77899462445,0.530502633538,3.89059247423e-15,7.42703686954e-16,17.7102807332,0.189685797247,0.229990904357,12.0,27.4410247201,7.0,3.08622479762,9.87444325322,1.85174672975,9.9398015217,0.438979834204,401.131347656,54.1207695007,345.881080775,244.272157532,55.269853571,40.0
741010535.995,741010545.995,741010541.458,741010536.96,741010545.565,2.94354133114,0.565917552909,4.1209578636e-15,7.92284574073e-16,17.6478246544,0.190925051106,0.231817507095,2.04634755709,0.641189171809,2.86488657993e-15,8.97664840533e-16,18.0425515066,0.295937527079,0.408135294953,3.0529664891,0.556040411508,4.27415308473e-15,7.78456576111e-16,17.6081949068,0.181664187911,0.218290880487,13.0,30.1461157559,4.0,1.80082900681,9.87436837699,1.08050431932,9.93972614986,0.432586346711,401.374664307,50.7283668518,349.274338342,244.275388475,55.2702211432,40.0
741010545.995,741010555.995,741010551.143,741010547.02,741010555.755,3.11385600874,0.579811346808,4.35939841224e-15,8.11735885531e-16,17.586753685,0.185398137873,0.223710652634,2.2100238491,0.654001854249,3.09403338874e-15,9.15602595949e-16,17.9590075992,0.281449877315,0.380953071857,3.2166427811,0.570763771326,4.50329989354e-15,7.99069279857e-16,17.5514929157,0.177347731155,0.21208213189,14.0,31.7609050644,4.0,1.69150480149,9.87392981619,1.01490937632,9.93928468626,0.444161398959,399.774810791,50.3306045532,349.669467958,244.272080422,55.2692968226,40.0
741010555.995,741010565.995,741010562.189,741010558.325,741010565.22,2.08869074152,0.485521844055,2.92416703813e-15,6.79730581677e-16,18.0203146459,0.226925669067,0.287237157474,1.20156977719,0.570589807488,1.68219768806e-15,7.98825730483e-16,18.6206275098,0.421884579653,0.699333557982,2.20818870919,0.472894873554,3.09146419287e-15,6.62052822975e-16,17.9599095377,0.210685420959,0.261657902285,9.0,21.8043506599,5.0,1.96658835041,9.87431489396,1.179960562,9.93967231284,0.413936196974,398.102966309,48.9818725586,351.023253545,244.272822045,55.2686284791,40.0
741010565.995,741010575.995,741010570.757,741010566.43,741010575.0,3.05661735973,0.586339935114,4.27926430362e-15,8.2087590916e-16,17.6068973117,0.190532512183,0.231238364629,2.2192146304,0.654670012709,3.10690048256e-15,9.16538017792e-16,17.9545017328,0.280675062062,0.379528384997,3.2258335624,0.571540986871,4.51616698736e-15,8.00157381619e-16,17.5483951097,0.177103698082,0.211732909578,13.0,31.8558466081,6.0,2.78506355659,9.87522945367,1.67104882867,9.94059292596,0.411719372332,395.152496338,48.7503814697,351.2830665,244.271664254,55.2702485432,40.0
741010575.995,741010585.995,741010581.072,741010577.72,741010585.765,2.3355859039,0.512879411911,3.26982026546e-15,7.18031176675e-16,17.8990103863,0.215537725492,0.26919776261,1.46008387866,0.593039019403,2.04411743012e-15,8.30254627164e-16,18.4090554856,0.370092852102,0.565840595374,2.46670281066,0.499768841108,3.45338393492e-15,6.99676377551e-16,17.8397079283,0.200308434536,0.245817619688,10.0,24.3610108747,5.0,2.15815753127,9.87594077789,1.29490280614,9.94130895838,0.415737360169,394.135681152,51.8497390747,348.199647355,244.269617232,55.2670727458,40.0
741010585.995,741010595.995,741010591.103,741010586.265,741010595.585,3.2305349933,0.621047952497,4.52274899062e-15,8.69467133495e-16,17.5468138758,0.190912013378,0.231798263223,2.5129892785,0.677026990257,3.5181849899e-15,9.4783778636e-16,17.8195234107,0.25900565553,0.340817198546,3.5196082105,0.597014626623,4.92745149471e-15,8.35820477272e-16,17.4537641946,0.170116892089,0.201814739048,15.0,34.7551127446,11.0,4.75749352159,9.87471066834,2.85451438184,9.94007070682,0.43504227712,393.65713501,52.7649803162,347.292946705,244.273672862,55.2673653504,40.0
741010595.995,741010605.995,741010600.078,741010596.49,741010604.89,3.77118435218,0.64441684545,5.27965809305e-15,9.02183583629e-16,17.3788055921,0.171280198257,0.203455432567,2.92946832023,0.70746493439,4.10125564832e-15,9.90450908146e-16,17.6530279854,0.23486631269,0.300110223652,3.93608725223,0.631327751086,5.51052215312e-15,8.83858851521e-16,17.3323382075,0.161514392939,0.189812142826,19.0,38.8704594611,6.0,2.71412109608,9.87540594765,1.62848307994,9.94077058814,0.490989365998,393.742218018,53.6893692017,346.367164782,244.276124427,55.2683430401,40.0
741010605.995,741010615.995,741010611.951,741010607.415,741010615.39,2.37820284443,0.553998460931,3.32948398221e-15,7.75597845304e-16,17.8793777645,0.227362221353,0.287938498059,1.69793657814,0.613024529853,2.37711120939e-15,8.58234341794e-16,18.2451963392,0.334677930834,0.486317330265,2.70455551014,0.523323356743,3.7863777142e-15,7.3265269944e-16,17.7397602509,0.192053322233,0.233485021644,14.0,26.7086269649,11.0,5.37141610982,9.87542199256,3.22287029226,9.94078673924,0.530078980006,395.547027588,58.243686676,341.785322476,244.272968465,55.2664294797,40.0
741010615.995,741010625.995,741010621.125,741010616.44,741010625.685,1.83395373882,0.487210132192,2.56753523435e-15,6.82094185069e-16,18.1615290588,0.255793564181,0.335258634903,1.082437556,0.559887106094,1.51541257841e-15,7.83841948532e-16,18.7339928699,0.452640406293,0.790686565086,2.08905648801,0.45993647068,2.92467908321e-15,6.43911058953e-16,18.0201245414,0.216046130838,0.269992758672,11.0,20.6302585208,9.0,4.19870725789,9.87539525104,2.51924047787,9.94075982073,0.537243677269,396.582519531,59.8886871338,340.128482066,244.269545098,55.2676504666,40.0
741010625.995,741010635.995,741010631.505,741010627.21,741010634.875,1.5398981565,0.427316793763,2.1558574191e-15,5.98243511268e-16,18.3512700023,0.265899542983,0.352900546061,0.664890928735,0.520778668306,9.30847300228e-16,7.29090135629e-16,19.2631239805,0.628033190037,1.66012369396,1.67150986074,0.411426185194,2.34011380504e-15,5.75996659272e-16,18.2622276426,0.238917481721,0.306773894192,8.0,16.5057030733,4.0,2.16603548999,9.87472671325,1.29962961162,9.94008685793,0.489024931817,399.23260498,58.79945755,341.201405424,244.271820594,55.268413018,40.0
741010635.995,741010645.995,741010640.142,741010637.565,741010644.57,2.65942502937,0.541776630154,3.72319504111e-15,7.58487282216e-16,17.7580306204,0.201313203826,0.247334743879,1.77232578917,0.619158098574,2.48125610483e-15,8.66821338004e-16,18.1986411076,0.325309755662,0.466627727798,2.77894472117,0.530488819528,3.89052260964e-15,7.42684347339e-16,17.7103002303,0.189684390599,0.229988833951,13.0,27.4414682992,4.0,1.96703855371,9.87478019627,1.1802306857,9.94014069495,0.479066282004,401.889038086,57.7047576904,342.300454824,244.274376875,55.2673569521,40.0
741010645.995,741010655.995,741010651.301,741010648.15,741010655.9,1.86246929568,0.477980347657,2.60745701396e-15,6.6917248672e-16,18.1447771955,0.248025448964,0.321999071335,1.05250257495,0.557224195457,1.47350360493e-15,7.8011387364e-16,18.7644420825,0.461322498987,0.81843449244,2.05912150696,0.456670819639,2.88277010974e-15,6.39339147494e-16,18.0357950632,0.217482033597,0.272243252463,9.0,20.3309384488,7.0,3.23608749473,9.87359822144,1.94166492349,9.93895089671,0.44574846035,401.52331543,54.7434883118,345.259872202,244.271555391,55.2702264404,40.0
741010655.995,741010665.995,741010660.703,741010658.22,741010663.42,1.32124141111,0.41160625346,1.84973797555e-15,5.76248754845e-16,18.5175445571,0.294445520563,0.405287348838,0.490536907934,0.503526698439,6.86751671107e-16,7.04937377815e-16,19.593320777,0.766856212357,,1.49715583994,0.389366315759,2.09601817591e-15,5.45112842062e-16,18.3818324783,0.250987253285,0.327024386935,6.0,14.7848615414,6.0,2.89532743622,9.8752989816,1.73720757986,9.94066291409,0.409790275322,402.134246826,52.8358345032,347.170725745,244.271919688,55.2687402621,40.0
741010665.995,741010675.995,741010671.64,741010666.81,741010675.785,2.50867694727,0.53885878111,3.51214772618e-15,7.54402293555e-16,17.8213881525,0.211260167105,0.262546501774,1.6811761875,0.611702800842,2.3536466625e-15,8.56383921178e-16,18.2559669251,0.336919761388,0.491108120298,2.6877951195,0.521753974286,3.7629131673e-15,7.30455564001e-16,17.7465095975,0.192619655249,0.234323647415,12.0,26.537547855,7.0,2.94747580228,9.87335219953,1.76849679975,9.9387032464,0.454219848153,401.891082764,50.5566368103,349.448480139,244.27300461,55.2673171462,40.0
741010675.995,741010685.995,741010681.451,741010676.03,741010684.745,2.92720993158,0.562969158488,4.09809390421e-15,7.88156821883e-16,17.6538653251,0.190984605804,0.231905417958,2.02187350418,0.63922803173,2.83062290586e-15,8.94919244422e-16,18.0556150474,0.298268661454,0.412607862973,3.02849243619,0.553785136846,4.23988941066e-15,7.75299191585e-16,17.6169337667,0.182331852069,0.219256635044,12.0,29.906830944,4.0,1.66695664641,9.87515457744,1.000180389,9.94051755412,0.402961770938,398.404876709,48.3443260193,351.659291732,244.273663631,55.2701916891,40.0
741010685.995,741010695.995,741010689.577,741010686.145,741010694.51,4.86144316619,0.733744118492,6.80602043267e-15,1.02724176589e-15,17.1030869678,0.152623537783,0.177642969304,4.08236740805,0.785667767847,5.71531437127e-15,1.09993487499e-15,17.2927197797,0.191104049064,0.232081768508,5.08898634005,0.717870589535,7.12458087608e-15,1.00501882535e-15,17.0534217872,0.143274602009,0.165097445097,20.0,50.2539551843,9.0,3.74497346291,9.87504226309,2.24699845854,9.94040449637,0.400022788805,396.649597168,49.996257782,350.019777678,244.270290478,55.2681820319,40.0
