objid,flat_counts,mcat_bg,bg_counts,flux_bgsub_err,cps_mcatbgsub,counts,mag_mcatbgsub,cps_err,mag_bgsub,cps_bgsub,detys,flux_bgsub,flux_err,mag_err_1,cps_bgsub_err,t1_data,bg,responses,t_mean,cps_mcatbgsub_err,mag_bgsub_err_1,mag_err_2,t0_data,racent,deccent,mag,exptime,bg_flat_counts,detxs,t0,t1,mag_mcatbgsub_err_2,flux,mag_mcatbgsub_err_1,flags,mag_bgsub_err_2,detrad,cps,flux_mcatbgsub_err,flux_mcatbgsub,mcat_expt,ra,dec,aper4,aper4_err,mcat_bg
6443140359398623976,20652.521546667675,4182.5658841383702,13804.0,2.7472264944702159e-16,140.81570433033326,16417.0,14.708372270589917,1.2286981480578001,14.675558428750083,145.13649423164401,318.04061889648438,2.9898117811718663e-14,2.5311181849990679e-16,0.0075288930733243831,1.3336050944030176,901647593.99000001,3677.2016675538771,0.79515051738036857,901647526.46239746,1.3473843800111782,0.0099308689212271872,0.0075814659511195259,901647457.01499999,323.067962646,0.254359185696,14.462670635863727,116.96107150018703,11031.605002661632,448.23150634765625,901647456.995,901647593.995,0.010438805964044562,3.6374661962691903e-14,0.010339397117475002,0.0,0.010022542437402748,95.097940858019214,176.57602894510632,2.7756118228230269e-16,2.9008035092048652e-14,135.05,323.068267822,0.254116326571,14.9569,0.0108206,0.00140529
6443140359432178590,21451.637885923585,4240.9891034896418,14080.0,2.7149753561828327e-16,142.75783761711978,17304.0,14.693500097540189,1.2148787832221977,14.6656815481217,146.46281627333192,365.61724853515625,3.0171340152306376e-14,2.5026502934377272e-16,0.0073878095559738455,1.3179492020305013,901647763.99000001,3794.3230047112265,0.80705332969453236,901647695.52492368,1.3295570426441097,0.0097263275935937088,0.0074384239434603927,901647626.995,323.068084717,0.254543632269,14.454342059534563,120.55834600544559,11382.96901413368,483.9229736328125,901647626.995,901647763.995,0.010159248868271575,3.6654761374220014e-14,0.010065069194133969,0.0,0.0098142469469451044,90.693103936666304,177.93573482631075,2.7388875078468658e-16,2.9408114549126672e-14,138.0,323.068450928,0.254088103771,14.9557,0.0105879,0.0013824
6443140362250749320,15175.757638972364,3253.2491333395037,12387.0,3.0593046411566473e-16,128.52464663398771,14057.0,14.807533953774284,1.3279874433407741,14.85881227393741,122.59565841855098,622.94671630859375,2.5254705634221501e-14,2.7356541332819944e-16,0.008777934970044754,1.4850993403673045,902569317.99000001,3803.2480189979715,0.92640098734875853,902569265.11226869,1.4634225484591727,0.013073366542673881,0.0088494814459600946,902569212.0,323.06817627,0.254521727562,14.545577100780168,92.764374910796377,11409.744056993914,498.9136962890625,902569210.995,902569317.995,0.012433458885215742,3.370050276988891e-14,0.012292685964274241,0.0,0.013232703682289682,243.90399264126341,163.59467364023743,3.0146504498258959e-16,2.6476077206601469e-14,108.0,323.068481445,0.254147768021,15.0757,0.0117968,0.00137816
6443210711464151924,25246.122294518391,5232.9900431280894,17372.0,2.4723628597098491e-16,138.76297309113178,20609.0,14.724316009188659,1.1016810313413203,14.696626096505545,142.34740731135238,412.43325805664062,2.9323565906138587e-14,2.2694629245631199e-16,0.0068118315627625492,1.200176145490218,931718211.98500001,4716.0239209870506,0.81646920145341095,931718130.39354599,1.2104857697890075,0.0091158109798872289,0.0068548384727193934,931718047.995,323.068145752,0.254497826099,14.472116968323078,144.22530597010768,14148.071762961152,492.57809448242188,931718047.995,931718211.995,0.009512870769764703,3.6059560821792898e-14,0.0094302454736450159,0.0,0.0091929955722953594,93.409258020280035,175.0464117562762,2.4936006857653551e-16,2.8585172456773145e-14,160.0,323.068481445,0.254162162542,14.9631,0.00985831,0.00142585
6443210711900358826,10232.98400418161,2279.1105434182077,8966.0,3.7021051168351418e-16,125.02588929523172,9768.0,14.837500119202517,1.5900926220881735,14.916657707712655,116.23499918805109,626.0050048828125,2.3944409832738524e-14,3.2755908015016373e-16,0.010680346729408541,1.7971384062306515,931722525.98500001,2838.3677333821283,0.95471612251274907,931722489.97882318,1.7582729047095005,0.016658388680657055,0.010786453536434593,931722452.995,323.068023682,0.254577487707,14.563941074705644,63.617811523670952,8515.1032001463864,207.14949035644531,931722452.995,931722525.995,0.015377385377025377,3.3135291113826949e-14,0.015162632034316559,0.0,0.016917965227925436,297.10197121839985,160.85092773702402,3.6220421837015709e-16,2.5755333194817733e-14,74.0,323.068359375,0.254170745611,15.2279,0.015725,0.00139915
6443210712772773522,21606.871914162952,4195.62406784624,14630.0,2.6611283849254285e-16,140.45551368393643,17859.0,14.711153018950457,1.185781972512765,14.701291042770642,141.73711312660274,337.2108154296875,2.9197845304080163e-14,2.4427108633762955e-16,0.0073613128762968216,1.2918098955948683,931871107.99000001,4036.7535119620638,0.82675506872945248,931871037.76407409,1.2958053070515378,0.0098507140349344269,0.0074115636175715593,931870967.0,323.068115234,0.254328578711,14.476748019544653,123.96272235703623,12110.260535886191,317.03573608398438,931870966.995,931871107.995,0.010063206127306046,3.5906081519392546e-14,0.0099707906466388607,0.0,0.0099409069464684308,104.04590710898272,174.30136659899296,2.6693589325261679e-16,2.8933835818890903e-14,142.0,323.06842041,0.254091411829,14.9737,0.0104045,0.00133366
6443210712806328244,21004.631577538101,4178.4944974738728,14190.0,2.7108946371197516e-16,140.50488487889035,17035.0,14.710771441371129,1.2102205828176342,14.688583022022595,143.40582463578127,300.50137329101562,2.9541599874970944e-14,2.4930544006043265e-16,0.0074657386458678587,1.3159682704464815,931871277.99000001,3831.0929814872316,0.81130577285785432,931871210.37045038,1.3251401739505553,0.0099178575305494121,0.0075174302000249327,931871142.00999999,323.068054199,0.254566222429,14.469944827213585,119.75481916210738,11493.278944461696,369.62405395507812,931871140.995,931871277.995,0.010288469777176346,3.6131774364049774e-14,0.010191890393425496,0.0,0.010009289875888783,104.03208550777892,175.39696293228047,2.729788758338144e-16,2.894400628505141e-14,138.0,323.068389893,0.254149675369,14.96,0.0105558,0.00137117
6443210712839883215,21273.677598901922,4260.9799451789513,13856.0,2.6768669206682116e-16,139.95862454981426,16878.0,14.715000835545723,1.1999075017623111,14.678299724982587,144.77051188805507,302.06124877929688,2.9822725448939341e-14,2.4718094536303609e-16,0.0074185406440339108,1.299449961489423,931871450.99000001,3676.0700498967813,0.79359647778596443,931871382.65679717,1.3145935610925079,0.0097020145746569142,0.007469578445034486,931871312.995,323.068084717,0.254500061274,14.472327362112217,121.55519324689982,11028.210149690343,434.19754028320312,931871311.995,931871450.995,0.010246222627792179,3.6052573882815702e-14,0.010150431089375189,0.0,0.0097894929516098017,103.73750889669599,175.01249457677525,2.7080627358505662e-16,2.8831476657261735e-14,140.0,323.068359375,0.254118412733,14.9659,0.0106118,0.00137838
6443210713443861296,20561.713517723194,4085.7189571661766,15538.0,2.6839775079545799e-16,135.20304658731123,18702.0,14.752533805358171,1.1766965764946675,14.790177503085367,130.59573644319093,384.10052490234375,2.6902721707297329e-14,2.4239949475790149e-16,0.0075454423551537531,1.3029017028905729,931882591.96500003,4647.1709272910084,0.90978988129067828,931882522.53526616,1.2883108983723459,0.010778281778893728,0.0075982474196027994,931882452.995,323.068145752,0.254452914,14.512014645328465,121.86111908297252,13941.512781873025,197.46839904785156,931882452.995,931882591.995,0.010395273465807264,3.4758526891312848e-14,0.010296688102203078,0.0,0.010886353293972917,203.15472599135194,168.73071306462549,2.6539204506470325e-16,2.7851827596986114e-14,140.0,323.068481445,0.254118710756,14.9917,0.0101263,0.00132222
6443210714316277835,18763.162074490738,3756.4903247200782,13510.0,2.8076032959121488e-16,135.70509714887504,16562.0,14.748509599309457,1.2386961627012285,14.762738718868146,133.93821674991949,239.73065185546875,2.7591272650483416e-14,2.5517140951645307e-16,0.0078975219776928895,1.3629142213165772,931895108.99000001,3951.8771946704487,0.88286265981151979,931895046.42367876,1.3570399046988479,0.010992285981462402,0.0079553888305277098,931894971.995,323.068023682,0.254580467939,14.505955481984953,110.5829630946553,11855.631584011346,649.31951904296875,931894970.995,931895108.995,0.01091192406966357,3.4953045922965555e-14,0.010803346791156798,0.0,0.011104714069965382,296.38907964108631,169.67498020857067,2.7955022036796268e-16,2.7955250012668259e-14,123.0,323.068328857,0.254156649113,15.1233,0.0118254,0.00133493
