objid,flat_counts,mcat_bg,bg_counts,flux_bgsub_err,cps_mcatbgsub,counts,mag_mcatbgsub,cps_err,mag_bgsub,cps_bgsub,detys,flux_bgsub,flux_err,mag_err_1,cps_bgsub_err,t1_data,bg,responses,t_mean,cps_mcatbgsub_err,mag_bgsub_err_1,mag_err_2,t0_data,racent,deccent,mag,exptime,bg_flat_counts,detxs,t0,t1,mag_mcatbgsub_err_2,flux,mag_mcatbgsub_err_1,flags,mag_bgsub_err_2,detrad,cps,flux_mcatbgsub_err,flux_mcatbgsub,mcat_expt,ra,dec,aper4,aper4_err,mcat_bg
6443069980118352567,2075.5478497975782,392.72533792319979,1114.0,6.9091435598054989e-16,16.900987124927152,1887.0,15.750219822727786,0.45755165736561632,15.716130108929351,17.440059265198744,215.67732238769531,2.4416082971278243e-14,6.405723203118629e-16,0.023574071681535358,0.49351025427182132,870439252.79499996,339.05020483967871,0.90992991690529257,870439202.65762842,0.49896533037461654,0.030296960598301226,0.024097305989542406,870439152.01999998,323.068511963,0.254266560078,15.522483730370581,99.569480731240546,1017.1506145190361,217.0411376953125,870439151.995,870439260.995,0.032536715674490679,2.9183309668550951e-14,0.031589976706081657,0.0,0.0311667111392957,259.70905794368281,20.845221191822105,6.9855146252446318e-16,2.3661381974898014e-14,110.0,323.068237305,0.253784894943,15.762,0.0277561,0.000156376
6441944069675419134,4624.0112358409588,820.54653293058948,1819.0,5.1567046200138338e-16,19.373153569954923,4729.0,15.601999197227336,0.34636210565846176,15.542237459239356,20.469395452424163,289.6146240234375,2.8657153633393829e-14,4.8490694792184651e-16,0.015850425959998304,0.36833604428670241,775805019.96500003,605.32512920981799,1.0238028046339129,775804919.76427567,0.37583933928383129,0.019363553379378118,0.01608525532530436,775804820.01499999,323.067932129,0.253918528557,15.3899004710977,196.32656548023323,1815.975387629454,64.456626892089844,775804818.995,775805019.995,0.021270286870461064,3.2973712519965244e-14,0.020861581929477069,0.0,0.019715172957740279,353.23403922346057,23.552651799975173,5.2617507499736383e-16,2.7122414997936892e-14,202.0,323.068084717,0.253771752119,15.7821,0.0193642,0.000164244
6442999600737421938,2387.187223929353,389.88482731574913,881.0,7.1568265646117781e-16,20.02594314387575,1644.0,15.566017552961323,0.48988303121172749,15.473532015520258,21.806561660314195,649.72967529296875,3.0529186324439872e-14,6.858362436964185e-16,0.021997541361631789,0.51120189747226985,839006336.88999999,212.29350965415438,0.69008746157194079,839006285.61805356,0.52837557022573467,0.02515869602550147,0.022452454854173354,839006229.08000004,323.068572998,0.254147529602,15.372410907071991,99.735746889125195,636.88052896246313,618.3453369140625,839006227.995,839006336.995,0.029031361611076889,3.3509170159585985e-14,0.028275268935191278,0.0,0.025755530922188186,331.72216819809779,23.935121542561415,7.3972579831602854e-16,2.8036320401426052e-14,105.05,323.068115234,0.253788501024,15.6981,0.027016,0.000153621
6443140341279229513,2627.5788485527778,502.61320002321423,1520.0,6.144469113601891e-16,16.638518206133142,2706.0,15.767213384349239,0.40136602844205377,15.773192828007636,16.547137235977523,512.85760498046875,2.3165992130368535e-14,5.6191243981887532e-16,0.02097704345551854,0.4388906509715636,900865758.40499997,514.28379593231489,1.0312891606057091,900865693.89960825,0.43807475265659146,0.028422409897187251,0.02139032995373924,900865629.04999995,323.068481445,0.254207372665,15.536703775735024,127.71363544538947,1542.8513877969447,233.44369506835938,900865628.995,900865766.995,0.02896935911486942,2.8803583698366089e-14,0.028216450876504595,0.0,0.029186499079051131,201.19105773967485,20.573988355975775,6.1330465371922809e-16,2.3293925488586399e-14,139.0,323.068511963,0.25416842103,15.7423,0.0224766,0.000154654
6443140345238653701,3350.8541499715539,581.10767729164388,1844.0,6.2259054115940527e-16,19.625232320917846,3212.0,15.587962983578374,0.41015928856153705,15.590773238271147,19.57450122566199,474.10382080078125,2.7404301715926787e-14,5.7422300398615186e-16,0.018596106626411313,0.4447075293995752,901026863.95500004,588.26745353492106,0.95983193694236646,901026792.77617836,0.44430319375580263,0.024390509028817675,0.018920172729343321,901026719.995,323.068756104,0.253978788853,15.381174215862757,141.13190750499979,1764.8023606047632,463.1903076171875,901026718.995,901026863.995,0.02486291483212888,3.3239795967428442e-14,0.024306287025728679,0.0,0.024951045633162749,97.387839251259109,23.742711405306029,6.2202447125812367e-16,2.7475325249284987e-14,144.0,323.068511963,0.254101604223,15.7092,0.0211563,0.000161807
6443140345741968517,2032.8568477863073,378.55954856194745,1075.0,6.883506816835909e-16,16.629366295701587,2048.0,15.767810750902459,0.45322675301435295,15.75542036433075,16.82022706496031,545.9459228515625,2.3548317890944437e-14,6.3451745422009411e-16,0.023817637762050481,0.49167905834542203,901031454.72000003,359.57262810459923,1.0083675582415832,901031404.21605229,0.49362624680817363,0.03128258532749939,0.024351862953775338,901031354.32500005,323.068481445,0.254152059555,15.544077660133908,99.480477476280512,1078.7178843137976,415.59756469726562,901031353.995,901031462.995,0.03271702744678251,2.8608624115012032e-14,0.031759919734909658,0.0,0.032210717114686815,146.77702961117458,20.43473151072288,6.9107674553144314e-16,2.3281112813982223e-14,110.0,323.06854248,0.254151284695,15.7511,0.0233991,0.000149541
6443140345775522771,2405.995279643535,394.96117748549977,1295.0,7.1479376391444135e-16,19.217983869014393,2449.0,15.61073043871459,0.46874405725088764,15.640024778254745,18.706394488634775,535.13238525390625,2.6188952284088687e-14,6.5624168015124276e-16,0.021912256982542289,0.51056697422460096,901031606.86000001,448.49560114084017,1.0186572156613658,901031553.03283584,0.5057566106070952,0.029236576305727624,0.022363613603186394,901031500.08000004,323.068481445,0.254389047623,15.416042099369449,104.64334426882691,1345.4868034225206,343.75863647460938,901031498.995,901031606.995,0.028955853028804768,3.218927505649672e-14,0.028203637592488562,0.0,0.030045693433187637,146.36889189853588,22.992339326069086,7.0805925484993336e-16,2.690517741662015e-14,109.0,323.06854248,0.254157692194,15.7251,0.0238261,0.000148323
6443140360472363831,1873.7204135443376,313.79625984492958,954.0,7.7779457966259672e-16,18.585231765982002,1823.0,15.6470800467301,0.51572346602530084,15.638007140065193,18.741189152746994,594.26434326171875,2.6237664813845794e-14,7.2201285243542123e-16,0.024797222691425702,0.55556755690185478,902492651.93499994,300.70620546057449,0.97417725215998385,902492609.88633573,0.55723730682812433,0.031717943482801658,0.025376832129108351,902492566.09000003,323.068786621,0.254429489374,15.448076782700902,83.933532459609069,902.11861638172354,437.84521484375,902492565.995,902492651.995,0.033051413470030155,3.1253403759986235e-14,0.032074931996056932,0.0,0.032672484685662084,197.91638474233631,22.323859828561595,7.8013222955937406e-16,2.6019324472374805e-14,87.0,323.068511963,0.254127264023,15.7318,0.0284543,0.000146919
6443140361680324787,2666.4697645220426,482.36618650436748,994.0,5.8385925487331902e-16,16.888434251168619,1893.0,15.751026531430412,0.39928637317416921,15.637857843590082,18.743766377167152,602.13916015625,2.6241272928034013e-14,5.5900092244383689e-16,0.020824967747076428,0.4170423249095136,902558403.89999998,242.42461024343339,0.71108436259296781,902558338.41012681,0.43390152320758496,0.023892431051509178,0.021232225260623849,902558266.01499999,323.068725586,0.254407793283,15.534367948433728,129.32540373697125,727.27383073030012,608.7593994140625,902558265.995,902558403.995,0.028259584043055952,2.8865617755374247e-14,0.027542663094296316,0.0,0.024430054721486627,290.58686637973534,20.618298396695888,6.0746213249061899e-16,2.3643807951636067e-14,134.05,323.06854248,0.254166603088,15.7113,0.0252643,0.000146574
6443140361814542732,1890.4943653029677,467.15018964683992,905.0,5.3652940643557487e-16,11.746434621726472,1638.0,16.145234835412907,0.35882593974032462,16.001682229699625,13.406861043414395,553.59918212890625,1.8769605460780155e-14,5.0235631563645447e-16,0.024688211416908246,0.38323529031112485,902563280.71000004,265.95226427434153,0.86727067383976919,902563221.45160246,0.40071472567202537,0.030600479812795456,0.025262676743377455,902563158.19500005,323.068206787,0.25387057662,15.837071188632912,121.17244265962016,797.85679282302453,514.65972900390625,902563157.995,902563288.995,0.03768502091771353,2.1842359973371618e-14,0.036420763180665006,0.0,0.031488000703795649,191.67566931125643,15.601685695265441,5.6100061594083558e-16,1.6445008470417061e-14,128.0,323.06854248,0.25413197279,15.76,0.026306,0.000151502
