ix,skypos,band,theCount
2877,126.236340876_54.4915195978,FUV,18945
2887,131.176105333_53.4810724371,FUV,14756
2897,186.014289516_64.3314058805,FUV,8091
2907,132.98397322_56.8612789755,FUV,127816
2917,147.27269949_76.4186683134,FUV,10483
2927,179.975653596_71.3120848035,FUV,8323
2937,6.01761206772_83.2125672442,FUV,8676
2947,200.848317928_62.4211808785,FUV,8158
2957,176.243386012_62.7870770571,FUV,8308
2967,160.788616497_63.0401697434,FUV,128944
2977,197.123137373_56.4149360188,FUV,18003
2987,189.288709183_60.1820685577,FUV,118647
2997,117.348194631_84.5683930463,FUV,8475
3007,249.787948095_66.3393399024,FUV,90197
3017,184.341969909_75.7305511683,FUV,8974
3027,84.6258710728_61.6989791213,FUV,8137
3037,45.1955195311_65.0876641155,FUV,8011
3047,350.455463037_81.1857926971,FUV,8693
3057,156.454190427_68.0072209836,FUV,128488
3067,263.654963705_79.4749642697,FUV,28054
3077,314.167019371_76.3061535038,FUV,7989
3087,189.816284335_64.9977095294,FUV,9288
3097,304.154106565_73.1328962053,FUV,105184
3107,192.484460585_86.5664108966,FUV,17575
3205,311.287012115_77.2618236699,FUV,22135
3323,145.44057926_83.7499302827,FUV,8089
3117,211.812239842_53.9257703409,FUV,107880
3333,335.00153493_73.5288852218,FUV,7844
3219,240.162763932_55.7551373794,FUV,88346
3127,72.065561908_54.4782802835,FUV,8224
3343,202.136853168_87.4623557723,FUV,8230
3215,240.162763932_55.7551373794,FUV,95860
3229,357.372314519_87.1318020851,FUV,22406
3353,99.7920377217_55.404480058,FUV,7570
3239,201.941551844_56.708050656,FUV,8326
3363,215.90652401_84.6106441698,FUV,9090
3137,209.530791484_62.3078660844,FUV,81793
3147,95.0895519158_82.7168825115,FUV,7877
3373,124.810157289_64.9376634757,FUV,19723
3225,212.372325747_55.392074603,FUV,127133
3157,270.590545469_83.9582531271,FUV,7985
3235,133.310049759_77.9745998107,FUV,8364
3383,118.704628528_60.1126106284,FUV,8369
3393,217.876642244_81.5851412147,FUV,8417
3167,115.403275438_63.7731786428,FUV,8139
3245,94.319893699_61.0302364576,FUV,7795
3403,335.952841747_83.7562316056,FUV,7744
3249,67.8486238799_85.6470408493,FUV,127175
3362,275.401853387_81.6748688317,FUV,8177
3259,111.328698477_65.9076227526,FUV,8338
3198,303.657885383_74.811396911,FUV,8587
3290,109.028989698_74.3036280782,FUV,8094
3372,175.520580294_86.4970287486,FUV,7988
3177,220.869323881_64.4454175457,FUV,95031
3269,297.76896084_74.7171390696,FUV,8433
3208,72.2618956926_71.5281105068,FUV,7510
3255,67.5251613422_85.2829461133,FUV,127175
3382,277.561928864_77.4386503249,FUV,18132
3413,112.565216216_69.1491686586,FUV,93304
3300,328.946264943_74.873076259,FUV,17570
3265,322.676120449_88.9220282502,FUV,7801
3187,215.868963033_70.3275407165,FUV,8156
3279,137.97484445_85.4129134115,FUV,20863
3392,217.876642244_81.5851412147,FUV,8870
3310,193.322562063_85.6881922431,FUV,8114
3423,306.700477663_86.2137223135,FUV,7628
3275,177.437114435_59.6213726662,FUV,8178
3289,109.028989698_74.3036280782,FUV,8271
3320,248.023817363_89.1764278087,FUV,10083
3402,288.237476927_74.5276097241,FUV,7918
3299,62.9627432335_87.2864678928,FUV,7730
3285,91.3999035394_68.0515796777,FUV,9444
3330,268.796689964_84.3080125003,FUV,8383
3309,193.322562063_85.6881922431,FUV,7668
3433,316.69997166_64.2060821847,FUV,10814
3218,240.162763932_55.7551373794,FUV,84317
3197,303.657885383_74.811396911,FUV,8016
3228,121.228559532_89.0509873682,FUV,10515
3295,244.21571001_87.5993282453,FUV,12528
3443,354.285555799_73.334192479,FUV,7823
3305,196.723652653_56.0846158477,FUV,7633
3207,72.2618956926_71.5281105068,FUV,8658
3238,166.168695946_85.2088922283,FUV,8116
3453,230.390844879_81.3031567241,FUV,8299
3319,232.228223671_64.6856368953,FUV,119370
3315,141.416260199_82.6561348394,FUV,18537
3463,103.335820616_72.4284347154,FUV,9529
3340,139.99442497_57.7059095807,FUV,128073
3329,215.575520624_79.1271233675,FUV,8725
3325,120.390981371_73.4090094679,FUV,9346
3412,112.565216216_69.1491686586,FUV,127932
3339,139.99442497_57.7059095807,FUV,8760
3473,66.7041261727_77.4281314602,FUV,8716
3350,275.30159004_58.1060957027,FUV,7892
3422,181.081870218_61.2782899363,FUV,8169
3483,238.279812421_68.296408739,FUV,8138
3360,99.6503265362_70.5331592818,FUV,8444
3335,60.2790687023_56.1647832077,FUV,7482
3349,266.260306503_87.1469322835,FUV,13019
3432,56.2138431987_75.1644934866,FUV,10677
3248,67.8486238799_85.6470408493,FUV,120482
3493,295.720826481_81.9521727603,FUV,8830
3345,220.720440732_78.3971797102,FUV,8217
3359,233.849899756_81.002701815,FUV,8372
3004,249.787948095_66.3393399024,FUV,118683
3014,120.838968419_72.9141028197,FUV,9346
3024,314.304533441_74.5424243155,FUV,15013
3034,170.320303039_84.2335848214,FUV,19984
3044,342.89056141_79.7970211827,FUV,8799
3054,156.454190427_68.0072209836,FUV,118901
3064,252.496906068_84.0892030801,FUV,8102
3074,89.384662439_70.6334053315,FUV,18350
3084,297.441912777_89.2437182951,FUV,9231
3094,81.7204194773_63.8966362593,FUV,8032
3104,221.653543393_59.9947309047,FUV,7776
3114,118.172197314_65.3760438459,FUV,10730
3124,45.6248552911_65.6324259905,FUV,8191
3134,209.530791484_62.3078660844,FUV,8244
3144,163.689201919_54.5317261939,FUV,10803
3154,271.105436113_75.8357973535,FUV,8041
3164,273.88888427_84.674275275,FUV,19530
3174,220.869323881_64.4454175457,FUV,8894
3184,134.426567425_72.3630312983,FUV,8815
3194,71.4929410994_86.767157644,FUV,7730
3204,311.287012115_77.2618236699,FUV,17586
3214,240.162763932_55.7551373794,FUV,125351
3224,295.865774915_84.4055251096,FUV,8713
3234,62.0206925318_66.1745281825,FUV,7680
3244,94.319893699_61.0302364576,FUV,8335
3254,67.5251613422_85.2829461133,FUV,120482
3264,73.2361767732_75.3245306114,FUV,7455
3274,99.2171169939_79.5934413507,FUV,8069
3284,229.807915467_66.6638255157,FUV,8082
3294,242.067995616_80.9303421966,FUV,18514
3304,280.880848689_79.197451037,FUV,8008
3314,217.550463721_74.7763420485,FUV,11651
3324,162.231576722_71.5961961636,FUV,8641
3334,60.2790687023_56.1647832077,FUV,8408
3344,202.136853168_87.4623557723,FUV,13367
3354,192.539603707_64.3347609565,FUV,8175
3364,215.90652401_84.6106441698,FUV,8404
3374,127.313203344_81.3299989061,FUV,11224
3384,110.837679774_69.587345101,FUV,8219
3394,356.54623088_72.5930531748,FUV,7925
3404,335.952841747_83.7562316056,FUV,7698
3414,112.565216216_69.1491686586,FUV,8197
3424,303.929949445_78.9139679694,FUV,8074
3434,227.518182167_85.9618778058,FUV,8025
3444,354.285555799_73.334192479,FUV,8190
3454,212.596748008_58.6494945013,FUV,7636
3217,240.162763932_55.7551373794,FUV,110997
3464,289.740904566_62.8063406035,FUV,7694
3355,197.659239786_76.8739787561,FUV,8133
3503,226.74708777_82.595355104,FUV,8206
3442,185.831445988_83.2700486047,FUV,8466
3227,154.559060142_59.3149187571,FUV,8949
3452,230.390844879_81.3031567241,FUV,8204
3474,159.156399826_83.3007260618,FUV,9027
3513,105.232954334_75.5744292947,FUV,8486
3365,215.90652401_84.6106441698,FUV,9948
3484,177.38013642_56.9809519233,FUV,8096
3237,142.157614513_55.1042959972,FUV,20030
3462,127.221964921_84.0989985884,FUV,7588
3523,288.309367847_84.4940707481,FUV,10985
3369,303.025257427_60.0522046075,FUV,12854
3494,83.1558813414_60.7163447687,FUV,8750
3472,198.515366522_84.3150696626,FUV,8537
3379,166.147651169_65.6441814566,FUV,11636
3504,226.74708777_82.595355104,FUV,7858
3482,174.353678292_70.9057458772,FUV,8903
3533,296.949082459_74.8015561789,FUV,17973
3389,255.727648195_86.820168468,FUV,13019
3514,70.5355007396_72.6599170297,FUV,8809
3543,209.244723225_82.2314303275,FUV,8117
3375,91.381997645_74.6668183795,FUV,179315
3247,67.8486238799_85.6470408493,FUV,123746
3399,66.5660125002_55.1465949734,FUV,8174
3524,290.154575624_83.366566529,FUV,8364
3385,188.479909698_71.7509033068,FUV,8066
3257,210.026273259_83.7837714876,FUV,9086
3553,225.04358459_63.2574134024,FUV,7538
3409,13.6305315794_87.5660745264,FUV,9833
3563,147.503254008_67.9528694165,FUV,8293
3534,64.2581398719_58.1992539958,FUV,8006
3395,356.54623088_72.5930531748,FUV,8158
3419,100.165839272_55.8268086436,FUV,10303
3573,146.263833968_83.8419121072,FUV,8089
3544,209.244723225_82.2314303275,FUV,8296
3267,314.313976177_65.084927749,FUV,10764
3429,102.464628829_57.3680792717,FUV,8097
3583,30.7404500843_84.2411910625,FUV,8482
3405,64.0313092625_67.5021271928,FUV,8843
3277,91.5977168332_81.0091378311,FUV,8267
3287,137.556231318_61.3844530857,FUV,10446
3439,88.0682636589_83.4647306187,FUV,14463
3415,105.790494769_77.926654852,FUV,8260
3593,116.452510916_85.1862339808,FUV,19251
3449,176.470312408_68.7621716555,FUV,8245
3425,320.582459668_88.8908634801,FUV,7801
3459,227.95533569_79.8203411677,FUV,7913
3492,63.8746332726_83.0121751838,FUV,120819
3297,83.1270421743_55.4639030273,FUV,10631
3435,159.965336681_88.6989517102,FUV,10515
3502,226.74708777_82.595355104,FUV,7641
3554,147.503254008_67.9528694165,FUV,128232
3603,322.231251114_74.1132272806,FUV,11221
3445,91.0229335477_79.6403404729,FUV,7936
3469,98.8683294326_82.6935368326,FUV,19762
3307,293.91926312_53.609154234,FUV,8636
3512,105.232954334_75.5744292947,FUV,8166
3455,212.596748008_58.6494945013,FUV,7911
3317,141.470279259_55.5027488704,FUV,8851
3479,177.776876697_65.1083445731,FUV,7542
3522,121.842498283_77.2068701306,FUV,7987
3327,120.390981371_73.4090094679,FUV,8703
3613,172.705524138_83.59820953,FUV,16825
3465,289.740904566_62.8063406035,FUV,7657
3489,356.358043201_73.8357133155,FUV,7843
3337,25.779700599_79.1287722923,FUV,8316
3475,159.156399826_83.3007260618,FUV,8412
3347,214.879868981_62.5222716308,FUV,8314
3532,296.949082459_74.8015561789,FUV,19649
3499,341.195063797_88.6863410904,FUV,7801
3196,118.94102869_59.8586487403,FUV,8369
3206,209.172836671_69.0025750954,FUV,9289
3216,240.162763932_55.7551373794,FUV,95909
3226,71.2198024733_64.6445689409,FUV,8101
3236,53.7249716315_68.0813537943,FUV,18160
3246,295.603883359_55.9557733323,FUV,7638
3256,320.199291167_87.1428728967,FUV,9062
3266,314.313976177_65.084927749,FUV,9444
3276,91.5977168332_81.0091378311,FUV,8160
3286,212.899385616_89.4447425787,FUV,10083
3296,181.145048595_72.2800771328,FUV,8298
3306,293.91926312_53.609154234,FUV,7443
3316,141.416260199_82.6561348394,FUV,8067
3326,120.390981371_73.4090094679,FUV,8756
3336,25.779700599_79.1287722923,FUV,8461
3346,336.865055979_85.696771022,FUV,7748
3356,288.358040087_72.390452661,FUV,55996
3366,34.1160899246_78.9165457202,FUV,8071
3376,91.381997645_74.6668183795,FUV,126402
3386,186.491722174_53.3634580413,FUV,8138
3396,278.609849984_59.1550171864,FUV,7833
3406,64.0313092625_67.5021271928,FUV,8399
3416,105.790494769_77.926654852,FUV,8052
3426,81.2904920752_60.1279146476,FUV,8629
3436,248.76984296_54.0053243281,FUV,8361
3446,91.0229335477_79.6403404729,FUV,8239
3456,136.992267795_67.3183645611,FUV,8128
3466,66.7369888732_75.3999310429,FUV,8379
3476,66.7143525376_82.2109000644,FUV,8831
3486,167.448219667_67.1797652221,FUV,8066
3496,83.1558813414_60.7163447687,FUV,7889
3506,95.5843262901_62.0474368249,FUV,18619
3516,70.5355007396_72.6599170297,FUV,7595
3485,177.38013642_56.9809519233,FUV,7867
3509,198.528780893_60.2120170047,FUV,8482
3526,312.655721869_71.9802566996,FUV,9827
3564,147.503254008_67.9528694165,FUV,114903
3495,83.1558813414_60.7163447687,FUV,8160
3536,267.098229164_61.3746728268,FUV,8158
3519,3.8516411319_78.7226934484,FUV,9442
3505,226.74708777_82.595355104,FUV,8176
3623,234.143327694_77.2177963238,FUV,118475
3574,267.749710686_80.667247996,FUV,8230
3584,219.420693278_74.4384256227,FUV,11639
3633,225.156736192_73.3663200378,FUV,11600
3529,200.817109337_85.7532627604,FUV,8402
3357,288.358040087_72.390452661,FUV,55766
3546,29.0714068123_74.5737954081,FUV,8949
3515,70.5355007396_72.6599170297,FUV,8379
3367,34.1160899246_78.9165457202,FUV,7916
3594,218.679081665_61.656933267,FUV,8398
3539,93.5250095896_83.063643559,FUV,14216
3377,261.231316378_88.9917877202,FUV,9231
3643,338.190793526_67.8111577771,FUV,7740
3525,290.154575624_83.366566529,FUV,8570
3387,134.189568755_54.5461479438,FUV,14091
3549,80.8176523809_56.1784460516,FUV,8594
3604,322.231251114_74.1132272806,FUV,13807
3397,120.339505798_80.3136538539,FUV,10678
3614,199.236134249_76.759960753,FUV,8133
3653,32.5474976501_68.1797203595,FUV,8042
3535,349.153405324_68.218644561,FUV,9773
3407,13.6305315794_87.5660745264,FUV,8582
3663,112.066589684_74.6266957582,FUV,8146
3417,171.702332095_77.564705847,FUV,8817
3556,147.503254008_67.9528694165,FUV,128270
3545,29.0714068123_74.5737954081,FUV,9543
3673,177.272657063_84.3266297447,FUV,19821
3427,81.2904920752_60.1279146476,FUV,8117
3437,206.5690329_64.0707224817,FUV,8223
3683,89.8063944125_74.2122756575,FUV,7856
3624,234.143327694_77.2177963238,FUV,106878
3693,143.980532635_85.0359659853,FUV,7780
3559,147.503254008_67.9528694165,FUV,128343
3634,234.362739351_81.0788095227,FUV,8048
3447,3.66208425424_77.6028388836,FUV,8284
3703,106.132324247_70.3242551371,FUV,9609
3644,270.16327682_59.9527022309,FUV,7869
3457,252.908292226_85.1574212319,FUV,7846
3555,147.503254008_67.9528694165,FUV,128139
3713,226.088363432_80.9067639844,FUV,8154
3569,68.251464069_78.4834342455,FUV,19566
3566,147.503254008_67.9528694165,FUV,128426
3467,66.7369888732_75.3999310429,FUV,7876
3723,233.119074894_78.6127493255,FUV,8288
3576,113.190200061_84.9277259119,FUV,8120
3654,32.5474976501_68.1797203595,FUV,7942
3733,305.145615326_83.565677839,FUV,7738
3579,91.6562720378_80.4565888044,FUV,9986
3477,66.7143525376_82.2109000644,FUV,7509
3586,60.9171064897_72.7918653974,FUV,10855
3664,291.826477241_69.7506967434,FUV,7569
3589,112.181008846_77.0796487392,FUV,7795
3743,269.467315232_54.2168167581,FUV,7704
3596,237.76478194_79.1397799847,FUV,8300
3674,93.3185252343_63.797496142,FUV,7931
3487,92.3979563831_55.7570838244,FUV,8709
3606,111.964704439_78.131087019,FUV,8284
3753,291.137525347_77.0669690511,FUV,7701
3684,180.862202123_84.0007804841,FUV,8490
3565,147.503254008_67.9528694165,FUV,99137
3763,131.498806035_56.9140448255,FUV,8238
3497,83.1558813414_60.7163447687,FUV,10215
3694,140.730736141_76.1832834022,FUV,7894
3616,72.8866928428_57.9509928559,FUV,8073
3575,103.675276539_61.795240623,FUV,8780
3599,143.537595706_84.495175087,FUV,71301
3704,230.690744657_87.6288696894,FUV,12528
3609,197.45607228_82.187082826,FUV,8281
3507,95.5843262901_62.0474368249,FUV,18484
3626,213.944707291_86.5526790813,FUV,41045
3619,254.133852035_81.3865955369,FUV,8259
3636,133.612986407_68.2455499561,FUV,8801
3714,108.227623869_60.7044591102,FUV,19724
3517,3.8516411319_78.7226934484,FUV,8269
3724,189.943743044_72.2772288335,FUV,8040
3646,270.392330636_84.4526869177,FUV,7985
3585,60.9171064897_72.7918653974,FUV,9833
3527,163.378782176_71.2952025623,FUV,9183
3441,185.831445988_83.2700486047,FUV,8498
3451,100.198127105_66.5046089288,FUV,7851
3461,127.221964921_84.0989985884,FUV,8107
3471,198.515366522_84.3150696626,FUV,9069
3481,232.179002104_64.2321313056,FUV,119370
3491,63.8746332726_83.0121751838,FUV,20268
3501,168.497839752_54.5455377358,FUV,7751
3511,88.1570299543_66.7442904134,FUV,7774
3521,200.616562827_83.0410388434,FUV,8480
3531,187.312908911_66.3175436582,FUV,7939
3541,209.244723225_82.2314303275,FUV,8876
3551,275.466224424_79.8538727531,FUV,8069
3561,147.503254008_67.9528694165,FUV,128328
3571,341.944699997_79.6046787215,FUV,8799
3581,131.171572749_62.0032543258,FUV,19706
3591,116.452510916_85.1862339808,FUV,8028
3601,55.4685018596_69.2054169684,FUV,8353
3611,183.053524835_79.7023161886,FUV,8316
3621,118.492560646_71.2155098542,FUV,8061
3631,304.421386403_59.6847500957,FUV,12723
3641,328.234742531_67.6585067351,FUV,11970
3651,273.537142818_77.3794616001,FUV,7584
3661,217.951922782_53.033367199,FUV,9225
3671,203.599524737_77.5469505547,FUV,7970
3681,89.8063944125_74.2122756575,FUV,126402
3691,266.179603445_56.3941405422,FUV,8175
3701,310.622033008_87.5653427157,FUV,9094
3711,142.726568419_82.2208012275,FUV,7965
3721,142.326170566_75.1377024559,FUV,8080
3656,86.9610302427_84.4466013743,FUV,8579
3537,93.5250095896_83.063643559,FUV,8342
3734,305.145615326_83.565677839,FUV,9082
3547,222.888539311_68.8308468789,FUV,8152
3731,258.818215712_66.0320902736,FUV,96967
3744,126.58496629_88.5547399642,FUV,10515
3741,230.106512113_81.2640032405,FUV,8204
3666,92.8414743937_70.7681415103,FUV,15173
3754,291.137525347_77.0669690511,FUV,13062
3751,90.2783364023_83.6043386344,FUV,15257
3676,93.3185252343_63.797496142,FUV,14814
3764,210.488980682_59.4212537043,FUV,27575
3761,260.670544151_79.1821693731,FUV,32543
3557,147.503254008_67.9528694165,FUV,128227
3686,279.71430913_77.1951846773,FUV,28990
3567,133.583020206_88.1604285876,FUV,10745
3696,77.207353608_80.657026918,FUV,7439
3577,113.190200061_84.9277259119,FUV,8475
3706,333.662838445_76.0325450647,FUV,8039
3587,60.9171064897_72.7918653974,FUV,10961
3774,142.433378016_70.6213020661,FUV,128574
3771,142.433378016_70.6213020661,FUV,93290
3597,208.142610627_67.4881832109,FUV,8927
3781,90.4331460058_65.708642475,FUV,7944
3607,111.964704439_78.131087019,FUV,8044
3716,294.969018476_66.7987777947,FUV,13312
3617,254.133852035_81.3865955369,FUV,8187
3791,224.032510329_67.2442953012,FUV,13872
3784,90.4331460058_65.708642475,FUV,15891
3726,127.167266154_73.8333384657,FUV,8972
3627,153.655685801_78.116752343,FUV,9724
3801,146.861996057_76.3918689808,FUV,10483
3794,91.0728405793_59.2732343753,FUV,8238
3637,106.135516633_64.3457492067,FUV,8275
3811,13.5301865349_85.2585217371,FUV,8243
3804,253.055423561_76.6719424722,FUV,7791
3736,172.052585718_64.2250505805,FUV,30258
3647,86.434255498_79.4879222994,FUV,8083
3814,134.099555906_54.4299858719,FUV,7793
3746,198.740117241_72.7170030565,FUV,8236
3657,86.9610302427_84.4466013743,FUV,8178
3821,56.1510838956_58.1304609749,FUV,7263
3824,167.871236115_88.9962944406,FUV,10515
3756,136.715195892_87.882862384,FUV,10745
3834,167.8559307_61.7947998595,FUV,10227
3766,198.208641243_73.2207083777,FUV,8307
3831,65.2303375034_70.3002453743,FUV,8311
3844,5.2447434348_78.5500477376,FUV,20744
3776,142.433378016_70.6213020661,FUV,128020
3841,5.2447434348_78.5500477376,FUV,15964
3667,92.8414743937_70.7681415103,FUV,125740
3854,214.297121042_54.6704844267,FUV,109764
3786,1.27971376719_77.4302839128,FUV,8198
3851,29.2379709394_73.3828365104,FUV,8858
3677,93.3185252343_63.797496142,FUV,15765
3687,192.11366739_86.0785902843,FUV,7958
3861,206.598789681_58.3142281477,FUV,18872
3697,222.916787256_70.8552766046,FUV,8025
3871,153.145247607_60.1131966948,FUV,8105
3707,198.718209776_66.7591384914,FUV,7931
3796,257.697703029_80.6840208265,FUV,40307
3881,78.8953700726_77.9595892688,FUV,7805
3806,54.2483972094_71.2835240177,FUV,8472
3717,15.075925308_71.5018878734,FUV,8369
3864,129.282962013_54.145282142,FUV,127868
3891,120.510483737_85.7840599426,FUV,15737
3874,4.83059180035_79.0375804687,FUV,10090
3816,70.901294009_61.2012016189,FUV,17190
3901,240.58403595_63.2956349165,FUV,8608
3826,168.318019104_66.1705448062,FUV,7861
3884,162.13667129_73.8506597008,FUV,8182
3911,94.1114571861_77.8832366147,FUV,8176
3921,205.563154297_69.4461811308,FUV,8735
3836,246.351463859_88.8118670154,FUV,12584
3727,79.413869465_63.193738317,FUV,39846
3737,172.052585718_64.2250505805,FUV,8000
3931,188.283071424_76.9176167188,FUV,9028
3747,312.345795461_84.0444039974,FUV,8756
3846,77.475451174_61.1989749455,FUV,14122
3757,84.7879043796_73.7451812926,FUV,8074
3767,221.571745601_76.508478452,FUV,10235
3941,161.243609623_56.8546486236,FUV,120222
3894,120.510483737_85.7840599426,FUV,120318
3951,265.21594477_85.3442614535,FUV,8020
3904,287.50331098_87.3499928695,FUV,10054
3856,214.297121042_54.6704844267,FUV,95869
3866,129.282962013_54.145282142,FUV,8468
3914,171.877664013_87.4407788914,FUV,7557
3924,217.421186789_65.3260065813,FUV,9155
3876,290.5595646_69.4729068829,FUV,7569
3258,210.026273259_83.7837714876,FUV,8394
3370,303.025257427_60.0522046075,FUV,12172
3268,252.104197548_87.059426217,FUV,13019
3380,101.268458113_88.2205188916,FUV,10263
3390,164.031632871_85.9145307155,FUV,8115
3278,137.97484445_85.4129134115,FUV,20601
3400,189.666675321_64.6801881773,FUV,7868
3288,109.028989698_74.3036280782,FUV,8335
3298,62.9627432335_87.2864678928,FUV,8164
3410,2.08706145037_76.6156947127,FUV,8098
3308,212.382467388_56.3593596475,FUV,7712
3420,100.165839272_55.8268086436,FUV,9595
3318,232.228223671_64.6856368953,FUV,8212
3328,215.575520624_79.1271233675,FUV,8970
3338,181.016778067_75.6969672887,FUV,9018
3348,158.762383347_73.9662147192,FUV,8037
3430,56.2138431987_75.1644934866,FUV,9824
3358,233.849899756_81.002701815,FUV,8048
3440,226.658864419_85.9094783449,FUV,8025
3450,100.198127105_66.5046089288,FUV,8260
3368,303.025257427_60.0522046075,FUV,8245
3460,227.95533569_79.8203411677,FUV,8230
3470,98.8683294326_82.6935368326,FUV,18566
3378,166.147651169_65.6441814566,FUV,126759
3480,232.179002104_64.2321313056,FUV,8112
3388,134.189568755_54.5461479438,FUV,7793
3490,356.358043201_73.8357133155,FUV,8126
3398,66.5660125002_55.1465949734,FUV,8696
3500,305.974992683_88.8928277992,FUV,7801
3408,13.6305315794_87.5660745264,FUV,8197
3418,171.702332095_77.564705847,FUV,8536
3510,88.1570299543_66.7442904134,FUV,8303
3428,102.464628829_57.3680792717,FUV,8166
3520,200.616562827_83.0410388434,FUV,8689
3530,182.207206378_58.4673961496,FUV,8315
3438,88.0682636589_83.4647306187,FUV,15257
3540,93.5250095896_83.063643559,FUV,14297
3448,3.66208425424_77.6028388836,FUV,8094
3550,80.8176523809_56.1784460516,FUV,8025
3458,178.60462245_75.0956847947,FUV,8785
3468,336.871154769_84.8840487504,FUV,7748
3478,341.055330463_74.4331047067,FUV,7942
3488,92.3979563831_55.7570838244,FUV,7899
3560,147.503254008_67.9528694165,FUV,128387
3498,104.133778374_61.5704920566,FUV,8699
3508,242.819583898_86.6673339207,FUV,8148
3570,68.251464069_78.4834342455,FUV,17422
3518,3.8516411319_78.7226934484,FUV,10090
3580,66.1461882754_54.371516252,FUV,8127
3528,200.817109337_85.7532627604,FUV,9672
3538,93.5250095896_83.063643559,FUV,8364
3548,80.8176523809_56.1784460516,FUV,10375
3590,116.452510916_85.1862339808,FUV,8061
3600,143.537595706_84.495175087,FUV,67869
3558,147.503254008_67.9528694165,FUV,121048
3610,183.053524835_79.7023161886,FUV,8177
3568,241.971987476_74.3680763036,FUV,8281
3620,322.178227255_85.9590465675,FUV,9718
3578,91.6562720378_80.4565888044,FUV,10155
3630,304.421386403_59.6847500957,FUV,13011
3588,233.964415112_88.0188965231,FUV,45025
3640,328.234742531_67.6585067351,FUV,9210
3650,140.495293656_87.7678489233,FUV,10745
3598,208.142610627_67.4881832109,FUV,107902
3660,350.466789901_72.7336625512,FUV,7707
3608,197.45607228_82.187082826,FUV,7968
3670,203.599524737_77.5469505547,FUV,9140
3618,254.133852035_81.3865955369,FUV,8064
3680,89.8063944125_74.2122756575,FUV,179315
3628,89.3201270617_74.9320760878,FUV,177789
3638,106.135516633_64.3457492067,FUV,13444
3648,255.866245164_84.9404453726,FUV,7862
3658,86.9610302427_84.4466013743,FUV,15308
3668,222.883067971_57.4751166055,FUV,8822
3690,266.179603445_56.3941405422,FUV,103713
3678,93.3185252343_63.797496142,FUV,15814
3700,104.690215812_66.3580278989,FUV,13586
3688,192.11366739_86.0785902843,FUV,7900
3710,142.726568419_82.2208012275,FUV,8179
3698,104.690215812_66.3580278989,FUV,8109
3708,101.143993317_87.1375385074,FUV,8626
3720,54.1638102124_65.9489959957,FUV,8671
3730,256.739030338_89.4312872608,FUV,9231
3718,15.075925308_71.5018878734,FUV,7372
3728,79.413869465_63.193738317,FUV,39353
3740,315.145390421_70.6497100755,FUV,11751
3750,151.456751649_74.3308934118,FUV,10209
3760,265.678378705_68.6263404826,FUV,7559
3738,172.052585718_64.2250505805,FUV,103325
3748,192.960926936_78.1889438638,FUV,9229
3758,84.7879043796_73.7451812926,FUV,7760
3770,142.433378016_70.6213020661,FUV,128568
3768,142.433378016_70.6213020661,FUV,9054
3780,90.4331460058_65.708642475,FUV,8219
3790,87.4609652775_81.0613009615,FUV,8267
3778,142.433378016_70.6213020661,FUV,78945
3800,162.396886363_53.878760261,FUV,10881
3961,219.08355731_84.847122951,FUV,53283
3788,195.763496999_53.3016772396,FUV,7939
3886,231.646508007_63.8910943303,FUV,8112
3810,179.762796467_77.371396553,FUV,7576
3896,191.585357468_86.47241905,FUV,18889
3971,289.031935116_62.3581707249,FUV,7694
3798,292.785784317_58.0375366424,FUV,7371
3820,56.1510838956_58.1304609749,FUV,8054
3981,353.837082932_70.8947065397,FUV,8179
3906,232.75797687_60.7862627629,FUV,20484
3808,295.272887874_59.085828427,FUV,7405
3991,109.441976408_65.2975118009,FUV,8269
3830,65.2303375034_70.3002453743,FUV,8750
4001,214.498779141_86.1212044975,FUV,8637
3818,353.188712607_72.8379400917,FUV,7823
3916,171.877664013_87.4407788914,FUV,15379
3840,72.0669836662_78.6695814824,FUV,7664
3926,18.7076478619_74.9960279985,FUV,13468
3850,29.2379709394_73.3828365104,FUV,9388
3936,274.222750569_85.3288172282,FUV,8246
3828,163.215873548_66.8060291268,FUV,127902
3838,340.579810745_82.0869910467,FUV,8662
3542,209.244723225_82.2314303275,FUV,8422
3552,275.466224424_79.8538727531,FUV,7847
3562,147.503254008_67.9528694165,FUV,129234
3572,146.263833968_83.8419121072,FUV,8118
3582,30.7404500843_84.2411910625,FUV,7965
3592,116.452510916_85.1862339808,FUV,19634
3602,55.4685018596_69.2054169684,FUV,7754
3612,172.705524138_83.59820953,FUV,17564
3622,190.08050279_72.1647452272,FUV,16049
3632,118.841598792_88.1747743145,FUV,24240
3642,77.208401099_53.8002215083,FUV,9816
3652,211.471206926_57.7032578136,FUV,7788
3662,351.445775242_73.0021235643,FUV,7707
3672,177.272657063_84.3266297447,FUV,19618
3682,89.8063944125_74.2122756575,FUV,8154
3692,185.541729532_67.0202872859,FUV,8280
3702,156.128306186_61.7198841723,FUV,8938
3712,226.088363432_80.9067639844,FUV,7989
3722,343.940396133_69.1986745059,FUV,7939
3732,258.818215712_66.0320902736,FUV,106471
3742,230.106512113_81.2640032405,FUV,8299
3752,90.2783364023_83.6043386344,FUV,14463
3762,166.247787672_69.9238019816,FUV,7899
3772,142.433378016_70.6213020661,FUV,98467
3782,90.4331460058_65.708642475,FUV,15859
