ix,skypos,band,theCount
2626,75.86366115_58.1584324505,FUV,10173
2636,191.051077851_82.5523670807,FUV,8016
2646,182.85181198_79.9695395798,FUV,8177
2656,63.7780191978_82.4149326981,FUV,20268
2666,198.391382707_75.6720802928,FUV,8129
2676,258.094440609_63.5843044188,FUV,90957
2703,220.993592307_70.723305409,FUV,7850
2607,199.398459979_86.1465924791,FUV,8413
2669,77.9821949984_62.9756516226,FUV,8048
2665,53.9753345702_70.3629079674,FUV,7878
2675,201.205372018_71.8507637835,FUV,7569
2686,277.316109119_68.9373043447,FUV,35363
2617,172.091270868_70.138879588,FUV,8837
2654,38.370195644_73.3701813101,FUV,8679
2685,134.955339673_79.0803697166,FUV,10692
2696,108.754823264_59.732208376,FUV,7889
2679,100.110617501_83.4589139537,FUV,31795
2627,269.614215089_60.3353452658,FUV,8132
2706,298.128729863_86.4163816998,FUV,7628
2664,53.9753345702_70.3629079674,FUV,8491
2695,86.1536546775_59.5705367365,FUV,7883
2689,220.756036156_67.3274773847,FUV,8369
2637,191.051077851_82.5523670807,FUV,8337
2674,309.685319072_86.5284149917,FUV,9718
2713,161.168040052_62.6576078805,FUV,129089
2716,236.242559418_58.927858738,FUV,8234
2647,182.85181198_79.9695395798,FUV,8316
2705,159.882158526_71.2229249166,FUV,20041
2726,181.692218915_81.1169879502,FUV,8721
2684,280.990640476_76.3474223547,FUV,7976
2699,103.216193858_56.5341514052,FUV,17141
2723,155.873342508_54.7437980575,FUV,7583
2715,282.404670765_87.7219479753,FUV,10054
2736,305.25818128_86.397381054,FUV,7628
2733,186.429617342_82.3954372303,FUV,8337
2709,242.989777731_86.3488441516,FUV,8148
2725,181.692218915_81.1169879502,FUV,8960
2746,27.9772453197_87.0292843378,FUV,7973
2694,86.1536546775_59.5705367365,FUV,8601
2704,220.993592307_70.723305409,FUV,8025
2756,322.549188122_88.2664877207,FUV,7801
2714,161.168040052_62.6576078805,FUV,8183
2735,70.00769143_57.4858353667,FUV,7697
2743,301.672066337_65.0579614408,FUV,19018
2724,217.972440371_70.8313690499,FUV,8479
2753,48.3618991161_68.9915104554,FUV,8071
2734,70.00769143_57.4858353667,FUV,8344
2745,301.672066337_65.0579614408,FUV,9285
2763,51.9535440825_87.8635938277,FUV,7635
2719,236.242559418_58.927858738,FUV,102109
2773,257.740451806_59.6491112467,FUV,94634
2783,280.025451669_74.2134230844,FUV,7706
2766,257.740451806_59.6491112467,FUV,95257
2729,206.378017758_86.8092674952,FUV,19662
2744,301.672066337_65.0579614408,FUV,20147
2793,135.032766622_75.2151533313,FUV,8827
2657,63.7780191978_82.4149326981,FUV,120819
2776,257.740451806_59.6491112467,FUV,97604
2803,106.303965984_79.5214298688,FUV,7850
2786,64.7259471695_78.7418970648,FUV,8275
2813,247.859034462_58.233121051,FUV,16356
2667,77.9821949984_62.9756516226,FUV,8071
2755,334.025637417_69.2964571172,FUV,27423
2823,227.392785672_83.3702530234,FUV,7632
2796,90.7319088471_62.5657004573,FUV,8141
2806,100.436720565_81.4194681496,FUV,10006
2833,66.223238957_73.9665484602,FUV,7603
2765,5.07322590928_70.6847424097,FUV,8630
2739,252.261373134_64.4764731056,FUV,84366
2843,218.525565884_68.0121678612,FUV,11066
2749,115.966624901_69.2952532893,FUV,7895
2816,91.2225724151_69.4084838821,FUV,8077
2754,334.025637417_69.2964571172,FUV,27015
2775,257.740451806_59.6491112467,FUV,96906
2764,51.9535440825_87.8635938277,FUV,8545
2826,220.891930021_55.5995339196,FUV,8669
2759,143.276630187_66.3461328628,FUV,9188
2785,233.197427947_89.2631887774,FUV,10083
2677,258.094440609_63.5843044188,FUV,93228
2836,179.024106931_63.4912265554,FUV,7638
2774,257.740451806_59.6491112467,FUV,94212
2846,228.050644544_84.6111233577,FUV,8634
2856,203.638360516_59.8266577891,FUV,8255
2784,146.333832832_86.6893099746,FUV,25986
2794,223.051226173_57.4355839399,FUV,8822
2853,232.230830494_64.9150238592,FUV,119370
2687,277.316109119_68.9373043447,FUV,35222
2804,195.883698091_61.2920858404,FUV,8180
2863,208.569794507_58.8511613452,FUV,10162
2814,247.859034462_58.233121051,FUV,16218
2873,122.536544676_77.7257496724,FUV,7752
2697,317.890263083_75.3608366799,FUV,10211
2795,223.051226173_57.4355839399,FUV,112781
2883,137.688284618_65.0349201551,FUV,8810
2805,175.65173705_70.2213323375,FUV,8165
2866,38.7031954267_63.4034181125,FUV,18086
2769,257.740451806_59.6491112467,FUV,100165
2876,231.923527156_77.913687898,FUV,8159
2893,88.3867248671_69.8919767982,FUV,8363
2815,91.2225724151_69.4084838821,FUV,8362
2903,314.964918436_86.3181882861,FUV,9718
2707,153.485335525_53.4255331039,FUV,126590
2886,352.614007505_73.3826659193,FUV,8190
2913,171.724677985_59.356784816,FUV,8012
2824,254.633976965_60.9234353858,FUV,101254
2896,21.0105526131_72.5436417093,FUV,7475
2834,166.622082735_63.2303012395,FUV,10240
2923,104.815418599_65.5591150883,FUV,13705
2906,190.272056464_86.0629592384,FUV,7900
2933,104.507278942_56.1216943624,FUV,8340
2844,106.900950883_56.1918582289,FUV,19600
2717,236.242559418_58.927858738,FUV,89770
2825,254.633976965_60.9234353858,FUV,101177
2500,207.632136595_74.8995255358,FUV,11460
2521,66.6469433769_81.6079030689,FUV,7509
2510,81.8315050625_60.5434149849,FUV,8374
2531,239.076919928_55.6760369552,FUV,51644
2520,66.6469433769_81.6079030689,FUV,8831
2530,239.076919928_55.6760369552,FUV,51404
2541,239.076919928_55.6760369552,FUV,122226
2551,294.060639165_69.5125437958,FUV,7484
2561,171.677640068_64.4476993799,FUV,8000
2540,239.076919928_55.6760369552,FUV,117678
2571,272.980173772_78.9800038401,FUV,7475
2581,309.354410195_78.0839074087,FUV,8105
2550,62.8992540392_58.2074301504,FUV,10050
2591,269.035491719_56.072054459,FUV,9036
2560,171.677640068_64.4476993799,FUV,30258
2601,71.6212524337_74.4544768382,FUV,7990
2570,49.5585867404_83.1650017007,FUV,8469
2580,174.394240385_69.4909812922,FUV,8996
2590,70.2134949631_80.5854705583,FUV,7488
2600,71.6212524337_74.4544768382,FUV,8500
2611,109.626475651_79.916562918,FUV,128251
2621,155.225431858_61.0219511093,FUV,9465
2610,109.626475651_79.916562918,FUV,109507
2631,20.2107742783_76.7235604489,FUV,20096
2620,72.9367650791_74.4136650654,FUV,7990
2641,47.5780110995_69.6438533819,FUV,8071
2630,281.585454059_57.2044552137,FUV,8063
2651,128.542179198_69.3545674006,FUV,8136
2661,190.045432227_84.6550902562,FUV,8197
2640,47.5780110995_69.6438533819,FUV,7875
2671,63.5576523397_69.4582242506,FUV,41832
2650,128.542179198_69.3545674006,FUV,105467
2681,336.204938993_87.8094302278,FUV,8973
2691,251.030886935_72.6989485213,FUV,8237
2660,68.2581412146_56.8994249733,FUV,8018
2670,260.24946968_72.6273476139,FUV,10043
2701,49.8076883255_53.4458943246,FUV,8939
2711,168.208496614_83.7275028941,FUV,8265
2680,100.110617501_83.4589139537,FUV,31801
2721,47.4627510099_83.0534010725,FUV,8469
2690,144.671732628_63.6814690116,FUV,8826
2731,206.378017758_86.8092674952,FUV,8114
2741,194.493938543_85.0103460885,FUV,8114
2751,92.0682697701_69.640459179,FUV,8077
2761,182.067126282_86.3258244044,FUV,7900
2700,49.8076883255_53.4458943246,FUV,9226
2771,257.740451806_59.6491112467,FUV,98603
2710,168.208496614_83.7275028941,FUV,9083
2781,286.048206427_65.4029954227,FUV,7753
2791,115.314957296_78.3258092156,FUV,7996
2720,236.242559418_58.927858738,FUV,102407
2801,96.7140446062_63.761663825,FUV,18556
2730,206.378017758_86.8092674952,FUV,18909
2811,62.9050726179_55.0088961035,FUV,7622
2740,194.493938543_85.0103460885,FUV,7668
2821,20.7557306069_82.8568796374,FUV,8685
2750,92.0682697701_69.640459179,FUV,8362
2831,185.103015669_62.448664189,FUV,10190
2760,182.067126282_86.3258244044,FUV,7958
2841,304.029699563_69.5887146981,FUV,8881
2854,54.6209535715_67.467072603,FUV,7945
2851,169.41163662_65.7348474642,FUV,8246
2861,270.403574534_80.0505291273,FUV,8069
2864,332.893505353_86.7302391174,FUV,9062
2916,189.942758032_60.9135584998,FUV,118647
2871,253.266959198_73.0006816404,FUV,8237
2770,257.740451806_59.6491112467,FUV,100086
2874,175.644338105_55.4638544675,FUV,8184
2884,169.124054431_53.2935556814,FUV,8038
2780,203.219395287_89.3437925829,FUV,10083
2894,88.3867248671_69.8919767982,FUV,7911
2881,82.5138098251_61.3365358743,FUV,10203
2926,347.735903407_71.4799250153,FUV,8735
2904,178.143510306_59.3586846522,FUV,8178
2790,147.109401005_87.1998191357,FUV,11742
2891,198.996334758_86.6635655537,FUV,8114
2936,78.0809355402_86.8304750191,FUV,7730
2914,161.596381214_70.7453566664,FUV,8368
2800,96.7140446062_63.761663825,FUV,8162
2924,181.263423545_58.8390916067,FUV,8168
2946,115.5694731_67.6712570718,FUV,8621
2901,227.145312122_88.4305222397,FUV,12584
2911,132.98397322_56.8612789755,FUV,8014
2956,25.3200389816_76.1045512234,FUV,8876
2934,104.507278942_56.1216943624,FUV,7663
2810,62.9050726179_55.0088961035,FUV,8606
2921,104.815418599_65.5591150883,FUV,8272
2820,20.7557306069_82.8568796374,FUV,8511
2931,286.906410713_86.2387266943,FUV,8469
2944,234.644139364_74.0119284686,FUV,19052
2830,185.103015669_62.448664189,FUV,8146
2941,137.189336866_77.7470702085,FUV,8364
2954,25.3200389816_76.1045512234,FUV,19718
2840,304.029699563_69.5887146981,FUV,9217
2951,300.415145046_76.1331574617,FUV,19807
2966,160.788616497_63.0401697434,FUV,129177
2850,44.9104680249_71.1764841106,FUV,7465
2976,118.210100432_71.3723824004,FUV,8061
2860,305.989159866_83.9976311014,FUV,7553
2986,189.288709183_60.1820685577,FUV,8184
2870,102.464597162_62.9844062967,FUV,7966
2964,160.788616497_63.0401697434,FUV,128877
2996,117.348194631_84.5683930463,FUV,8120
2961,160.788616497_63.0401697434,FUV,125190
2880,82.5138098251_61.3365358743,FUV,10182
2974,315.732380137_88.0011543479,FUV,46546
2890,198.996334758_86.6635655537,FUV,8413
2984,138.961443968_55.0695373069,FUV,8377
2900,205.623266107_58.9553153757,FUV,7987
2971,160.788616497_63.0401697434,FUV,128651
3006,249.787948095_66.3393399024,FUV,94298
2981,241.714501589_74.0682233977,FUV,8011
3016,120.838968419_72.9141028197,FUV,8703
2910,132.98397322_56.8612789755,FUV,94807
2920,150.529008141_82.7025735614,FUV,8749
2994,190.024846602_61.6181400687,FUV,125291
3026,296.281094633_74.9897293086,FUV,9091
2930,143.718697927_72.2905247217,FUV,10105
2991,292.502629503_76.8795747038,FUV,15106
2498,3.36548806795_73.0346356428,FUV,19502
2508,133.66575406_78.774981285,FUV,10692
2518,293.886544258_68.3302450526,FUV,7423
2528,82.3729215457_83.2998750315,FUV,15249
2538,239.076919928_55.6760369552,FUV,114946
2548,179.01003361_84.3059853348,FUV,8490
2558,227.74169404_70.5492892829,FUV,7599
2568,164.665769792_78.9073166445,FUV,8674
2578,186.869635996_85.3905896994,FUV,8114
2588,201.790796593_78.884707273,FUV,8489
2598,268.010335108_83.1912432972,FUV,8250
2608,199.398459979_86.1465924791,FUV,8114
2618,57.5401141239_80.6194494636,FUV,8091
2628,229.758735823_75.9264206098,FUV,8142
2638,177.881855723_65.7079562788,FUV,8921
2648,94.1578386599_61.4342534131,FUV,8335
2658,283.361864276_63.7712963825,FUV,8040
2668,77.9821949984_62.9756516226,FUV,7976
2678,355.437422931_70.7098549326,FUV,7557
2688,270.224754903_62.0113773171,FUV,7695
2698,317.890263083_75.3608366799,FUV,8408
2708,124.451575623_61.438893143,FUV,8755
2718,236.242559418_58.927858738,FUV,100309
2728,179.300024938_85.1909537442,FUV,8153
2738,90.5900912481_76.4742040271,FUV,8002
2748,115.966624901_69.2952532893,FUV,8128
2758,150.688089275_87.8338900139,FUV,10745
2768,257.740451806_59.6491112467,FUV,99317
2778,257.740451806_59.6491112467,FUV,94713
2788,115.85518682_66.6273132724,FUV,8114
2798,118.899697149_67.1535285939,FUV,8206
2808,150.020626453_56.9007049561,FUV,8844
2818,20.7557306069_82.8568796374,FUV,8249
2828,53.800847618_81.6942855744,FUV,8543
2838,58.143877375_65.6380771728,FUV,7886
2848,228.050644544_84.6111233577,FUV,8080
2858,215.737112037_66.9322291951,FUV,9052
2868,38.7031954267_63.4034181125,FUV,15563
2878,126.236340876_54.4915195978,FUV,18780
2888,131.176105333_53.4810724371,FUV,15708
2898,11.194947164_85.6307000882,FUV,8243
2940,137.189336866_77.7470702085,FUV,10845
2908,132.98397322_56.8612789755,FUV,128215
3036,45.1955195311_65.0876641155,FUV,8448
3046,221.016240858_79.2007596789,FUV,8369
2950,300.415145046_76.1331574617,FUV,8456
2918,96.8011279966_72.465473085,FUV,9047
2960,160.788616497_63.0401697434,FUV,8913
3001,320.337842921_73.9264236107,FUV,11221
2928,279.755362539_86.7710399801,FUV,7842
3011,192.963058106_66.766788649,FUV,8611
2938,6.01761206772_83.2125672442,FUV,7453
3021,163.461260181_76.2223497166,FUV,9185
3031,151.796838972_63.908430698,FUV,8601
3056,156.454190427_68.0072209836,FUV,124042
2970,160.788616497_63.0401697434,FUV,119056
3041,86.1879758896_82.1473547877,FUV,10231
3066,217.773674271_69.7704942176,FUV,8308
3051,156.454190427_68.0072209836,FUV,10192
3076,106.22828709_79.5384136897,FUV,7850
2980,79.2463226497_72.4231639825,FUV,7685
3086,215.447289518_59.2663631985,FUV,8251
2948,300.415145046_76.1331574617,FUV,8035
2958,194.273679634_79.6495441438,FUV,8946
3096,214.553658821_87.6423918405,FUV,12808
3061,338.698066753_72.1458168803,FUV,8587
2990,292.502629503_76.8795747038,FUV,13062
3000,117.291587981_76.0081759865,FUV,8757
3071,46.9838416821_81.8625896847,FUV,8010
3106,270.114186447_81.0354171822,FUV,10000
3010,241.326011497_60.0932714331,FUV,8358
3081,322.914625023_84.474286904,FUV,7648
2968,160.788616497_63.0401697434,FUV,93632
3091,318.151982945_75.0226156458,FUV,8408
3020,305.172168565_72.332619311,FUV,11003
3101,214.425035329_78.5690586622,FUV,7680
2978,197.123137373_56.4149360188,FUV,17539
3030,84.6258710728_61.6989791213,FUV,10204
3111,2.63482895803_79.0218836877,FUV,8269
2988,314.685336815_72.8399750534,FUV,10263
3121,217.681938846_69.7872132158,FUV,8308
3040,86.1879758896_82.1473547877,FUV,9079
2998,117.291587981_76.0081759865,FUV,9057
3131,7.69534599171_86.7387616881,FUV,8184
3141,105.615460255_86.3205585757,FUV,8790
3151,109.903787765_56.9482192308,FUV,10081
3116,211.812239842_53.9257703409,FUV,121264
3161,253.552823418_89.0461719759,FUV,9231
3050,156.454190427_68.0072209836,FUV,119982
3008,249.787948095_66.3393399024,FUV,87613
3126,12.9845932451_74.0819564701,FUV,8059
3018,222.285964326_67.0972029489,FUV,13872
3060,338.698066753_72.1458168803,FUV,8351
3028,84.6258710728_61.6989791213,FUV,8115
3171,220.869323881_64.4454175457,FUV,125968
3070,293.262905254_69.6983399866,FUV,7484
3136,209.530791484_62.3078660844,FUV,128663
3181,273.600630846_77.918201945,FUV,7933
3080,322.914625023_84.474286904,FUV,8483
3146,95.0895519158_82.7168825115,FUV,8559
3038,302.911976447_55.0126459647,FUV,7432
3191,31.7425252472_78.7466143235,FUV,7916
3090,318.151982945_75.0226156458,FUV,10211
3156,270.590545469_83.9582531271,FUV,8383
3201,154.239291342_62.6673484051,FUV,8832
3100,124.444516787_81.2185986807,FUV,11224
3048,350.455463037_81.1857926971,FUV,7456
3110,69.3201675438_87.1779311365,FUV,7730
3166,325.477074929_87.1142867169,FUV,9062
3211,316.291630754_72.8172514604,FUV,7991
3221,228.733546136_55.6470535311,FUV,8057
3058,156.454190427_68.0072209836,FUV,128167
3231,62.0206925318_66.1745281825,FUV,8888
3120,211.812239842_53.9257703409,FUV,107224
3176,220.869323881_64.4454175457,FUV,95008
3241,175.389807266_79.2211509939,FUV,8823
3130,7.69534599171_86.7387616881,FUV,8365
3186,295.468739504_87.0640107205,FUV,7842
3140,105.615460255_86.3205585757,FUV,8194
2632,300.697776896_72.7659422971,FUV,8491
2642,74.3234612002_56.7410699399,FUV,8609
2652,38.903518331_77.9693612387,FUV,8230
2662,190.045432227_84.6550902562,FUV,7948
2672,63.5576523397_69.4582242506,FUV,41084
2682,262.386315907_65.7729746975,FUV,7907
2692,1.12062881707_83.2001740694,FUV,8306
2702,104.452006718_60.6622061127,FUV,8635
2712,113.315647437_86.6444503362,FUV,8626
2722,155.873342508_54.7437980575,FUV,7630
2732,186.429617342_82.3954372303,FUV,8016
2742,224.761212865_60.9760247733,FUV,7824
2752,172.030321596_87.804751441,FUV,15379
2762,105.917647768_56.2377384594,FUV,19600
2772,257.740451806_59.6491112467,FUV,95434
2782,182.548772382_87.8295558,FUV,15379
2792,229.070205308_67.0865353496,FUV,8140
2802,106.303965984_79.5214298688,FUV,8160
2812,52.0551795017_87.9615142947,FUV,8545
2822,227.392785672_83.3702530234,FUV,7474
2832,66.223238957_73.9665484602,FUV,8598
2842,153.590096977_53.3889509299,FUV,126590
2852,232.230830494_64.9150238592,FUV,8212
2862,270.403574534_80.0505291273,FUV,7847
2872,136.28901357_77.2700488695,FUV,18934
2882,156.198015436_63.5518568581,FUV,8220
2892,127.783026414_76.6193916902,FUV,8321
2902,353.13252327_86.6266645938,FUV,8930
2912,261.681751204_71.8660212713,FUV,8113
2922,104.815418599_65.5591150883,FUV,12707
2932,69.0032660076_57.6970928841,FUV,8393
2942,25.5306241693_75.6360203913,FUV,9801
2952,300.415145046_76.1331574617,FUV,21495
2962,160.788616497_63.0401697434,FUV,129089
2972,160.788616497_63.0401697434,FUV,103223
2982,85.2727332805_71.0487818961,FUV,7834
2992,102.168660581_87.4858722194,FUV,8626
3002,320.337842921_73.9264236107,FUV,42026
3012,48.5255224658_67.6362191845,FUV,7579
3022,314.304533441_74.5424243155,FUV,8033
3032,29.3846337774_87.5111384661,FUV,8582
3042,86.1879758896_82.1473547877,FUV,17161
3052,156.454190427_68.0072209836,FUV,116407
3062,23.3681707221_85.6306218088,FUV,8626
3072,222.604512958_74.4545557049,FUV,7931
3082,73.2170998167_71.7788119949,FUV,8658
3092,41.4370947481_65.6972603223,FUV,19232
3102,215.63470403_81.3196559566,FUV,8803
3112,2.63482895803_79.0218836877,FUV,10090
3122,158.524951259_56.0556758874,FUV,7977
3132,359.094597382_81.0927219663,FUV,8802
3142,182.562992477_85.4722678902,FUV,7758
3152,133.795647621_69.250666116,FUV,8337
3162,54.3530639807_62.4000978302,FUV,8486
3172,220.869323881_64.4454175457,FUV,126881
3182,273.600630846_77.918201945,FUV,7993
3192,84.627949207_53.8872260393,FUV,10835
3202,311.287012115_77.2618236699,FUV,19360
3068,263.654963705_79.4749642697,FUV,29105
3251,350.716546042_81.4913109108,FUV,19632
3150,109.903787765_56.9482192308,FUV,19766
3078,151.799736546_62.1092671334,FUV,8520
3261,0.275178772148_76.5753333287,FUV,7940
3160,161.545413177_73.9525906623,FUV,8182
3088,189.816284335_64.9977095294,FUV,7856
3271,178.497502951_86.8567934168,FUV,7557
3212,240.162763932_55.7551373794,FUV,111754
3098,304.154106565_73.1328962053,FUV,9019
3281,258.33418639_84.7516771689,FUV,7862
3108,192.484460585_86.5664108966,FUV,18889
3291,267.013728083_68.1772570875,FUV,7621
3222,305.203695737_70.6053929507,FUV,16845
3170,220.869323881_64.4454175457,FUV,123688
3232,62.0206925318_66.1745281825,FUV,8607
3242,151.197678724_81.155546593,FUV,8663
3301,328.946264943_74.873076259,FUV,16279
3118,211.812239842_53.9257703409,FUV,95981
3252,350.716546042_81.4913109108,FUV,17508
3180,220.869323881_64.4454175457,FUV,97509
3311,131.754004801_84.3331457177,FUV,18613
3128,4.35483360553_87.524600442,FUV,9833
3321,248.023817363_89.1764278087,FUV,9231
3190,31.7425252472_78.7466143235,FUV,8071
3331,268.796689964_84.3080125003,FUV,7985
3262,52.3453083016_68.2734971246,FUV,21963
3341,193.67557925_63.8512058057,FUV,8242
3200,154.239291342_62.6673484051,FUV,8541
3351,186.581368918_56.8396332304,FUV,8641
3272,178.497502951_86.8567934168,FUV,7870
3138,209.530791484_62.3078660844,FUV,88554
3361,275.401853387_81.6748688317,FUV,7893
3282,267.888931693_89.0789564624,FUV,9231
3371,175.520580294_86.4970287486,FUV,8115
3210,109.797831301_56.2723528517,FUV,19267
3148,95.0895519158_82.7168825115,FUV,14216
3220,123.962110362_69.7983247592,FUV,8288
3158,173.410661888_68.6422796548,FUV,8179
3292,267.013728083_68.1772570875,FUV,7552
3381,318.485481951_88.1250807259,FUV,7801
3230,186.769530264_73.4932978809,FUV,8310
3302,125.052991334_67.4581949414,FUV,11009
3391,164.031632871_85.9145307155,FUV,7988
3240,175.389807266_79.2211509939,FUV,8728
3401,150.156870518_74.6644743457,FUV,7530
3168,220.869323881_64.4454175457,FUV,8205
3250,127.875380162_67.9324236103,FUV,7844
3312,131.754004801_84.3331457177,FUV,18499
3411,2.08706145037_76.6156947127,FUV,7940
3322,145.44057926_83.7499302827,FUV,8118
3421,181.081870218_61.2782899363,FUV,10190
3260,0.275178772148_76.5753333287,FUV,8098
3332,252.191906143_81.1512779055,FUV,8187
3270,297.76896084_74.7171390696,FUV,8800
3342,202.136853168_87.4623557723,FUV,7595
3431,56.2138431987_75.1644934866,FUV,10663
3178,220.869323881_64.4454175457,FUV,95741
3352,99.7920377217_55.404480058,FUV,8484
3280,107.126897513_59.9154804206,FUV,8776
3188,215.868963033_70.3275407165,FUV,8000
2943,25.5306241693_75.6360203913,FUV,8876
2779,257.740451806_59.6491112467,FUV,126434
2789,115.85518682_66.6273132724,FUV,7934
2799,251.052795221_71.6798793883,FUV,8038
2809,123.490119539_80.6623409899,FUV,10678
2953,330.573092088_66.9984570416,FUV,11471
2963,160.788616497_63.0401697434,FUV,8183
2835,154.415640251_79.663950971,FUV,124137
2819,20.7557306069_82.8568796374,FUV,7981
2829,53.800847618_81.6942855744,FUV,7854
2839,123.278630809_60.4897044089,FUV,8073
2845,309.474343285_73.184960761,FUV,10677
2855,230.085665539_76.0208541111,FUV,8142
2865,152.190958192_58.4755986262,FUV,8338
2849,44.9104680249_71.1764841106,FUV,8199
2859,305.989159866_83.9976311014,FUV,8542
2973,160.788616497_63.0401697434,FUV,101742
2875,175.644338105_55.4638544675,FUV,7877
2869,224.521347959_67.8168056242,FUV,8314
2983,85.2727332805_71.0487818961,FUV,7752
2885,352.614007505_73.3826659193,FUV,7823
2993,190.024846602_61.6181400687,FUV,8907
2879,82.5138098251_61.3365358743,FUV,10012
2889,198.996334758_86.6635655537,FUV,8480
3003,270.614779531_58.6488255977,FUV,15658
2899,11.194947164_85.6307000882,FUV,8451
2895,327.966926277_87.222634179,FUV,72603
3013,48.5255224658_67.6362191845,FUV,8039
2905,190.272056464_86.0629592384,FUV,7958
2909,132.98397322_56.8612789755,FUV,17458
3023,314.304533441_74.5424243155,FUV,8129
2919,150.529008141_82.7025735614,FUV,8743
3033,29.3846337774_87.5111384661,FUV,8197
2929,143.718697927_72.2905247217,FUV,10401
2915,318.95926962_67.7697420404,FUV,8263
2939,143.517261572_67.8208268832,FUV,8133
3043,86.1879758896_82.1473547877,FUV,17201
2925,347.735903407_71.4799250153,FUV,7864
2949,300.415145046_76.1331574617,FUV,8582
2935,78.0809355402_86.8304750191,FUV,8164
2959,194.273679634_79.6495441438,FUV,8196
2945,115.5694731_67.6712570718,FUV,10299
2955,25.3200389816_76.1045512234,FUV,9801
3053,156.454190427_68.0072209836,FUV,128418
2969,160.788616497_63.0401697434,FUV,128922
3063,23.3681707221_85.6306218088,FUV,7942
2965,160.788616497_63.0401697434,FUV,128661
2979,79.2463226497_72.4231639825,FUV,8567
3073,89.384662439_70.6334053315,FUV,19019
2975,91.2894297738_82.650882008,FUV,14216
2989,292.502629503_76.8795747038,FUV,7701
2985,205.755153381_59.4393442016,FUV,8105
3083,73.2170998167_71.7788119949,FUV,7510
2999,117.291587981_76.0081759865,FUV,8733
3093,41.4370947481_65.6972603223,FUV,8061
3103,215.63470403_81.3196559566,FUV,8649
3009,249.787948095_66.3393399024,FUV,86233
3113,2.63482895803_79.0218836877,FUV,9442
2995,199.680231884_65.3458554769,FUV,106662
3019,305.172168565_72.332619311,FUV,8571
3123,45.6248552911_65.6324259905,FUV,8665
3029,84.6258710728_61.6989791213,FUV,7921
3133,359.094597382_81.0927219663,FUV,7522
3039,175.118667541_59.894858615,FUV,7798
3005,249.787948095_66.3393399024,FUV,64379
3143,182.562992477_85.4722678902,FUV,8153
3015,120.838968419_72.9141028197,FUV,8756
3153,349.589995065_83.9479722434,FUV,7440
3049,156.454190427_68.0072209836,FUV,20314
3025,296.281094633_74.9897293086,FUV,8526
3163,54.3530639807_62.4000978302,FUV,7590
3035,170.320303039_84.2335848214,FUV,19586
3045,221.016240858_79.2007596789,FUV,8207
3059,156.454190427_68.0072209836,FUV,128545
3069,91.2380552999_88.884967966,FUV,10263
3079,151.799736546_62.1092671334,FUV,8442
3055,156.454190427_68.0072209836,FUV,109348
3173,220.869323881_64.4454175457,FUV,127550
3089,101.570201426_74.0133612967,FUV,9287
3065,252.496906068_84.0892030801,FUV,8338
3099,216.786115401_62.7146044207,FUV,8143
3075,106.22828709_79.5384136897,FUV,8160
3085,175.230268135_61.3498492544,FUV,8090
3109,69.3201675438_87.1779311365,FUV,8164
3183,153.959435891_53.7998828912,FUV,126590
3095,81.7204194773_63.8966362593,FUV,7749
3193,71.4929410994_86.767157644,FUV,8164
3105,270.114186447_81.0354171822,FUV,9837
3203,311.287012115_77.2618236699,FUV,14765
3115,118.172197314_65.3760438459,FUV,7620
3119,211.812239842_53.9257703409,FUV,100765
3125,212.33651332_88.1099659764,FUV,12808
3129,109.204441815_88.993371247,FUV,10263
3213,240.162763932_55.7551373794,FUV,122937
3135,209.530791484_62.3078660844,FUV,128775
3223,305.203695737_70.6053929507,FUV,16896
3139,209.530791484_62.3078660844,FUV,126891
3233,62.0206925318_66.1745281825,FUV,8532
3149,95.0895519158_82.7168825115,FUV,14297
3243,151.197678724_81.155546593,FUV,8670
3159,160.442264305_72.7214855745,FUV,8797
3145,211.633742267_55.0872127094,FUV,127133
3155,290.218738663_86.5726258476,FUV,7842
3165,273.88888427_84.674275275,FUV,18766
3169,220.869323881_64.4454175457,FUV,120945
3253,67.5251613422_85.2829461133,FUV,123746
3263,73.2361767732_75.3245306114,FUV,8675
3273,99.2171169939_79.5934413507,FUV,7724
3175,220.869323881_64.4454175457,FUV,89967
3179,220.869323881_64.4454175457,FUV,97233
3283,212.587397153_89.416008191,FUV,10083
3189,176.79958607_60.4250047135,FUV,8178
3185,69.7851963034_54.8975986573,FUV,8376
3293,242.067995616_80.9303421966,FUV,18740
3199,303.657885383_74.811396911,FUV,8285
3195,262.583171372_71.1419816844,FUV,7947
3209,190.636779772_53.717285024,FUV,8250
3303,280.880848689_79.197451037,FUV,8163
3313,217.550463721_74.7763420485,FUV,7839
2727,179.300024938_85.1909537442,FUV,7758
2737,90.5900912481_76.4742040271,FUV,8004
2747,27.9772453197_87.0292843378,FUV,8195
2757,176.956254006_71.3848559119,FUV,7859
2767,257.740451806_59.6491112467,FUV,99333
2777,257.740451806_59.6491112467,FUV,98142
2787,64.7259471695_78.7418970648,FUV,7523
2797,128.704020239_78.9731616035,FUV,11610
2807,219.17922271_72.8619339265,FUV,8018
2817,133.8919638_77.3252050292,FUV,8364
2827,233.392592219_66.6447061451,FUV,8270
2837,58.143877375_65.6380771728,FUV,8667
2847,228.050644544_84.6111233577,FUV,8403
2857,154.093489009_69.6403409394,FUV,8303
2867,38.7031954267_63.4034181125,FUV,17331
