flat_counts,mcat_bg,bg_counts,flux_bgsub_err,cps_mcatbgsub,counts,mag_mcatbgsub,cps_err,mag_bgsub,cps_bgsub,detys,flux_bgsub,flux_err,mag_err_1,cps_bgsub_err,t1_data,bg,responses,t_mean,cps_mcatbgsub_err,mag_bgsub_err_1,mag_err_2,t0_data,racent,deccent,mag,exptime,bg_flat_counts,detxs,t0,t1,mag_mcatbgsub_err_2,flux,mag_mcatbgsub_err_1,flags,mag_bgsub_err_2,detrad,cps,flux_mcatbgsub_err,flux_mcatbgsub
14.9694603982,1.15898521008,0.0,6.09709989073e-16,1.55453614246,6.0,18.3409979407,0.435507135052,18.2535041314,1.68499395605,48.8287963867,2.35899153847e-15,6.09709989073e-16,0.249600382086,0.435507135052,741010325.86,0.0,0.401631723614,741010319.586,0.452052066298,0.249600382086,0.324666669191,741010316.35,244.275057378,55.2688276056,18.2535041314,8.88398462467,0.0,398.195404053,741010315.995,741010325.995,0.37307124573,2.35899153847e-15,0.277143580467,0.0,0.324666669191,351.175840305,1.68499395605,6.32872892817e-16,2.17635059944e-15
27.256793399,1.15888473727,1.0,8.33153912589e-16,2.93789019194,11.0,17.6499111016,0.587715620473,17.6305846644,2.99065374849,49.0761260986,4.18691524789e-15,8.22801868662e-16,0.19027282567,0.595109937563,741010331.735,0.690174748223,0.404278511111,741010328.274,0.600079602748,0.197038826104,0.230855514113,741010326.32,244.273271817,55.2689682265,17.6027384629,8.88321446913,0.374909739776,396.299316406,741010325.995,741010335.995,0.248065594739,4.29568720773e-15,0.201796403661,0.0,0.240905040969,350.943386222,3.06834800552,8.40111443847e-16,4.11304626871e-15
10.500630848,1.15901172374,0.0,5.10643723095e-16,1.05148824758,4.0,18.7654889426,0.364745516496,18.6385058557,1.18194606117,50.531162262,1.65472448564e-15,5.10643723095e-16,0.292015157326,0.364745516496,741010345.13,0.0,0.3819149697,741010343.59,0.384348229917,0.292015157326,0.400672525702,741010342.23,244.274055131,55.2696815058,18.6385058557,8.88418786016,0.0,393.100463867,741010335.995,741010345.995,0.493968577132,1.65472448564e-15,0.338251398608,0.0,0.400672525702,349.536939606,1.18194606117,5.38087521883e-16,1.47208354662e-15
8.95684921094,1.15912894202,0.0,4.71567659363e-16,0.877618960565,4.0,18.9617350065,0.336834042402,18.811265978,1.00807677415,53.3285217285,1.41130748381e-15,4.71567659363e-16,0.312999694078,0.336834042402,741010354.605,0.0,0.449680223956,741010352.913,0.357966419085,0.312999694078,0.441535031615,741010351.495,244.272303894,55.2674455365,18.811265978,8.88508637497,0.0,393.694366455,741010345.995,741010355.995,0.568982354405,1.41130748381e-15,0.37141690841,0.0,0.441535031615,346.72882035,1.00807677415,5.01152986719e-16,1.22866654479e-15
23.5438534202,1.15897334871,0.0,7.64651341463e-16,2.51971498292,11.0,17.8166214539,0.546179529616,17.7618145207,2.65017279651,54.6312980652,3.71024191512e-15,7.64651341463e-16,0.203451131958,0.546179529616,741010365.605,0.0,0.469792813425,741010360.913,0.559461200461,0.203451131958,0.250574615114,741010356.62,244.272812272,55.2681605514,17.7618145207,8.88389370353,0.0,393.87789917,741010355.995,741010365.995,0.272597794722,3.71024191512e-15,0.217707801309,0.0,0.250574615114,345.422958697,2.65017279651,7.83245680646e-16,3.52760097609e-15
21.0098715561,1.15908986926,0.0,7.22258597166e-16,2.23424399225,10.0,17.947173503,0.515898997976,17.8855590424,2.36470180584,56.444694519,3.31058252817e-15,7.22258597166e-16,0.214266736286,0.515898997976,741010375.43,0.0,0.480446868567,741010370.677,0.529938728665,0.214266736286,0.267214477427,741010367.695,244.272853484,55.2684322723,17.8855590424,8.88478687003,0.0,394.811920166,741010365.995,741010375.995,0.293958033849,3.31058252817e-15,0.231090372564,0.0,0.267214477427,343.594476231,2.36470180584,7.41914220131e-16,3.12794158915e-15
8.23888059406,1.15901939875,0.0,4.52315562842e-16,0.796900563567,4.0,19.0664896651,0.323082544887,18.9018810014,0.927358377154,57.6306266785,1.29830172802e-15,4.52315562842e-16,0.324538946371,0.323082544887,741010385.46,0.0,0.492703146611,741010382.546,0.345060144913,0.324538946371,0.465030935666,741010378.175,244.274078745,55.2678164763,18.9018810014,8.88424669149,0.0,397.167602539,741010375.995,741010385.995,0.616047641314,1.29830172802e-15,0.390617568523,0.0,0.465030935666,342.381089232,0.927358377154,4.83084202878e-16,1.11566078899e-15
15.7976257189,1.15905637832,0.0,6.26310193646e-16,1.64764698763,8.0,18.2778395783,0.447364424033,18.1951066134,1.77810480121,57.2795944214,2.4893467217e-15,6.26310193646e-16,0.243660596029,0.447364424033,741010394.395,0.0,0.507292419814,741010390.626,0.463485309573,0.243660596029,0.314660050601,741010387.705,244.272920679,55.268523232,18.1951066134,8.88453015152,0.0,398.449768066,741010385.995,741010395.995,0.358632915956,2.4893467217e-15,0.269128202955,0.0,0.314660050601,342.723911653,1.77810480121,6.48879433403e-16,2.30670578268e-15
15.4114482397,1.15913801248,0.0,6.18564097413e-16,1.60405854247,7.0,18.3069494639,0.441831498152,18.2220540013,1.73451635606,56.1317062378,2.42832289849e-15,6.18564097413e-16,0.246374780193,0.441831498152,741010405.98,0.0,0.457177407901,741010402.617,0.458145984306,0.246374780193,0.319214344585,741010396.825,244.27165224,55.2680073315,18.2220540013,8.8851559029,0.0,400.531829834,741010395.995,741010405.995,0.365171838812,2.42832289849e-15,0.272778803491,0.0,0.319214344585,343.868705028,1.73451635606,6.41404378028e-16,2.24568195946e-15
14.0892352915,1.15900683965,2.0,6.20595686068e-16,1.45542655601,6.0,18.4125242628,0.422501064766,18.4346724909,1.42603768876,54.1447143555,1.99645276426e-15,5.91501490672e-16,0.256438860712,0.443282632906,741010414.96,1.42010195704,0.426884945418,741010411.423,0.439535529444,0.293881809106,0.336371728991,741010407.675,244.272953496,55.2681290676,18.3193212031,8.88415042205,0.771413408763,401.43737793,741010405.995,741010415.995,0.390357926738,2.22023811743e-15,0.286525575277,0.0,0.404214292207,345.85827251,1.5858843696,6.15349741222e-16,2.03759717841e-15
11.7529469753,1.15903544649,1.0,5.5780904688e-16,1.19242128408,5.0,18.6289257016,0.385875109726,18.5905159188,1.23536027692,52.820690155,1.72950438769e-15,5.40225153616e-16,0.277898606356,0.398435033485,741010424.785,0.777549559429,0.426797503027,741010420.692,0.404454657272,0.303510031695,0.374446787768,741010417.68,244.27225093,55.2688618749,18.5161996141,8.88436970245,0.422372600184,400.507049561,741010415.995,741010425.995,0.449804738481,1.85203073673e-15,0.317103646192,0.0,0.422767412917,347.179680113,1.32287909766,5.66236520181e-16,1.66938979771e-15
15.9430923001,1.15919452843,0.0,6.29112173533e-16,1.66380614495,7.0,18.2672431901,0.449365838238,18.1852841662,1.79426395854,50.145362854,2.51196954195e-15,6.29112173533e-16,0.242662163864,0.449365838238,741010435.845,0.0,0.440758294081,741010430.287,0.465415524994,0.242662163864,0.312992367333,741010426.2,244.273848429,55.2685608192,18.1852841662,8.88558911539,0.0,400.084899902,741010425.995,741010435.995,0.356260807224,2.51196954195e-15,0.267795383911,0.0,0.312992367333,349.854647447,1.79426395854,6.51581734991e-16,2.32932860293e-15
14.3948476102,1.15940733542,0.0,5.97675733754e-16,1.48926658247,6.0,18.3875688887,0.426911238396,18.2963971912,1.61972439606,48.3577766418,2.26761415448e-15,5.97675733754e-16,0.253998519846,0.426911238396,741010445.915,0.0,0.419090574817,741010442.06,0.443770734675,0.253998519846,0.332171756106,741010436.94,244.275388936,55.2683185953,18.2963971912,8.88722034762,0.0,398.431793213,741010435.995,741010445.995,0.38412533042,2.26761415448e-15,0.283169484039,0.0,0.332171756106,351.64572018,1.61972439606,6.21279028545e-16,2.08497321546e-15
17.3345678417,1.15928872169,0.0,6.55938360585e-16,1.82024676742,7.0,18.1696743288,0.468527400418,18.0945212403,1.95070458101,49.120929718,2.73098641341e-15,6.55938360585e-16,0.233715028055,0.468527400418,741010454.59,0.0,0.4052590121,741010449.72,0.483940788062,0.233715028055,0.298228453056,741010446.755,244.273561604,55.2686963874,18.0945212403,8.88631113621,0.0,396.271820068,741010445.995,741010455.995,0.335560891945,2.73098641341e-15,0.255968895715,0.0,0.298228453056,350.898876156,1.95070458101,6.77517103287e-16,2.54834547439e-15
9.70277585861,1.15919103979,1.0,5.09178586863e-16,0.961513121998,4.0,18.8626119612,0.350560580724,18.8107168754,1.00858673,50.8443450928,1.412021422e-15,4.90784813013e-16,0.302285578065,0.363698990616,741010465.495,0.740915559696,0.414054182557,741010461.221,0.370910662119,0.334328236135,0.420381079631,741010458.5,244.272424937,55.269581583,18.7244723022,8.88556237388,0.402472649711,393.117370605,741010455.995,741010465.995,0.529149910128,1.52875930982e-15,0.354217902062,0.0,0.485572824087,349.223484235,1.09197093559,5.19274926966e-16,1.3461183708e-15
2.27222933643,1.15940384678,0.0,2.37459459916e-16,0.125216748838,1.0,21.0758439414,0.16961389994,20.3007811966,0.255674562425,52.3336410522,3.57944387396e-16,2.37459459916e-16,0.552490198921,0.16961389994,741010470.425,0.0,0.440096421592,741010470.425,0.208442267087,0.552490198921,1.1822070911,741010470.425,244.27432934,55.2687857295,20.3007811966,8.8871936061,0.0,392.959197998,741010465.995,741010475.995,,3.57944387396e-16,1.06410110281,0.0,1.1822070911,347.737645412,0.255674562425,2.91819173922e-16,1.75303448373e-16
16.5528785996,1.15930546716,2.0,6.75416494704e-16,1.73225431178,8.0,18.2234708725,0.457834985938,18.2716170297,1.65711705897,54.7939300537,2.31996388256e-15,6.40968980313e-16,0.238611620459,0.48244035336,741010485.125,1.82700811812,0.486077820274,741010481.638,0.473596266562,0.277426891497,0.306268490079,741010476.865,244.27333901,55.268468171,18.1446356459,8.88643949547,0.992448854288,393.44342041,741010475.995,741010485.995,0.346759737231,2.60779697552e-15,0.262411098751,0.0,0.373587078871,345.268329656,1.86271212537,6.63034773187e-16,2.4251560365e-15
16.7985173719,1.15939058996,0.0,6.45659932845e-16,1.75975750025,9.0,18.2063679378,0.461185666318,18.1287218067,1.89021531384,56.9776802063,2.64630143937e-15,6.45659932845e-16,0.237038543881,0.461185666318,741010495.205,0.0,0.53712034597,741010490.456,0.476835076646,0.237038543881,0.303675095795,741010486.04,244.272260915,55.2685454491,18.1287218067,8.88709198836,0.0,393.981933594,741010485.995,741010495.995,0.343131072126,2.64630143937e-15,0.260335135719,0.0,0.303675095795,343.075106937,1.89021531384,6.67569107305e-16,2.46366050035e-15
9.68229349067,1.15943245363,1.0,5.12440522254e-16,0.958981105738,5.0,18.8654748735,0.350117456344,18.8329238593,0.988167249854,58.2037887573,1.3834341498e-15,4.90164438882e-16,0.302564478206,0.366028944467,741010503.765,0.900043140294,0.518682978551,741010501.665,0.370487752439,0.342127831755,0.420923929507,741010499.65,244.27366252,55.2680729846,18.7269927849,8.8874128865,0.488912323123,396.812408447,741010495.995,741010505.995,0.530171221254,1.52521448706e-15,0.35467029541,0.0,0.502358785902,341.811074659,1.08943891933,5.18682853415e-16,1.34257354803e-15
19.5858912518,1.15925453303,0.0,6.97253973615e-16,2.07365912284,10.0,18.0281565833,0.498038552582,17.9619134208,2.20411693643,58.6055793762,3.085763711e-15,6.97253973615e-16,0.221189260344,0.498038552582,741010515.435,0.0,0.512654650265,741010512.573,0.512565697477,0.221189260344,0.278089128086,741010507.82,244.272113535,55.2680686944,17.9619134208,8.88604906939,0.0,398.950775146,741010505.995,741010515.995,0.308271180047,3.085763711e-15,0.239822271692,0.0,0.278089128086,341.396032938,2.20411693643,7.17591976468e-16,2.90312277198e-15
17.0382534065,1.15929290806,1.0,6.65167922336e-16,1.78689479965,8.0,18.1897525377,0.464503994599,18.1646371089,1.82871133344,56.9483146667,2.56019586682e-15,6.50305592438e-16,0.235534057218,0.475119944526,741010525.565,0.787696836241,0.47336453076,741010520.939,0.480046528362,0.250763784351,0.301204062284,741010517.225,244.273143674,55.2685119298,18.1132450257,8.88634322603,0.427884701168,400.670593262,741010515.995,741010525.995,0.339684543017,2.68429365853e-15,0.258353237829,0.0,0.326643933922,343.052340766,1.91735261324,6.72065139706e-16,2.50165271951e-15
16.3111569637,1.15938849677,0.0,6.36226168142e-16,1.70492168215,7.0,18.2407389153,0.454447262958,18.160685311,1.83537949574,54.9069137573,2.56953129403e-15,6.36226168142e-16,0.240191876472,0.454447262958,741010534.905,0.0,0.430040946268,741010530.379,0.470320967868,0.240191876472,0.308883772153,741010526.48,244.271733239,55.268718096,18.160685311,8.88707594345,0.0,401.572021484,741010525.995,741010535.995,0.350444774993,2.56953129403e-15,0.264508189978,0.0,0.308883772153,345.096666782,1.83537949574,6.58449355015e-16,2.38689035501e-15
22.7803923981,1.15931802626,0.0,7.51927802083e-16,2.43301495024,10.0,17.8546380561,0.537091287202,17.7979282311,2.56347276383,51.7722702026,3.58886186936e-15,7.51927802083e-16,0.206529999567,0.537091287202,741010545.565,0.0,0.440011794076,741010540.936,0.550588268223,0.206529999567,0.255268751694,741010536.96,244.273757997,55.2687556223,17.7979282311,8.88653576491,0.0,401.905609131,741010535.995,741010545.995,0.278566768869,3.58886186936e-15,0.22149072349,0.0,0.255268751694,348.232943798,2.56347276383,7.70823575512e-16,3.40622093034e-15
17.0186320391,1.15936686721,0.0,6.4988957556e-16,1.7845645912,8.0,18.191169321,0.464206839686,18.1145653516,1.91502240479,50.0867919922,2.68103136671e-15,6.4988957556e-16,0.235656075037,0.464206839686,741010555.65,0.0,0.470781112809,741010550.474,0.479758024303,0.235656075037,0.301404132722,741010547.02,244.274089227,55.2683548694,18.1145653516,8.88691014608,0.0,400.747161865,741010545.995,741010555.995,0.33996534454,2.68103136671e-15,0.258515081537,0.0,0.301404132722,349.914005706,1.91502240479,6.71661234024e-16,2.49839042768e-15
21.8043506599,1.15932011944,0.0,7.35641696622e-16,2.32317674867,9.0,17.9047943689,0.52545835473,17.8454752986,2.45363456226,48.9818725586,3.43508838716e-15,7.35641696622e-16,0.210685420959,0.52545835473,741010565.22,0.0,0.413936196974,741010562.189,0.539246554338,0.210685420959,0.261657902285,741010558.325,244.272822045,55.2686284791,17.8454752986,8.88655180982,0.0,398.102966309,741010555.995,741010565.995,0.286760990318,3.43508838716e-15,0.226629015981,0.0,0.261657902285,351.023253545,2.45363456226,7.54945176074e-16,3.25244744814e-15
20.0776294427,1.15950013323,0.0,7.05803074365e-16,2.12851876095,8.0,17.9998062939,0.504145053118,17.9352206817,2.25897657454,48.9911880493,3.16256720435e-15,7.05803074365e-16,0.218720687168,0.504145053118,741010575.0,0.0,0.399509776933,741010570.372,0.518498138135,0.218720687168,0.274190751131,741010566.43,244.27224776,55.2687829844,17.9352206817,8.88793167183,0.0,396.099487305,741010565.995,741010575.995,0.303115108694,3.16256720435e-15,0.236698078734,0.0,0.274190751131,351.030483101,2.25897657454,7.25897393389e-16,2.97992626533e-15
12.8681920352,1.15951269233,0.0,5.65042859578e-16,1.31735402051,5.0,18.5207437469,0.403602042556,18.4182196947,1.4478118341,50.274017334,2.02693656774e-15,5.65042859578e-16,0.266978480948,0.403602042556,741010583.375,0.0,0.389578829845,741010580.892,0.421393562407,0.266978480948,0.354810902169,741010579.315,244.272845471,55.2690654308,18.4182196947,8.88802794128,0.0,393.607971191,741010575.995,741010585.995,0.418534145228,2.02693656774e-15,0.301335095117,0.0,0.354810902169,349.784392139,1.4478118341,5.89950987369e-16,1.84429562871e-15
19.2435267252,1.159444315,1.0,7.05376968839e-16,2.03477633333,8.0,18.0487083058,0.493585660101,18.0278069084,2.0743270781,52.1094360352,2.90405790933e-15,6.91019924141e-16,0.222960094702,0.503840692028,741010595.585,0.807936920342,0.418368387225,741010590.564,0.508237734883,0.236084845806,0.280899769993,741010586.265,244.274031599,55.268883915,17.9812378312,8.88750380764,0.438879314754,392.934509277,741010585.995,741010595.995,0.312022219458,3.03132780569e-15,0.242080212684,0.0,0.30210765152,347.962304934,2.16523414692,7.11532828836e-16,2.84868686667e-15
24.5959089122,1.15953850826,0.0,7.81167907953e-16,2.63678835982,12.0,17.767311818,0.557977077109,17.7148805111,2.76724617341,54.3772010803,3.87414464277e-15,7.81167907953e-16,0.199432532327,0.557977077109,741010604.89,0.0,0.489927768912,741010599.346,0.570978123463,0.199432532327,0.244497944921,741010596.49,244.273252021,55.2683289734,17.7148805111,8.88822582846,0.0,393.219726562,741010595.995,741010605.995,0.264962119341,3.87414464277e-15,0.212818681212,0.0,0.244497944921,345.689298708,2.76724617341,7.99369372848e-16,3.69150370375e-15
18.8590598407,1.1594945514,1.0,7.03040570262e-16,1.99142513115,10.0,18.0720900413,0.488608933073,18.066096498,2.00244870893,57.7492141724,2.8034281925e-15,6.84052506303e-16,0.225002310638,0.502171835902,741010615.39,1.06151821701,0.535208136138,741010611.655,0.503405249084,0.242951344687,0.284155925834,741010607.415,244.272929182,55.2678847572,18.0031964449,8.88788888541,0.576627179612,394.732727051,741010605.995,741010615.995,0.316388123607,2.97063612263e-15,0.244692601124,0.0,0.313474965485,342.29131535,2.12188294474,7.04767348718e-16,2.78799518361e-15
14.6904429957,1.15950222641,0.0,6.0373171497e-16,1.52239203026,8.0,18.3636837456,0.431236939264,18.2744164973,1.65284984385,59.1448440552,2.31398978139e-15,6.0373171497e-16,0.251705995744,0.431236939264,741010625.685,0.0,0.546190308709,741010621.267,0.4479323118,0.251705995744,0.328249473304,741010616.44,244.271625854,55.2680634686,18.2744164973,8.88794771674,0.0,396.752471924,741010615.995,741010625.995,0.378340908335,2.31398978139e-15,0.280028052623,0.0,0.328249473304,340.870626151,1.65284984385,6.2710523652e-16,2.13134884236e-15
9.91617273096,1.15943036044,0.0,4.9605005769e-16,0.985298904347,5.0,18.8360800004,0.354321469779,18.701076224,1.11575671793,59.1551628113,1.56205940511e-15,4.9605005769e-16,0.299427308489,0.354321469779,741010634.875,0.0,0.505684019999,741010631.387,0.37446317832,0.299427308489,0.414841333016,741010627.21,244.269819916,55.2692413277,18.701076224,8.8873968416,0.0,398.447540283,741010625.995,741010635.995,0.519108925227,1.56205940511e-15,0.349737316835,0.0,0.414841333016,340.848372696,1.11575671793,5.24248449649e-16,1.37941846609e-15
19.1852028991,1.1594017536,0.0,6.89997276822e-16,2.02829312471,9.0,18.0521732037,0.49285519773,17.9844936516,2.1587509383,58.7355880737,3.02225131362e-15,6.89997276822e-16,0.223266189994,0.49285519773,741010644.485,0.0,0.470683576751,741010639.614,0.507528891874,0.223266189994,0.281386803924,741010637.565,244.270990735,55.267692815,17.9844936516,8.8871775612,0.0,401.047790527,741010635.995,741010645.995,0.312672072041,3.02225131362e-15,0.24247012408,0.0,0.281386803924,341.266020448,2.1587509383,7.10540448624e-16,2.8396103746e-15
9.43828713809,1.15928523305,1.0,5.04119878599e-16,0.931660696114,4.0,18.8968555642,0.345721496805,18.85080458,0.972026640815,54.2227210999,1.36083729714e-15,4.84010095527e-16,0.305950812354,0.360085627571,741010655.9,0.800581968581,0.424261395,741010653.378,0.366338858081,0.342156650097,0.427548027709,741010650.965,244.27307327,55.2684695842,18.7545675564,8.8862843947,0.434884032316,402.804504395,741010645.995,741010655.995,0.542405030053,1.48696591358e-15,0.360041922426,0.0,0.502421516863,345.788651995,1.0621185097,5.12874401313e-16,1.30432497456e-15
7.4556633627,1.15948617867,0.0,4.3010619757e-16,0.708404743844,3.0,19.194296348,0.30721871255,19.0107729747,0.838862557432,53.18800354,1.1744075804e-15,4.3010619757e-16,0.338811512332,0.30721871255,741010660.705,0.0,0.403797541907,741010659.418,0.330244755688,0.338811512332,0.495175049846,741010658.22,244.271901247,55.2685597247,19.0107729747,8.88782470579,0.0,402.306121826,741010655.995,741010665.995,0.681514712739,1.1744075804e-15,0.415468888482,0.0,0.495175049846,346.819663639,0.838862557432,4.62342657964e-16,9.91766641382e-16
19.240536698,1.15927755805,0.0,6.9106562973e-16,2.03475131381,9.0,18.0487216561,0.49361830695,17.981250377,2.1652091274,50.329662323,3.03129277836e-15,6.9106562973e-16,0.222975755213,0.49361830695,741010675.785,0.0,0.468522426861,741010671.573,0.508271517732,0.222975755213,0.280924679089,741010667.155,244.27272993,55.2683882841,17.981250377,8.88622556337,0.0,401.299346924,741010665.995,741010675.995,0.312050692648,3.03129277836e-15,0.242097304415,0.0,0.280924679089,349.672751803,2.1652091274,7.11580124825e-16,2.84865183934e-15
19.5096026481,1.15945408319,1.0,7.09183651553e-16,2.06469604576,8.0,18.0328596849,0.496982107528,18.0094326452,2.1097303081,48.5316543579,2.95362243135e-15,6.9577495054e-16,0.221580061729,0.506559751109,741010684.745,0.759208533106,0.410732090583,741010682.579,0.511536785421,0.233647372852,0.278708382995,741010678.17,244.273946413,55.2690660543,17.9663375861,8.88757868388,0.412409573539,398.747406006,741010675.995,741010685.995,0.309100339092,3.07321540308e-15,0.240322461224,0.0,0.298118034267,351.470577688,2.19515385934,7.1615149959e-16,2.89057446406e-15
30.4709135482,1.15941640589,1.0,8.79586402092e-16,3.29813672703,12.0,17.5243283607,0.621116965256,17.507678861,3.34910262492,49.0228729248,4.68874367489e-15,8.69563751359e-16,0.180769891726,0.628276001494,741010694.51,0.706467697597,0.394973687236,741010690.2,0.632823379131,0.186671199959,0.216999583096,741010686.145,244.272979268,55.2688056967,17.4822096768,8.88728987555,0.383760230793,396.618774414,741010685.995,741010695.995,0.231300953687,4.80003235687e-15,0.190574951565,0.0,0.225568967698,350.993413637,3.42859454062,8.85952730783e-16,4.61739141785e-15
