tilename,tilenum,img,subvis,avaspra,avaspdec,fexptime,nexptime,minPhotoObsDate,maxPhotoObsdate,minmjd,maxmjd
AIS_118,50118,1,42,159.069342275291,71.700927032481,119,119,2003-12-08 16:52:20.000,2003-12-08 16:54:19.000,52981.7030092593,52981.7043865741
AIS_118,50118,1,79,159.54268478251,68.3135080212341,190,190,2003-12-08 17:09:33.000,2007-02-19 20:01:32.000,52981.7149652778,54150.8343981481
AIS_118,50118,1,32,159.902390865634,72.5082907440613,112,112,2003-12-08 16:47:26.000,2003-12-08 16:49:18.000,52981.6996064815,52981.7009027778
AIS_118,50118,1,70,160.078807825215,69.245520100229,179.1,179.1,2003-12-08 17:04:48.000,2007-02-19 20:06:18.000,52981.7116666667,54150.8377083333
AIS_118,50118,1,61,160.719748533942,70.09393065043,121,121,2003-12-08 16:59:40.000,2003-12-08 17:01:41.000,52981.7081018519,52981.7095023148
GI1_023015_HIP52546,21164,1,-999,161.171288511649,68.7775995183758,1703,1703,2006-01-06 15:53:17.000,2006-01-06 16:21:40.000,53741.6620023148,53741.681712963
AIS_118,50118,1,51,161.453908349661,71.0164623963342,111,111,2003-12-08 16:54:55.000,2003-12-08 16:56:46.000,52981.7048032407,52981.706087963
AIS_118,50118,1,41,162.260780979985,71.9221142757562,112,112,2003-12-08 16:49:55.000,2003-12-08 16:51:47.000,52981.7013310185,52981.7026273148
AIS_118,50118,1,78,162.265319726925,68.5936127053252,180,180,2003-12-08 17:07:06.000,2007-02-19 19:59:10.000,52981.7132638889,54150.8327546296
AIS_118,50118,1,69,163.024851696216,69.5974780945802,110,110,2007-02-19 20:06:50.000,2007-02-19 20:08:40.000,54150.8380787037,54150.8393518519
AIS_118,50118,1,85,164.454770766716,67.9771399251452,186,186,2003-12-07 18:08:57.000,2007-02-19 19:56:49.000,52980.7562152778,54150.8311226852
AIS_118,50118,1,68,166.066412492022,69.8426972591781,103.95,103.95,2007-02-19 20:09:16.000,2007-02-19 20:10:59.000,54150.8397685185,54150.8409606481
AIS_118,50118,1,91,166.315522035865,67.3521752234077,107,107,2007-02-19 19:52:40.000,2007-02-19 19:54:27.000,54150.8282407407,54150.8294791667
AIS_118,50118,1,59,167.03942712737,70.7441405642632,106,106,2007-02-19 20:11:36.000,2007-02-19 20:13:22.000,54150.8413888889,54150.8426157407
AIS_118,50118,1,84,167.163681108382,68.2564100939044,96,96,2007-02-19 19:50:26.000,2007-02-19 19:52:02.000,54150.8266898148,54150.8278009259
AIS_118,50118,1,49,168.126834815107,71.6421842102975,89.05,89.05,2007-02-19 20:14:03.000,2007-02-19 20:15:32.000,54150.8430902778,54150.8441203704
AIS_118,50118,1,39,169.349831800374,72.5399792551481,128,128,2007-02-19 20:16:25.000,2007-02-19 20:18:33.000,54150.8447337963,54150.8462152778
MISDR1_13062_0283,3061,1,-999,176.93167209936,0.505319033969221,2169.05,3283.05,2004-04-09 20:51:48.000,2009-02-27 07:45:12.000,53104.8693055556,54889.3230555556
ELAISN1_07,6366,1,-999,244.69825862457,55.0984964242172,4353.7,17996.55,2004-07-14 04:52:48.000,2006-07-21 06:12:03.000,53200.2033333333,53937.2583680556
AIS_4,50004,1,29,266.64533013335,60.4523499643555,179.05,179.05,2006-09-06 10:15:05.000,2007-07-12 12:48:22.000,53984.4271412037,54293.533587963
AIS_4,50004,1,38,267.2305798603,59.56089637514,186,186,2006-09-06 10:17:28.000,2007-07-12 12:50:12.000,53984.4287962963,54293.5348611111
AIS_4,50004,1,48,267.789988998959,58.6305459863634,182,182,2006-09-06 10:29:25.000,2007-07-12 12:59:18.000,53984.4370949074,54293.5411805556
AIS_4,50004,1,20,268.114531830137,61.1668516900784,177.05,177.05,2006-09-06 10:12:41.000,2007-07-12 12:46:25.000,53984.425474537,54293.5322337963
AIS_4,50004,1,57,268.312720761277,57.717778667984,169,169,2006-09-06 10:31:47.000,2007-07-12 13:01:08.000,53984.4387384259,54293.5424537037
AIS_4,50004,1,28,268.638982898275,60.2588323951645,186,186,2006-09-06 10:19:52.000,2007-07-12 12:52:02.000,53984.430462963,54293.5361342593
GI1_023020_HIP87820,21168,1,-999,269.087563853555,58.2224223486513,1612.45,4119.6,2005-06-20 10:09:16.000,2006-09-05 18:11:30.000,53541.4231018519,53983.7579861111
AIS_4,50004,1,37,269.205513771591,59.336339760167,183,183,2006-09-06 10:27:01.000,2007-07-12 12:57:28.000,53984.4354282407,54293.5399074074
AIS_4,50004,1,12,269.674979551495,61.8622869242055,160,167,2006-09-06 10:10:23.000,2007-07-12 12:44:37.000,53984.4238773148,54293.5309837963
AIS_4,50004,1,47,269.68900774131,58.4132362604643,160.15,160.15,2006-09-06 10:34:19.000,2007-07-12 13:02:57.000,53984.4404976852,54293.5437152778
AIS_4,50004,1,19,270.223303421773,60.9424153190892,185,185,2006-09-06 10:22:13.000,2007-07-12 12:53:49.000,53984.4320949074,54293.5373726852
AIS_4,50004,1,27,270.687493239367,60.0164828508784,178,178,2006-09-06 10:24:40.000,2007-07-12 12:55:38.000,53984.4337962963,54293.5386342593
AIS_4,50004,1,36,271.160153631631,59.084882255934,180,180,2006-09-06 10:36:33.000,2007-07-12 13:05:14.000,53984.4420486111,54293.5453009259
AIS_12,50012,1,13,272.726810644624,43.8091637027383,125,125,2007-05-28 01:44:15.000,2007-05-28 03:23:57.000,54248.0723958333,54248.1416319444
AIS_12,50012,1,5,273.704082323546,44.548191974481,121,121,2007-05-28 01:42:36.000,2007-05-28 03:22:18.000,54248.07125,54248.1404861111
AIS_12,50012,1,49,273.854900613272,39.9500600406286,128,128,2007-06-12 13:22:28.000,2007-06-12 13:24:36.000,54263.5572685185,54263.55875
AIS_12,50012,1,12,274.023685856353,43.6605317748447,119,119,2007-05-28 01:45:58.000,2007-05-28 03:25:33.000,54248.073587963,54248.1427430556
AIS_8,50008,1,95,274.764732561285,45.3384914738966,96,96,2006-09-07 02:36:33.000,2006-09-07 02:38:09.000,53985.1087152778,53985.1098263889
AIS_12,50012,1,39,274.879300964191,40.6823320179911,109,109,2007-06-12 13:20:00.000,2007-06-12 13:21:49.000,54263.5555555556,54263.5568171296
AIS_12,50012,1,4,275.018204655435,44.3469223421905,112,112,2007-05-28 01:41:00.000,2007-05-28 03:20:39.000,54248.0701388889,54248.1393402778
AIS_8,50008,1,61,275.110359089514,48.8714828315837,0,203,2011-06-21 20:20:10.000,2011-07-26 14:52:40.000,55733.847337963,55768.6199074074
AIS_12,50012,1,11,275.308725410709,43.4416740825559,128,128,2007-05-28 01:47:26.000,2007-05-28 03:27:11.000,54248.0746064815,54248.1438773148
AIS_8,50008,1,71,275.387489684063,47.9539891398542,0,170,2011-06-21 20:22:32.000,2011-07-26 14:54:30.000,55733.8489814815,55768.6211805556
AIS_12,50012,1,19,275.554658736743,42.4226304167973,108,108,2007-06-12 13:15:16.000,2007-06-12 13:17:04.000,54263.5522685185,54263.5535185185
AIS_8,50008,1,80,275.652324821405,46.9734444066707,174,174,2006-09-04 05:46:57.000,2007-07-18 02:05:05.000,53982.2409375,54299.0868634259
AIS_12,50012,1,28,275.837729751999,41.4830419630109,107,107,2007-06-12 13:17:39.000,2007-06-12 13:19:26.000,54263.5539236111,54263.555162037
AIS_8,50008,1,87,275.920811046805,46.0636060137926,173.05,173.05,2006-09-04 05:49:23.000,2007-07-18 02:06:41.000,53982.2426273148,54299.087974537
AIS_12,50012,1,38,276.061278788253,40.4690176924437,107,107,2007-06-12 13:05:48.000,2007-06-12 13:07:35.000,54263.5456944445,54263.5469328704
AIS_8,50008,1,94,276.112572919938,45.1012364447775,104.05,104.05,2006-09-07 02:38:51.000,2006-09-07 02:40:35.000,53985.1103125,53985.1115162037
AIS_8,50008,1,50,276.2727762848,49.5584469210724,0,207,2011-06-21 20:17:43.000,2011-07-26 14:50:29.000,55733.8456365741,55768.6183912037
AIS_8,50008,1,97,276.357534504289,44.1274588074425,125,125,2007-05-28 01:39:22.000,2007-05-28 03:19:05.000,54248.0690046296,54248.1382523148
AIS_8,50008,1,60,276.49835265983,48.6738882904304,0,256,2011-06-21 20:24:57.000,2011-07-26 14:57:26.000,55733.8506597222,55768.6232175926
AIS_13,50013,1,38,276.603959083752,43.2152022165553,127,127,2007-05-28 01:49:02.000,2007-05-28 03:28:47.000,54248.0757175926,54248.1449884259
AIS_8,50008,1,70,276.810451357737,47.6882321768952,174,174,2006-09-04 05:44:31.000,2007-07-18 02:03:27.000,53982.2392476852,54299.0857291667
AIS_13,50013,1,47,276.818132342452,42.2149487398995,90,90,2007-06-12 13:12:55.000,2007-06-12 13:14:25.000,54263.5506365741,54263.5516782407
AIS_8,50008,1,79,276.980228882967,46.7944524417672,157,157,2006-09-04 05:51:49.000,2007-07-18 02:08:06.000,53982.2443171296,54299.0889583333
AIS_13,50013,1,56,277.031040851808,41.2763054531607,110,110,2007-06-12 13:08:09.000,2007-06-12 13:09:59.000,54263.5473263889,54263.548599537
AIS_8,50008,1,86,277.256407702592,45.8071089776112,106,106,2006-09-07 02:41:14.000,2006-09-07 02:43:00.000,53985.1119675926,53985.1131944444
AIS_13,50013,1,65,277.267809197456,40.2778378722596,96,96,2007-06-12 13:03:32.000,2007-06-12 13:05:08.000,54263.5441203704,54263.5452314815
AIS_8,50008,1,93,277.455500597125,44.8295174804488,95,95,2006-09-07 02:43:47.000,2006-09-07 02:45:22.000,53985.1137384259,53985.114837963
AIS_13,50013,1,29,277.672452390325,43.9110054794571,123,123,2007-05-28 01:37:47.000,2007-05-28 03:17:28.000,54248.0679050926,54248.1371296296
AIS_8,50008,1,49,277.755454727014,49.3138805609525,0,207,2011-06-21 20:15:19.000,2011-07-26 14:48:19.000,55733.8439699074,55768.6168865741
AIS_13,50013,1,37,277.892054363354,42.9722408227794,107,107,2007-05-28 01:50:43.000,2007-05-28 03:30:18.000,54248.0768865741,54248.1460416667
AIS_8,50008,1,59,278.018560558274,48.3763858817725,158,158,2006-09-04 05:42:06.000,2007-07-18 02:01:32.000,53982.2375694444,54299.0843981481
AIS_13,50013,1,46,278.072610941398,42.0195380023092,107,107,2007-06-12 13:10:32.000,2007-06-12 13:12:19.000,54263.5489814815,54263.5502199074
AIS_8,50008,1,69,278.181533104815,47.4540176776103,144,144,2006-09-04 05:54:28.000,2007-07-18 02:09:54.000,53982.2461574074,54299.0902083333
AIS_13,50013,1,55,278.298359140149,41.0293552610579,108,108,2007-06-12 13:01:02.000,2007-06-12 13:02:50.000,54263.5423842593,54263.5436342593
AIS_8,50008,1,92,278.782317688196,44.6268818777812,106,106,2006-09-07 02:45:59.000,2006-09-07 02:47:45.000,53985.1152662037,53985.1164930556
AIS_13,50013,1,28,278.991644791996,43.6844922329638,125,125,2007-05-28 01:36:10.000,2007-05-28 03:15:52.000,54248.0667824074,54248.1360185185
AIS_13,50013,1,36,279.172797369433,42.7445283885389,176.05,176.05,2007-05-28 01:52:16.000,2007-05-28 03:32:26.000,54248.077962963,54248.1475231481
AIS_8,50008,1,48,279.262243369731,49.0593204425763,175,354.05,2006-09-04 05:39:39.000,2011-07-26 14:46:05.000,53982.2358680556,55768.6153356482
AIS_13,50013,1,45,279.34667483867,41.7755691498897,108,108,2007-06-12 12:58:39.000,2007-06-12 13:00:27.000,54263.5407291667,54263.5419791667
AIS_8,50008,1,58,279.425831607246,48.1592065025484,175,175,2006-09-04 05:56:40.000,2007-07-18 02:11:37.000,53982.2476851852,54299.091400463
MISKEP_10653_0009,40404,7,-999,279.624985358423,47.2146301207246,0,1529,2011-06-20 16:05:41.000,2011-06-20 16:31:10.000,55732.6706134259,55732.6883101852
AIS_8,50008,1,68,279.634830371759,47.2013720543864,176,176,2006-09-04 07:15:48.000,2007-07-17 12:49:19.000,53982.3026388889,54298.5342476852
AIS_8,50008,1,77,279.793465606411,46.2808174514708,176,176,2006-09-04 07:18:16.000,2007-07-17 12:50:57.000,53982.3043518519,54298.5353819445
AIS_8,50008,1,84,279.99012360781,45.3149333590372,107,107,2006-09-07 02:48:19.000,2006-09-07 02:50:06.000,53985.1168865741,53985.118125
KEPLER_10851_0014_css33380,52401,1,-999,280.055977034255,43.4868374700881,0,242.1,2009-07-31 10:24:13.000,2009-07-31 10:28:15.000,55043.4334837963,55043.4362847222
AIS_13,50013,1,21,280.132766724796,44.4165582891721,105,106,2007-05-28 01:34:46.000,2007-05-28 03:14:15.000,54248.0658101852,54248.1348958333
KEPLER_10800_0014,7400,7,-999,280.13430397426,44.3842491342962,0,1559.05,2011-06-21 11:48:15.000,2011-06-21 12:14:14.000,55733.4918402778,55733.5098842593
KEPLER_10851_0014_css33419,52404,1,-999,280.1461770061,43.3135284997409,0,204.05,2009-08-03 02:52:49.000,2009-08-03 02:56:13.000,55046.1200115741,55046.1223726852
KEPLER_10851_0014_css33388,52403,1,-999,280.24388812647,43.3199391011867,0,358.15,2009-07-31 23:52:49.000,2009-07-31 23:58:47.000,55043.9950115741,55043.9991550926
AIS_13,50013,1,27,280.285155949631,43.4881287893517,75,75,2006-09-07 03:02:32.000,2006-09-07 03:03:47.000,53985.1267592593,53985.1276273148
KEPLER_10851_0014_css33386,52402,1,-999,280.345101039312,43.3652540998309,0,567.3,2009-07-31 20:29:58.000,2009-07-31 20:39:25.000,55043.8541435185,55043.8607060185
AIS_13,50013,1,35,280.437653241485,42.5032226905519,96,96,2007-06-12 12:56:23.000,2007-06-12 12:57:59.000,54263.5391550926,54263.5402662037
