#partition,minZoneID,maxZoneID,minZone,maxZone,partitionHeightInZones,DB
768,14893,14905,14893,14905,12,9
769,14906,14917,14906,14917,11,9
770,14918,14928,14918,14928,10,9
771,14929,14939,14929,14939,10,9
772,14940,14949,14940,14949,9,9
773,14950,14959,14950,14959,9,9
774,14960,14969,14960,14969,9,9
775,14970,14978,14970,14978,8,9
776,14979,14988,14979,14988,9,9
777,14989,14997,14989,14997,8,9
778,14998,15006,14998,15006,8,9
779,15007,15016,15007,15016,9,9
780,15017,15026,15017,15026,9,9
781,15027,15038,15027,15038,11,9
782,15039,15049,15039,15049,10,9
783,15050,15061,15050,15061,11,9
784,15062,15074,15062,15074,12,9
785,15075,15088,15075,15088,13,9
786,15089,15104,15089,15104,15,9
787,15105,15120,15105,15120,15,9
788,15121,15137,15121,15137,16,9
789,15138,15155,15138,15155,17,9
790,15156,15173,15156,15173,17,9
791,15174,15192,15174,15192,18,9
792,15193,15211,15193,15211,18,9
793,15212,15232,15212,15232,20,9
794,15233,15255,15233,15255,22,9
795,15256,15278,15256,15278,22,9
796,15279,15300,15279,15300,21,9
797,15301,15321,15301,15321,20,9
798,15322,15343,15322,15343,21,9
799,15344,15363,15344,15363,19,9
800,15364,15385,15364,15385,21,9
801,15386,15406,15386,15406,20,9
802,15407,15428,15407,15428,21,9
803,15429,15449,15429,15449,20,9
804,15450,15469,15450,15469,19,9
805,15470,15489,15470,15489,19,9
806,15490,15508,15490,15508,18,9
807,15509,15526,15509,15526,17,9
808,15527,15544,15527,15544,17,9
809,15545,15562,15545,15562,17,9
810,15563,15578,15563,15578,15,9
811,15579,15593,15579,15593,14,9
812,15594,15608,15594,15608,14,9
813,15609,15623,15609,15623,14,9
814,15624,15637,15624,15637,13,9
815,15638,15652,15638,15652,14,9
816,15653,15665,15653,15665,12,9
817,15666,15678,15666,15678,12,9
818,15679,15690,15679,15690,11,9
819,15691,15702,15691,15702,11,9
820,15703,15714,15703,15714,11,9
821,15715,15725,15715,15725,10,9
822,15726,15735,15726,15735,9,9
823,15736,15746,15736,15746,10,9
824,15747,15757,15747,15757,10,9
825,15758,15768,15758,15768,10,9
826,15769,15779,15769,15779,10,9
827,15780,15789,15780,15789,9,9
828,15790,15801,15790,15801,11,9
829,15802,15813,15802,15813,11,9
830,15814,15826,15814,15826,12,9
831,15827,15839,15827,15839,12,9
832,15840,15852,15840,15852,12,9
833,15853,15865,15853,15865,12,9
834,15866,15878,15866,15878,12,9
835,15879,15892,15879,15892,13,9
836,15893,15906,15893,15906,13,9
837,15907,15922,15907,15922,15,9
838,15923,15940,15923,15940,17,9
839,15941,15959,15941,15959,18,9
840,15960,15978,15960,15978,18,9
841,15979,15999,15979,15999,20,9
842,16000,16020,16000,16020,20,9
843,16021,16040,16021,16040,19,9
844,16041,16060,16041,16060,19,9
845,16061,16079,16061,16079,18,9
846,16080,16098,16080,16098,18,9
847,16099,16117,16099,16117,18,9
848,16118,16137,16118,16137,19,9
849,16138,16158,16138,16158,20,9
850,16159,16180,16159,16180,21,9
851,16181,16203,16181,16203,22,9
852,16204,16226,16204,16226,22,9
853,16227,16248,16227,16248,21,9
854,16249,16270,16249,16270,21,9
855,16271,16292,16271,16292,21,9
856,16293,16315,16293,16315,22,10
857,16316,16337,16316,16337,21,10
858,16338,16361,16338,16361,23,10
859,16362,16384,16362,16384,22,10
860,16385,16406,16385,16406,21,10
861,16407,16427,16407,16427,20,10
862,16428,16447,16428,16447,19,10
863,16448,16468,16448,16468,20,10
864,16469,16488,16469,16488,19,10
865,16489,16509,16489,16509,20,10
866,16510,16529,16510,16529,19,10
867,16530,16550,16530,16550,20,10
868,16551,16572,16551,16572,21,10
869,16573,16595,16573,16595,22,10
870,16596,16618,16596,16618,22,10
871,16619,16640,16619,16640,21,10
872,16641,16662,16641,16662,21,10
873,16663,16686,16663,16686,23,10
874,16687,16709,16687,16709,22,10
875,16710,16732,16710,16732,22,10
876,16733,16755,16733,16755,22,10
877,16756,16780,16756,16780,24,10
878,16781,16805,16781,16805,24,10
879,16806,16829,16806,16829,23,10
880,16830,16854,16830,16854,24,10
881,16855,16879,16855,16879,24,10
882,16880,16904,16880,16904,24,10
883,16905,16930,16905,16930,25,10
884,16931,16956,16931,16956,25,10
885,16957,16984,16957,16984,27,10
886,16985,17013,16985,17013,28,10
887,17014,17042,17014,17042,28,10
888,17043,17068,17043,17068,25,10
889,17069,17085,17069,17085,16,10
890,17086,17099,17086,17099,13,10
891,17100,17112,17100,17112,12,10
892,17113,17125,17113,17125,12,10
893,17126,17138,17126,17138,12,10
894,17139,17150,17139,17150,11,10
895,17151,17163,17151,17163,12,10
896,17164,17176,17164,17176,12,10
897,17177,17190,17177,17190,13,10
898,17191,17206,17191,17206,15,10
899,17207,17226,17207,17226,19,10
900,17227,17246,17227,17246,19,10
901,17247,17264,17247,17264,17,10
902,17265,17280,17265,17280,15,10
903,17281,17297,17281,17297,16,10
904,17298,17314,17298,17314,16,10
905,17315,17332,17315,17332,17,10
906,17333,17350,17333,17350,17,10
907,17351,17368,17351,17368,17,10
908,17369,17385,17369,17385,16,10
909,17386,17403,17386,17403,17,10
910,17404,17421,17404,17421,17,10
911,17422,17438,17422,17438,16,10
912,17439,17455,17439,17455,16,10
913,17456,17472,17456,17472,16,10
914,17473,17490,17473,17490,17,10
915,17491,17508,17491,17508,17,10
916,17509,17527,17509,17527,18,10
917,17528,17546,17528,17546,18,10
918,17547,17564,17547,17564,17,10
919,17565,17580,17565,17580,15,10
920,17581,17596,17581,17596,15,10
921,17597,17612,17597,17612,15,10
922,17613,17628,17613,17628,15,10
923,17629,17644,17629,17644,15,10
924,17645,17661,17645,17661,16,10
925,17662,17679,17662,17679,17,10
926,17680,17696,17680,17696,16,10
927,17697,17715,17697,17715,18,10
928,17716,17733,17716,17733,17,10
929,17734,17750,17734,17750,16,10
930,17751,17766,17751,17766,15,10
931,17767,17781,17767,17781,14,10
932,17782,17796,17782,17796,14,10
933,17797,17811,17797,17811,14,10
934,17812,17826,17812,17826,14,10
935,17827,17840,17827,17840,13,10
936,17841,17854,17841,17854,13,10
937,17855,17868,17855,17868,13,10
938,17869,17881,17869,17881,12,10
939,17882,17895,17882,17895,13,10
940,17896,17909,17896,17909,13,10
941,17910,17924,17910,17924,14,10
942,17925,17939,17925,17939,14,10
943,17940,17955,17940,17955,15,10
944,17956,17971,17956,17971,15,10
945,17972,17990,17972,17990,18,10
946,17991,18010,17991,18010,19,10
947,18011,18031,18011,18031,20,10
948,18032,18055,18032,18055,23,10
949,18056,18081,18056,18081,25,10
950,18082,18109,18082,18109,27,10
951,18110,18141,18110,18141,31,10
952,18142,18176,18142,18176,34,10
953,18177,18208,18177,18208,31,10
954,18209,18231,18209,18231,22,10
955,18232,18252,18232,18252,20,10
956,18253,18273,18253,18273,20,10
957,18274,18294,18274,18294,20,10
958,18295,18318,18295,18318,23,10
959,18319,18354,18319,18354,35,10
960,18355,18396,18355,18396,41,10
961,18397,18435,18397,18435,38,10
962,18436,18471,18436,18471,35,10
963,18472,18506,18472,18506,34,10
964,18507,18546,18507,18546,39,10
965,18547,18589,18547,18589,42,10
966,18590,18639,18590,18639,49,10
967,18640,18687,18640,18687,47,10
968,18688,18725,18688,18725,37,10
969,18726,18757,18726,18757,31,10
970,18758,18786,18758,18786,28,10
971,18787,18816,18787,18816,29,10
972,18817,18853,18817,18853,36,10
973,18854,18901,18854,18901,47,10
974,18902,18951,18902,18951,49,10
975,18952,18996,18952,18996,44,10
976,18997,19047,18997,19047,50,10
977,19048,19102,19048,19102,54,10
978,19103,19159,19103,19159,56,10
979,19160,19214,19160,19214,54,10
980,19215,19270,19215,19270,55,10
981,19271,19326,19271,19326,55,10
982,19327,19387,19327,19387,60,10
983,19388,19459,19388,19459,71,10
984,19460,19535,19460,19535,75,10
985,19536,19602,19536,19602,66,10
986,19603,19671,19603,19671,68,10
987,19672,19743,19672,19743,71,10
988,19744,19818,19744,19818,74,10
989,19819,19896,19819,19896,77,10
990,19897,19978,19897,19978,81,10
991,19979,20063,19979,20063,84,10
992,20064,20150,20064,20150,86,10
993,20151,20231,20151,20231,80,10
994,20232,20307,20232,20307,75,10
995,20308,20406,20308,20406,98,10
996,20407,20517,20407,20517,110,10
997,20518,20648,20518,20648,130,10
998,20649,20802,20649,20802,153,10
999,20803,21547,20803,32767,11964,10
