747402513.995,747403894.995,0.005,877.00745832440214,33.216162781390572,0.28474637984313922,4.6502627893946806e-14,3.9864493178039492e-16,15.016626349573276,15.007358516859441,0.01,0.02,154.36982290245933,0.46712138590916985,13762.0,0.069448818897637821,0.04
747426624.995,747427821.995,0.005,936.52225121732886,27.436079317890744,0.24195889068622381,3.8410511045047044e-14,3.3874244696071335e-16,15.224194875658632,15.214661738697814,0.01,0.02,154.36982290245933,0.50040400840302068,13012.0,0.069448818897637821,0.04
747485390.995,747486761.995,0.005,1086.2127023819939,17.948561404813571,0.15760262165569927,2.5127985966739001e-14,2.2064367031797899e-16,15.684925887071902,15.675433874021312,0.01,0.02,152.22579758436962,0.66525461023589316,13122.0,0.069448818897637821,0.04
775792463.995,775793690.995,0.005,911.58399463360058,28.368419716137844,0.2384568539462123,3.9715787602592981e-14,3.3383959552469721e-16,15.187912140566457,15.178823894671414,0.01,0.02,132.92956972156219,0.54729166331628121,14286.0,0.069448818897637821,0.04
775798379.995,775799608.995,0.005,929.8660708999189,26.101319256587846,0.22356416756545122,3.6541846959222988e-14,3.1298983459163172e-16,15.278343853169941,15.269083858367495,0.01,0.02,152.22579758436962,0.56161366132572288,13783.0,0.069448818897637821,0.04
775804299.995,775805526.995,0.005,876.1705212248221,25.994905095285482,0.19891835077789721,3.6392867133399678e-14,2.7848569108905611e-16,15.282779409479549,15.274502760205372,0.01,0.02,214.40253180897128,0.74980770558660204,17292.0,0.069448818897637821,0.04
775827980.995,775829199.995,0.005,941.9107134888086,26.741495484368013,0.22316317321493262,3.7438093678115221e-14,3.1242844250090568e-16,15.25203577256095,15.243012682558447,0.01,0.02,132.92956972156219,0.57007355886621147,14492.0,0.069448818897637821,0.04
839005068.995,839006742.995,0.005,1066.9035303915339,21.424841342683923,0.16815807055003329,2.9994777879757496e-14,2.3542129877004663e-16,15.49270596368134,15.484217567608111,0.01,0.02,192.96227862807419,0.71016134777994033,16426.0,0.069448818897637821,0.04
839022805.995,839024489.995,0.005,1185.1762575877167,22.850667006240748,0.16374727826293231,3.1990933808737051e-14,2.2924618956810523e-16,15.422752796107659,15.415000183496263,0.01,0.02,197.25032926425359,0.71906435160478699,19671.0,0.069448818897637821,0.04
839082116.995,839083179.995,0.005,555.70621845235871,24.683333336709239,0.25407687468913864,3.4556666671392935e-14,3.5570762456479412e-16,15.338990479507594,15.327871626672508,0.01,0.02,105.05724058639593,0.68806311017587107,9543.0,0.069448818897637821,0.04
839087878.995,839089561.995,0.005,774.28694889839596,16.405380358303404,0.15723242604639384,2.2967532501624768e-14,2.2012539646495139e-16,15.78253424013824,15.772177878370776,0.01,0.02,126.49749376729307,0.85703810953003512,11013.0,0.069448818897637821,0.04
839105611.995,839107308.995,0.005,1139.0040269598458,22.089342438436894,0.15179767479967921,3.0925079413811651e-14,2.125167447195509e-16,15.459543030331471,15.452107384879149,0.01,0.02,244.41888626222726,0.84164178728899564,21420.0,0.069448818897637821,0.04
839111526.995,839113223.995,0.005,1196.8809077110868,22.402952901767016,0.14908763581148496,3.1364134062473826e-14,2.0872269013607895e-16,15.444236835367526,15.437035391214803,0.01,0.02,205.82643053661243,0.84211435543449298,22786.0,0.069448818897637821,0.04
839152935.995,839154633.995,0.005,1129.9236401524477,25.229939208046815,0.15988039294444403,3.5321914891265543e-14,2.2383255012222164e-16,15.315209489802143,15.308350962129634,0.01,0.02,231.55473435368899,0.8735277279528546,25134.0,0.069448818897637821,0.04
839359966.995,839361674.995,0.005,1143.0635873723654,21.749942757138598,0.16333884409463426,3.044991985999404e-14,2.2867438173248796e-16,15.476354704278137,15.468231450599745,0.01,0.02,220.8346077632404,0.71319579209255723,17952.0,0.069448818897637821,0.04
841483879.995,841485533.995,0.005,1066.2175037992738,21.233937654166311,0.15770788756070478,2.9727512715832836e-14,2.2079104258498669e-16,15.502423655316946,15.494389515639432,0.01,0.02,190.81825330998447,0.80071488287918791,18319.0,0.069448818897637821,0.04
841489791.995,841491450.995,0.005,1112.1462197683627,23.542783535263801,0.17482369796540626,3.2959896949369322e-14,2.4475317715156877e-16,15.390355476231672,15.382322817972401,0.01,0.02,195.10630394616388,0.69262045711565423,18330.0,0.069448818897637821,0.04
841495708.995,841497365.995,0.005,1144.8339612420039,22.054354822988195,0.15731721179291708,3.0876096752183473e-14,2.2024409651008392e-16,15.46126410632292,15.453546869258398,0.01,0.02,173.66605076526676,0.77839380719286355,19827.0,0.069448818897637821,0.04
841501626.995,841503281.995,0.005,1157.688855858956,22.588798188680929,0.15769940178212918,3.16243174641533e-14,2.2077916249498086e-16,15.435267186522525,15.427713661718684,0.01,0.02,244.41888626222726,0.78458713188265461,20762.0,0.069448818897637821,0.04
841507537.995,841509196.995,0.005,1222.8569651390678,27.122547622994723,0.17146219931910303,3.7971566672192615e-14,2.4004707904674424e-16,15.236673798936849,15.229831641241308,0.01,0.02,295.87549389638036,0.75442841733610322,25318.0,0.069448818897637821,0.04
841667295.995,841668921.995,0.005,1052.5661269862942,22.887865721893167,0.15265548839257381,3.2043012010650438e-14,2.1371768374960335e-16,15.420986757765363,15.413769251903455,0.01,0.02,216.54655712706099,0.93310617001144069,22696.0,0.069448818897637821,0.04
841673212.995,841674836.995,0.005,953.49288117487743,23.786548802690856,0.1805439002697036,3.3301168323767201e-14,2.5276146037758504e-16,15.379171413262796,15.370961610748033,0.01,0.02,180.09812671953588,0.76532929829280971,17538.0,0.069448818897637821,0.04
