ix,skypos,band,t0,t1,stim1_x0,stim1_x1,stim1_y0,stim1_y1,stim2_x0,stim2_x1,stim2_y0,stim2_y1,stim3_x0,stim3_x1,stim3_y0,stim3_y1,stim4_x0,stim4_x1,stim4_y0,stim4_y1
3745,301.230737947_79.1418916876,FUV,877189590995,877189698995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3746,198.740117241_72.7170030565,FUV,856092651995,856092760995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3747,312.345795461_84.0444039974,FUV,820196865995,820196982995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3748,192.960926936_78.1889438638,FUV,851335235995,851335358995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3749,192.960926936_78.1889438638,FUV,859641897995,859642006995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3750,151.456751649_74.3308934118,FUV,847165309995,847165445995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3751,90.2783364023_83.6043386344,FUV,908373572995,908373776995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3752,90.2783364023_83.6043386344,FUV,908379498995,908379691995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3753,291.137525347_77.0669690511,FUV,877177340995,877177443995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3754,291.137525347_77.0669690511,FUV,903753685995,903753860995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3755,291.137525347_77.0669690511,FUV,907989530995,907989733995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3756,136.715195892_87.882862384,FUV,851004394995,851004537995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3757,84.7879043796_73.7451812926,FUV,846767790995,846767898995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3758,84.7879043796_73.7451812926,FUV,855447358995,855447462995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3759,106.536618679_58.9403260656,FUV,758471000995,758471117995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3760,265.678378705_68.6263404826,FUV,842100365995,842100466995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3761,260.670544151_79.1821693731,FUV,846661027995,846661462995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3762,166.247787672_69.9238019816,FUV,855950955995,855951060995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3763,131.498806035_56.9140448255,FUV,851358730995,851358839995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3764,210.488980682_59.4212537043,FUV,794066207995,794066571995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3765,210.488980682_59.4212537043,FUV,926321565995,926322370995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3766,198.208641243_73.2207083777,FUV,856091937995,856092047995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3767,221.571745601_76.508478452,FUV,851377907995,851378043995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3768,142.433378016_70.6213020661,FUV,754748918995,754749038995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3769,142.433378016_70.6213020661,FUV,816568495995,816570201995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3770,142.433378016_70.6213020661,FUV,816574411995,816576117995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3771,142.433378016_70.6213020661,FUV,816580327995,816581566995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3772,142.433378016_70.6213020661,FUV,816586243995,816587550995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3773,142.433378016_70.6213020661,FUV,816592159995,816593681995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3774,142.433378016_70.6213020661,FUV,816598074995,816599780995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3775,142.433378016_70.6213020661,FUV,820361349995,820363049995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3776,142.433378016_70.6213020661,FUV,820373183995,820374882995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3777,142.433378016_70.6213020661,FUV,820396847995,820398547995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3778,142.433378016_70.6213020661,FUV,820408680995,820409727995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3779,142.433378016_70.6213020661,FUV,851287602995,851289304995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3780,90.4331460058_65.708642475,FUV,854696599995,854696709995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3781,90.4331460058_65.708642475,FUV,855388332995,855388438995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3782,90.4331460058_65.708642475,FUV,908894397995,908894609995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3783,90.4331460058_65.708642475,FUV,908900325995,908900524995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3784,90.4331460058_65.708642475,FUV,912639194995,912639406995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3785,236.073876445_85.2199656691,FUV,846602838995,846602943995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3786,1.27971376719_77.4302839128,FUV,850637998995,850638109995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3787,1.27971376719_77.4302839128,FUV,855264650995,855264759995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3788,195.763496999_53.3016772396,FUV,794102827995,794102932995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3789,87.4609652775_81.0613009615,FUV,846744970995,846745079995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3790,87.4609652775_81.0613009615,FUV,851277051995,851277161995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3791,224.032510329_67.2442953012,FUV,794190514995,794190698995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3792,209.154266163_87.1071973001,FUV,754434253995,754434367995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3793,209.154266163_87.1071973001,FUV,815864757995,815864862995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3794,91.0728405793_59.2732343753,FUV,820077362995,820077472995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3795,233.808050864_85.0535978351,FUV,846602838995,846602943995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3796,257.697703029_80.6840208265,FUV,793995728995,793996266995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3797,188.706821245_67.7352304807,FUV,856140698995,856140826995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3798,292.785784317_58.0375366424,FUV,842230291995,842230391995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3799,223.085517139_72.2123562398,FUV,855743602995,855743707995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3800,162.396886363_53.878760261,FUV,766591375995,766591519995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3801,146.861996057_76.3918689808,FUV,754606051995,754606190995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3802,314.909143166_75.3175099583,FUV,903793847995,903794014995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3803,314.909143166_75.3175099583,FUV,907863830995,907864032995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3804,253.055423561_76.6719424722,FUV,855766425995,855766529995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3805,327.170891628_88.7135992636,FUV,886200447995,886200551995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3806,54.2483972094_71.2835240177,FUV,824267951995,824268065995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3807,54.2483972094_71.2835240177,FUV,842585899995,842586004995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3808,295.272887874_59.085828427,FUV,842224104995,842224204995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3809,295.272887874_59.085828427,FUV,842230021995,842230121995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3810,179.762796467_77.371396553,FUV,855878831995,855878932995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3811,13.5301865349_85.2585217371,FUV,816095942995,816096052995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3812,13.5301865349_85.2585217371,FUV,816101856995,816101969995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3813,134.099555906_54.4299858719,FUV,758370476995,758370662995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3814,134.099555906_54.4299858719,FUV,851400002995,851400105995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3815,222.854268501_74.4601993175,FUV,855802624995,855802729995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3816,70.901294009_61.2012016189,FUV,819941451995,819941684995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3817,70.901294009_61.2012016189,FUV,851317470995,851317571995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3818,353.188712607_72.8379400917,FUV,846673410995,846673516995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3819,353.188712607_72.8379400917,FUV,850548836995,850548947995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3820,56.1510838956_58.1304609749,FUV,819627743995,819627854995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3821,56.1510838956_58.1304609749,FUV,850796587995,850796687995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3822,194.284510258_66.0632770963,FUV,759097999995,759098117995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3823,222.484076765_66.2301600978,FUV,794190729995,794190911995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3824,167.871236115_88.9962944406,FUV,851004014995,851004154995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3825,228.341070999_77.9684598834,FUV,851376764995,851376872995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3826,168.318019104_66.1705448062,FUV,851862837995,851862941995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3827,163.215873548_66.8060291268,FUV,758713341995,758713463995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3828,163.215873548_66.8060291268,FUV,758778157995,758779851995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3829,237.084494961_59.9104384486,FUV,764093176995,764093276995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3830,65.2303375034_70.3002453743,FUV,757997442995,757997560995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3831,65.2303375034_70.3002453743,FUV,815995064995,815995176995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3832,217.031521514_74.2283410116,FUV,793953600995,793953704995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3833,217.031521514_74.2283410116,FUV,855601514995,855601668995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3834,167.8559307_61.7947998595,FUV,852117122995,852117257995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3835,261.345184506_73.0143958045,FUV,855755995995,855756104995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3836,246.351463859_88.8118670154,FUV,886193875995,886194043995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3837,246.351463859_88.8118670154,FUV,886200268995,886200391995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
3838,340.579810745_82.0869910467,FUV,820060051995,820060167995,-38279.290277,-35661.0053807,34401.4593746,37019.7442709,36972.6203787,39590.905275,34397.6778277,37015.962724,-38274.199733,-35655.9148368,-38410.3354215,-35792.0505252,36967.0935025,39585.3783987,-38410.7717538,-35792.4868575
