,ix,skypos,band,theCount,t0,t1,globalcount,stimcount,exptime,deadtime
957,2682,262.386315907_65.7729746975,FUV,7907,841721950.995,841722056.995,447993.0,7907.0,106.0,0.0241505660377
958,2692,1.12062881707_83.2001740694,FUV,8306,820042303.995,820042416.995,645991.0,8306.0,113.0,0.0326670543616
959,2702,104.452006718_60.6622061127,FUV,8635,757956913.995,757957028.995,386395.0,8635.0,114.0,0.0191997515528
960,2712,113.315647437_86.6444503362,FUV,8626,816184094.995,816184209.995,323632.0,8626.0,114.764999986,0.0160810931677
961,2722,155.873342508_54.7437980575,FUV,7630,758784082.995,758784183.995,174062.0,7630.0,97.7619999647,0.00984792079208
962,2732,186.429617342_82.3954372303,FUV,8016,846827379.995,846827486.995,357546.0,8016.0,106.0,0.0190945794393
963,2742,224.761212865_60.9760247733,FUV,7824,860548303.995,860548407.995,242361.0,7824.0,104.0,0.0133165384615
964,2752,172.030321596_87.804751441,FUV,15379,886195145.995,886195351.995,783947.0,15379.0,196.99000001,0.0217461026352
965,2762,105.917647768_56.2377384594,FUV,19600,758648838.995,758649099.995,805765.0,19600.0,260.0,0.0176412698413
966,2772,257.740451806_59.6491112467,FUV,95434,806906387.995,806907640.995,331837.0,95434.0,108.81499958,0.00151333713374
967,2782,182.548772382_87.8295558,FUV,15379,886195145.995,886195351.995,783947.0,15379.0,196.99000001,0.0217461026352
968,2792,229.070205308_67.0865353496,FUV,8140,855873759.995,855873867.995,227602.0,8140.0,108.0,0.0120424338624
969,2802,106.303965984_79.5214298688,FUV,8160,847318405.995,847318513.995,235721.0,8160.0,107.0,0.012472010582
970,2812,52.0551795017_87.9615142947,FUV,8545,820113003.995,820113117.995,361340.0,8545.0,99.1409999132,0.0181122807018
971,2822,227.392785672_83.3702530234,FUV,7474,851181119.995,851181219.995,330856.0,7474.0,47.1649999619,0.0189060571429
972,2832,66.223238957_73.9665484602,FUV,8598,824178476.995,824178592.995,590359.0,8598.0,116.0,0.0290817241379
973,2842,153.590096977_53.3889509299,FUV,126590,793421002.995,793422674.995,2406312.0,126590.0,1526.40500021,0.0082238961039
974,2852,232.230830494_64.9150238592,FUV,8212,763229711.995,763229820.995,261031.0,8212.0,109.0,0.0136844560944
975,2862,270.403574534_80.0505291273,FUV,7847,855714582.995,855714687.995,438621.0,7847.0,104.0,0.0238705306122
976,2872,136.28901357_77.2700488695,FUV,18934,847247274.995,847247525.995,563985.0,18934.0,217.995000005,0.0128397268071
977,2882,156.198015436_63.5518568581,FUV,8220,851904240.995,851904349.995,211368.0,8220.0,108.0,0.0110808912189
978,2892,127.783026414_76.6193916902,FUV,8321,847247702.995,847247812.995,209770.0,8321.0,109.0,0.0108971428571
979,2902,353.13252327_86.6266645938,FUV,8930,886200949.995,886201069.995,499440.0,8930.0,119.0,0.0237828571429
980,2912,261.681751204_71.8660212713,FUV,8113,855867843.995,855867951.995,307904.0,8113.0,108.0,0.0162912169312
981,2922,104.815418599_65.5591150883,FUV,12707,912964396.995,912964565.995,458962.0,12707.0,168.0,0.0155185798817
982,2932,69.0032660076_57.6970928841,FUV,8393,819699764.995,819699879.995,962561.0,8393.0,114.0,0.0478291180124
983,2942,25.5306241693_75.6360203913,FUV,9801,819741590.995,819741721.995,514949.0,9801.0,125.998999953,0.0224623336968
984,2952,300.415145046_76.1331574617,FUV,21495,907917760.995,907918047.995,1035095.0,21495.0,263.985000014,0.0206091587855
985,2962,160.788616497_63.0401697434,FUV,129089,820793225.995,820794930.995,2332024.0,129089.0,1697.20500004,0.00781574863846
986,2972,160.788616497_63.0401697434,FUV,103223,925593642.995,925595008.995,2712778.0,103223.0,1366.0,0.0113481614725
987,2982,85.2727332805_71.0487818961,FUV,7834,842957227.995,842957332.995,490400.0,7834.0,94.6849999428,0.0266884353741
988,2992,102.168660581_87.4858722194,FUV,8626,816184094.995,816184209.995,323632.0,8626.0,114.764999986,0.0160810931677
989,3002,320.337842921_73.9264236107,FUV,42026,907852354.995,907852922.995,3400800.0,42026.0,456.985000014,0.0342132796781
990,3012,48.5255224658_67.6362191845,FUV,7579,846739059.995,846739161.995,504361.0,7579.0,101.0,0.0282555182073
991,3022,314.304533441_74.5424243155,FUV,8033,846656364.995,846656473.995,484823.0,8033.0,105.995000005,0.0254166710354
992,3032,29.3846337774_87.5111384661,FUV,8582,816096525.995,816096639.995,300137.0,8582.0,78.9989999533,0.0150444611529
993,3042,86.1879758896_82.1473547877,FUV,17161,908374048.995,908374277.995,749265.0,17161.0,218.995000005,0.0186965689333
994,3052,156.454190427_68.0072209836,FUV,116407,859582442.995,859583990.995,3934953.0,116407.0,1543.995,0.0145254817276
995,3062,23.3681707221_85.6306218088,FUV,8626,816095789.995,816095904.995,389321.0,8626.0,114.0,0.0193451428571
996,3072,222.604512958_74.4545557049,FUV,7931,855802624.995,855802729.995,208514.0,7931.0,104.0,0.0113477006803
997,3082,73.2170998167_71.7788119949,FUV,8658,819918208.995,819918324.995,492774.0,8658.0,115.0,0.0242745812808
998,3092,41.4370947481_65.6972603223,FUV,19232,819557785.995,819558047.995,1820432.0,19232.0,218.997999907,0.0397040785169
999,3102,215.63470403_81.3196559566,FUV,8803,754351987.995,754352104.995,325753.0,8803.0,116.0,0.0159097924298
1000,3112,2.63482895803_79.0218836877,FUV,10090,850638428.995,850638565.995,890390.0,10090.0,137.0,0.0371382690302
1001,3122,158.524951259_56.0556758874,FUV,7977,856276042.995,856276147.995,117223.0,7977.0,104.0,0.0063794829932
1002,3132,359.094597382_81.0927219663,FUV,8802,820042893.995,820043011.995,548026.0,8802.0,118.0,0.0265387893462
1003,3142,182.562992477_85.4722678902,FUV,7758,846720886.995,846720989.995,295490.0,7758.0,97.9950000048,0.0163933425798
1004,3152,133.795647621_69.250666116,FUV,8337,754783100.995,754783211.995,258796.0,8337.0,107.72300005,0.0133228314028
1005,3162,54.3530639807_62.4000978302,FUV,8486,819782288.995,819782405.995,1093761.0,8486.0,116.0,0.0534193406593
1006,3172,220.869323881_64.4454175457,FUV,126881,825207273.995,825208956.995,3564477.0,126881.0,1683.0,0.012102459893
1007,3182,273.600630846_77.918201945,FUV,7993,846625655.995,846625762.995,392057.0,7993.0,90.9900000095,0.020937623498
1008,3192,84.627949207_53.8872260393,FUV,10835,816870723.995,816870869.995,730930.0,10835.0,145.0,0.0286078277886
1009,3202,311.287012115_77.2618236699,FUV,19360,903557118.995,903557378.995,1145981.0,19360.0,259.0,0.0251863956044
1010,3068,263.654963705_79.4749642697,FUV,29105,855713456.995,855713845.995,1401629.0,29105.0,322.99000001,0.0205894821888
1011,3251,350.716546042_81.4913109108,FUV,19632,820043190.995,820043454.995,1292411.0,19632.0,228.997999907,0.0279742640693
1012,3150,109.903787765_56.9482192308,FUV,19766,758648247.995,758648510.995,793966.0,19766.0,262.0,0.0172507550244
1013,3078,151.799736546_62.1092671334,FUV,8520,763490277.995,763490390.995,211952.0,8520.0,112.0,0.0107181795196
1014,3261,0.275178772148_76.5753333287,FUV,7940,855264509.995,855264618.995,885081.0,7940.0,108.0,0.0464000524246
1015,3160,161.545413177_73.9525906623,FUV,8182,847164738.995,847164847.995,297118.0,8182.0,108.0,0.0155763040629
1016,3088,189.816284335_64.9977095294,FUV,7856,855606685.995,855606789.995,211160.0,7856.0,94.5549999475,0.0116021978022
1017,3271,178.497502951_86.8567934168,FUV,7557,846720041.995,846720142.995,356858.0,7557.0,90.5850000381,0.0201899858557
1018,3212,240.162763932_55.7551373794,FUV,111754,890956239.995,890957731.995,2972104.0,111754.0,1475.13,0.0113830103409
1019,3098,304.154106565_73.1328962053,FUV,9019,846430284.995,846430405.995,543202.0,9019.0,111.024999976,0.025652987013
1020,3281,258.33418639_84.7516771689,FUV,7862,846602415.995,846602520.995,385420.0,7862.0,104.0,0.0209752380952
1021,3108,192.484460585_86.5664108966,FUV,18889,851074910.995,851075161.995,702339.0,18889.0,211.995000005,0.0159895048378
1022,3291,267.013728083_68.1772570875,FUV,7621,842100231.995,842100333.995,402901.0,7621.0,102.0,0.0225714845938
1023,3222,305.203695737_70.6053929507,FUV,16845,872617132.995,872617359.995,1071307.0,16845.0,190.995000005,0.0269680805538
1024,3170,220.869323881_64.4454175457,FUV,123688,825124446.995,825126120.995,3482296.0,123688.0,1603.81500018,0.0118869977812
1025,3232,62.0206925318_66.1745281825,FUV,8607,815995943.995,815996058.995,482819.0,8607.0,115.0,0.0239910062112
1026,3242,151.197678724_81.155546593,FUV,8663,754523169.995,754523284.995,249481.0,8663.0,114.0,0.0123965714286
1027,3301,328.946264943_74.873076259,FUV,16279,873256098.995,873256317.995,1128954.0,16279.0,177.99000001,0.0294573776908
1028,3118,211.812239842_53.9257703409,FUV,95981,925966548.995,925967819.995,2435454.0,95981.0,1267.0200001,0.0109495515342
1029,3252,350.716546042_81.4913109108,FUV,17508,842402312.995,842402547.995,1145326.0,17508.0,198.995000005,0.0278498723404
1030,3180,220.869323881_64.4454175457,FUV,97509,864670843.995,864672139.995,3348805.0,97509.0,1296.0,0.0147654541446
1031,3311,131.754004801_84.3331457177,FUV,18613,846785258.995,846785507.995,843625.0,18613.0,213.254999995,0.0193602983362
1032,3128,4.35483360553_87.524600442,FUV,9833,886200769.995,886200900.995,391664.0,9833.0,121.99000001,0.0170845801527
1033,3321,248.023817363_89.1764278087,FUV,9231,886200268.995,886200391.995,349925.0,9231.0,52.9800000191,0.0162566782811
1034,3190,31.7425252472_78.7466143235,FUV,8071,819876209.995,819876318.995,526691.0,8071.0,100.879999995,0.0276115858453
1035,3331,268.796689964_84.3080125003,FUV,7985,846601847.995,846601954.995,440901.0,7985.0,107.0,0.0235461148198
1036,3262,52.3453083016_68.2734971246,FUV,21963,846738300.995,846738597.995,1754139.0,21963.0,220.99000001,0.0337496681097
1037,3341,193.67557925_63.8512058057,FUV,8242,855606961.995,855607070.995,178726.0,8242.0,98.7350000143,0.00936964613368
1038,3200,154.239291342_62.6673484051,FUV,8541,763490562.995,763490675.995,197457.0,8541.0,112.0,0.00998518331226
1039,3351,186.581368918_56.8396332304,FUV,8641,793835804.995,793835918.995,160915.0,8641.0,106.010999918,0.00806591478697
1040,3272,178.497502951_86.8567934168,FUV,7870,851074629.995,851074734.995,336508.0,7870.0,94.75,0.0183133605442
1041,3138,209.530791484_62.3078660844,FUV,88554,887004139.995,887005311.995,2131577.0,88554.0,896.554999948,0.0103928668942
1042,3361,275.401853387_81.6748688317,FUV,7893,846620303.995,846620408.995,325768.0,7893.0,105.0,0.0177288707483
1043,3282,267.888931693_89.0789564624,FUV,9231,886200268.995,886200391.995,349925.0,9231.0,52.9800000191,0.0162566782811
1044,3371,175.520580294_86.4970287486,FUV,8115,846721023.995,846721131.995,297120.0,8115.0,90.0,0.0157206349206
1045,3210,109.797831301_56.2723528517,FUV,19267,758647959.995,758648216.995,899146.0,19267.0,254.771999955,0.0199921289605
1046,3148,95.0895519158_82.7168825115,FUV,14216,908373824.995,908374013.995,528178.0,14216.0,188.0,0.0159691005291
1047,3220,123.962110362_69.7983247592,FUV,8288,851134069.995,851134179.995,217926.0,8288.0,96.8699998856,0.0113208311688
1048,3158,173.410661888_68.6422796548,FUV,8179,851861553.995,851861661.995,194379.0,8179.0,98.0549999475,0.0102846031746
1049,3292,267.013728083_68.1772570875,FUV,7552,842188999.995,842189100.995,427867.0,7552.0,101.0,0.0242074681754
1050,3381,318.485481951_88.1250807259,FUV,7801,886200447.995,886200551.995,315649.0,7801.0,76.9850000143,0.0173433516484
1051,3230,186.769530264_73.4932978809,FUV,8310,855879815.995,855879925.995,209511.0,8310.0,110.0,0.0108836883117
1052,3302,125.052991334_67.4581949414,FUV,11009,758459284.995,758459430.995,306932.0,11009.0,145.0,0.0120129941292
1053,3391,164.031632871_85.9145307155,FUV,7988,851075626.995,851075732.995,263794.0,7988.0,90.9950000048,0.0142207008086
1054,3240,175.389807266_79.2211509939,FUV,8728,754517103.995,754517219.995,308433.0,8728.0,116.0,0.0151937438424
1055,3401,150.156870518_74.6644743457,FUV,7530,754607186.995,754607286.995,247046.0,7530.0,100.0,0.0141169142857
1056,3168,220.869323881_64.4454175457,FUV,8205,763234790.995,763234899.995,285597.0,8205.0,105.781999946,0.0149723197903
1057,3250,127.875380162_67.9324236103,FUV,7844,851133788.995,851133893.995,351767.0,7844.0,94.5900000334,0.0191437823129
1058,3312,131.754004801_84.3331457177,FUV,18499,855671901.995,855672148.995,874786.0,18499.0,203.539999962,0.0202379641411
1059,3411,2.08706145037_76.6156947127,FUV,7940,855264509.995,855264618.995,885081.0,7940.0,108.0,0.0464000524246
1060,3322,145.44057926_83.7499302827,FUV,8118,846785963.995,846786071.995,333534.0,8118.0,107.0,0.0176473015873
1061,3421,181.081870218_61.2782899363,FUV,10190,855466227.995,855466362.995,268975.0,10190.0,134.0,0.0113851851852
1062,3260,0.275178772148_76.5753333287,FUV,8098,850637855.995,850637966.995,904507.0,8098.0,110.0,0.0465640669241
1063,3332,252.191906143_81.1512779055,FUV,8187,793995588.995,793995697.995,331314.0,8187.0,108.0,0.017369017038
1064,3270,297.76896084_74.7171390696,FUV,8800,846430595.995,846430713.995,479723.0,8800.0,117.0,0.0232311380145
1065,3342,202.136853168_87.4623557723,FUV,7595,846720182.995,846720284.995,390164.0,7595.0,89.3500000238,0.0218579271709
1066,3431,56.2138431987_75.1644934866,FUV,10663,815711326.995,815711469.995,598648.0,10663.0,142.0,0.023921998002
1067,3178,220.869323881_64.4454175457,FUV,95741,864635345.995,864636617.995,3285282.0,95741.0,1229.84000015,0.0147586792453
1068,3352,99.7920377217_55.404480058,FUV,8484,850743906.995,850744019.995,325378.0,8484.0,113.0,0.0164540075853
1069,3280,107.126897513_59.9154804206,FUV,8776,757956763.995,757956880.995,375810.0,8776.0,116.0,0.0183545787546
1070,3188,215.868963033_70.3275407165,FUV,8000,855743038.995,855743144.995,198038.0,8000.0,95.0449999571,0.010675902965
1071,2943,25.5306241693_75.6360203913,FUV,8876,855258991.995,855259110.995,483228.0,8876.0,118.0,0.0232042256903
1072,2779,257.740451806_59.6491112467,FUV,126434,891612820.995,891614503.995,4948531.0,126434.0,1674.99000001,0.016801734997
1073,2789,115.85518682_66.6273132724,FUV,7934,851009552.995,851009658.995,324323.0,7934.0,97.0449999571,0.0174837196765
1074,2799,251.052795221_71.6798793883,FUV,8038,855868407.995,855868514.995,308624.0,8038.0,106.0,0.0164819225634
1075,2809,123.490119539_80.6623409899,FUV,10678,758541432.995,758541574.995,389035.0,10678.0,134.625,0.015655331992
1076,2953,330.573092088_66.9984570416,FUV,11471,842483942.995,842484107.995,2809694.0,11471.0,164.0,0.0973054199134
1077,2963,160.788616497_63.0401697434,FUV,8183,851903955.995,851904063.995,145261.0,8183.0,107.0,0.00768576719577
1078,2835,154.415640251_79.663950971,FUV,124137,794208057.995,794209705.995,3940867.0,124137.0,1643.995,0.0136645873786
1079,2819,20.7557306069_82.8568796374,FUV,7981,780752982.995,780753089.995,457414.0,7981.0,101.998999953,0.0244279839786
1080,2829,53.800847618_81.6942855744,FUV,7854,780752002.995,780752107.995,416616.0,7854.0,96.9989999533,0.0226729795918
1081,2839,123.278630809_60.4897044089,FUV,8073,851016322.995,851016429.995,238210.0,8073.0,107.0,0.0127214953271
1082,2845,309.474343285_73.184960761,FUV,10677,776319567.995,776319712.995,935597.0,10677.0,135.997999907,0.036870817734
1083,2855,230.085665539_76.0208541111,FUV,8142,851377335.995,851377443.995,230745.0,8142.0,107.0,0.0122087301587
1084,2865,152.190958192_58.4755986262,FUV,8338,856116171.995,856116281.995,145531.0,8338.0,100.995000005,0.00756005194805
1085,2849,44.9104680249_71.1764841106,FUV,8199,824266929.995,824267040.995,763844.0,8199.0,111.0,0.0393227284427
1086,2859,305.989159866_83.9976311014,FUV,8542,820197014.995,820197128.995,385251.0,8542.0,108.998999953,0.0193108270677
1087,2973,160.788616497_63.0401697434,FUV,101742,925635075.995,925636423.995,2735613.0,101742.0,1348.0,0.0115964942772
1088,2875,175.644338105_55.4638544675,FUV,7877,890122142.995,890122246.995,157448.0,7877.0,88.814999938,0.00865098901099
1089,2869,224.521347959_67.8168056242,FUV,8314,794061540.995,794061650.995,240620.0,8314.0,109.0,0.0124997402597
1090,2983,85.2727332805_71.0487818961,FUV,7752,855304943.995,855305047.995,435000.0,7752.0,94.6950000525,0.0239010989011
1091,2885,352.614007505_73.3826659193,FUV,7823,846673410.995,846673516.995,683641.0,7823.0,105.0,0.0368539622642
1092,2993,190.024846602_61.6181400687,FUV,8907,759099182.995,759099300.995,242086.0,8907.0,117.0,0.0117232929782
1093,2879,82.5138098251_61.3365358743,FUV,10012,855134921.995,855135056.995,692880.0,10012.0,135.0,0.0293282539683
1094,2889,198.996334758_86.6635655537,FUV,8480,754434402.995,754434515.995,335375.0,8480.0,112.0,0.0169595448799
1095,3003,270.614779531_58.6488255977,FUV,15658,868280503.995,868280713.995,815198.0,15658.0,174.995000005,0.0221822585034
1096,2899,11.194947164_85.6307000882,FUV,8451,816101856.995,816101969.995,376142.0,8451.0,112.0,0.0190210872314
1097,2895,327.966926277_87.222634179,FUV,72603,886199762.995,886200730.995,3154652.0,72603.0,553.935000181,0.0186225029516
1098,3013,48.5255224658_67.6362191845,FUV,8039,850667722.995,850667830.995,535425.0,8039.0,108.0,0.0283293650794
1099,2905,190.272056464_86.0629592384,FUV,7958,846720459.995,846720565.995,303990.0,7958.0,105.0,0.0163876010782
1100,2909,132.98397322_56.8612789755,FUV,17458,758548818.995,758549050.995,581768.0,17458.0,199.997999907,0.0143292610837
1101,3023,314.304533441_74.5424243155,FUV,8129,877190575.995,877190684.995,471408.0,8129.0,108.0,0.0247133944954
1102,2919,150.529008141_82.7025735614,FUV,8743,754524203.995,754524319.995,272718.0,8743.0,114.998999953,0.0134343842365
1103,3033,29.3846337774_87.5111384661,FUV,8197,816102446.995,816102555.995,285022.0,8197.0,86.9989999533,0.0149421756225
1104,2929,143.718697927_72.2905247217,FUV,10401,851206344.995,851206482.995,291082.0,10401.0,137.0,0.0120530848861
1105,2915,318.95926962_67.7697420404,FUV,8263,842408453.995,842408567.995,1136121.0,8263.0,114.0,0.0569484210526
1106,2939,143.517261572_67.8208268832,FUV,8133,851874379.995,851874487.995,256388.0,8133.0,108.0,0.0135655026455
1107,3043,86.1879758896_82.1473547877,FUV,17201,908379965.995,908380194.995,739602.0,17201.0,223.995000005,0.0184554460387
1108,2925,347.735903407_71.4799250153,FUV,7864,842040407.995,842040516.995,1052758.0,7864.0,108.0,0.0551904587156
