,ix,skypos,band,theCount,t0,t1,globalcount,stimcount,exptime,deadtime
461,2473,62.4348614834_87.7947093568,FUV,8364,820113155.995,820113266.995,284534.0,8364.0,95.9989999533,0.0146478249678
462,2442,225.538617105_83.9412202304,FUV,8861,754435283.995,754435401.995,371955.0,8861.0,117.0,0.0180123486683
463,2397,164.511117877_58.1712494648,FUV,125932,824432170.995,824433834.995,2604802.0,125932.0,1664.0,0.00894506181319
464,2483,156.093237818_69.0995368936,FUV,8296,855950526.995,855950636.995,248433.0,8296.0,109.0,0.0129056103896
465,2499,3.36548806795_73.0346356428,FUV,17392,842467135.995,842467373.995,1928515.0,17392.0,203.995000005,0.0463028811525
466,2465,67.5474022449_55.262689438,FUV,8696,819699318.995,819699435.995,620873.0,8696.0,117.0,0.0303234676435
467,2493,201.065958332_76.5528464728,FUV,8133,859642179.995,859642287.995,257133.0,8133.0,103.995000005,0.0136049206349
468,2407,183.06584662_82.7175072809,FUV,11199,816155249.995,816155398.995,463650.0,11199.0,115.997999907,0.0177813998082
469,2503,186.21633546_81.5261850255,FUV,9235,754600391.995,754600514.995,369516.0,9235.0,117.998999953,0.0171668292683
470,2452,13.3419772635_73.6078431087,FUV,18942,819787468.995,819787727.995,1892082.0,18942.0,223.022999883,0.0417447766133
471,2475,292.539811692_84.6386995161,FUV,17168,820197161.995,820197391.995,984968.0,17168.0,195.998999953,0.0244712546584
472,2417,137.165804662_85.4097826797,FUV,20863,851076052.995,851076330.995,861635.0,20863.0,213.980000019,0.0177108941418
473,2485,184.42536922_86.769054643,FUV,7870,851074629.995,851074734.995,336508.0,7870.0,94.75,0.0183133605442
474,2462,342.429762776_73.8719890397,FUV,7942,846649180.995,846649288.995,788639.0,7942.0,107.0,0.0417269312169
475,2427,96.1459270864_83.0627065152,FUV,8364,851259160.995,851259271.995,285172.0,8364.0,110.0,0.0146806692407
476,2314,179.850301444_66.98608912,FUV,127953,758973445.995,758975138.995,3115870.0,127953.0,1688.995,0.0105168171462
477,2324,36.7082133933_73.603826151,FUV,8679,819710705.995,819710822.995,603698.0,8679.0,117.0,0.0294846398046
478,2334,195.843642773_59.3153644633,FUV,61604,894417512.995,894418327.995,1448175.0,61604.0,810.975000024,0.0101537248028
479,2344,8.03895407705_87.600681844,FUV,8197,816102446.995,816102555.995,285022.0,8197.0,86.9989999533,0.0149421756225
480,2354,92.544947576_84.3834521329,FUV,8579,820113890.995,820114004.995,328462.0,8579.0,108.998999953,0.0164642606516
481,2364,229.177584001_81.7045227152,FUV,8299,851217749.995,851217859.995,263293.0,8299.0,109.0,0.0136775584416
482,2374,159.085541069_65.083767145,FUV,127811,758754485.995,758756178.995,3162794.0,127811.0,1690.99699998,0.0106751970298
483,2384,164.511117877_58.1712494648,FUV,126501,821100852.995,821102544.995,2220022.0,126501.0,1669.995,0.00749754137116
484,2394,164.511117877_58.1712494648,FUV,126217,824378917.995,824380586.995,2782872.0,126217.0,1657.06999993,0.00952793631773
485,2404,164.511117877_58.1712494648,FUV,111217,894546976.995,894548447.995,2610416.0,111217.0,1471.0,0.0101404914053
486,2414,303.782554415_63.7179931545,FUV,8450,838295553.995,838295669.995,875200.0,8450.0,116.0,0.0431133004926
487,2424,167.400533363_64.1278635901,FUV,12634,758956269.995,758956436.995,249225.0,12634.0,151.995000005,0.00852780153978
488,2434,289.066765455_80.6828460237,FUV,9205,846519953.995,846520076.995,478000.0,9205.0,117.0,0.0222067363531
489,2444,51.6322975213_75.2652576435,FUV,8312,824385988.995,824386100.995,592735.0,8312.0,111.0,0.0302415816327
490,2454,45.2308972096_54.656377596,FUV,9209,819356745.995,819356872.995,1164189.0,9209.0,126.0,0.0523819572553
491,2464,52.400963217_65.4956259661,FUV,7584,842703971.995,842704074.995,694565.0,7584.0,102.0,0.0385334257975
492,2474,43.0045381201_69.7542523537,FUV,8251,824266637.995,824266749.995,759121.0,8251.0,111.0,0.0387306632653
493,2484,184.42536922_86.769054643,FUV,7557,846720041.995,846720142.995,356858.0,7557.0,90.5850000381,0.0201899858557
494,2494,163.027259983_74.4304725225,FUV,8182,847164738.995,847164847.995,297118.0,8182.0,108.0,0.0155763040629
495,2513,81.8315050625_60.5434149849,FUV,10260,908822709.995,908822847.995,652340.0,10260.0,133.995000005,0.0270120082816
496,2504,186.21633546_81.5261850255,FUV,8477,816155103.995,816155216.995,340562.0,8477.0,113.0,0.0172218457649
497,2509,331.27434515_66.5294408735,FUV,11471,842483942.995,842484107.995,2809694.0,11471.0,164.0,0.0973054199134
498,2472,89.946244881_66.7356986591,FUV,7774,855388193.995,855388297.995,392547.0,7774.0,103.0,0.0215685164835
499,2495,226.191253508_77.2069515814,FUV,28967,851376631.995,851377015.995,863302.0,28967.0,311.980000138,0.0128467559524
500,2482,156.093237818_69.0995368936,FUV,8303,851388451.995,851388561.995,241689.0,8303.0,98.2250000238,0.0125552727273
501,2492,117.356332237_69.5193200083,FUV,7895,859222725.995,859222830.995,273521.0,7895.0,104.0,0.0148854965986
502,2523,86.5280249457_80.5374679728,FUV,18832,851276623.995,851276874.995,828601.0,18832.0,202.995000005,0.0188639954468
503,2514,113.175581801_63.9595832911,FUV,20054,758671916.995,758672183.995,709759.0,20054.0,254.99699986,0.0151901337614
504,2519,293.886544258_68.3302450526,FUV,7574,842355103.995,842355205.995,581457.0,7574.0,102.0,0.0325746218487
505,2505,153.530923861_86.7993331453,FUV,25986,851004776.995,851005121.995,936818.0,25986.0,299.980000019,0.0155166542443
506,2502,112.119917088_79.2326733749,FUV,7992,855500747.995,855500853.995,234316.0,7992.0,106.0,0.0126315902965
507,2515,218.55389831_87.1885620919,FUV,8558,754434253.995,754434367.995,366539.0,8558.0,102.998999953,0.0183728822055
508,2524,206.718871983_68.6956337832,FUV,53930,759092371.995,759093085.995,1396923.0,53930.0,593.980000019,0.0111798559424
509,2525,125.635534999_84.2314072992,FUV,8107,846785398.995,846785507.995,401630.0,8107.0,109.0,0.0210553079948
510,2512,81.8315050625_60.5434149849,FUV,10094,908769473.995,908769609.995,639127.0,10094.0,135.0,0.0268540756303
511,2437,275.836097187_64.7622441372,FUV,108444,841697049.995,841698500.995,5441761.0,108444.0,1451.0,0.0214305838338
512,2522,86.5280249457_80.5374679728,FUV,8029,846744547.995,846744654.995,366452.0,8029.0,106.0,0.019570200267
513,2533,239.076919928_55.6760369552,FUV,117267,837075956.995,837077510.995,3129989.0,117267.0,1554.0,0.0115094282037
514,2447,142.146172966_56.6463503479,FUV,8549,852199063.995,852199176.995,185790.0,8549.0,113.0,0.00939519595449
515,2529,239.076919928_55.6760369552,FUV,118530,837016789.995,837018361.995,3200405.0,118530.0,1557.98500001,0.0116336059615
516,2457,193.905821727_66.6309195112,FUV,8911,759097999.995,759098117.995,239946.0,8911.0,115.475000024,0.0116196610169
517,2535,239.076919928_55.6760369552,FUV,101040,837111662.995,837113000.995,2711267.0,101040.0,1338.0,0.0115791885543
518,2534,239.076919928_55.6760369552,FUV,112511,837105594.995,837107085.995,3004504.0,112511.0,1491.0,0.0115148184344
519,2467,224.098524828_66.7925427479,FUV,13872,794190514.995,794190698.995,413566.0,13872.0,176.929999948,0.0128436645963
520,2532,239.076919928_55.6760369552,FUV,117283,837070040.995,837071595.995,3209677.0,117283.0,1555.0,0.011794862655
521,2543,239.076919928_55.6760369552,FUV,98424,894825175.995,894826478.995,2497818.0,98424.0,1257.06000006,0.0109541409933
522,2477,294.872104308_53.1234114576,FUV,7324,842183482.995,842183582.995,767079.0,7324.0,100.0,0.0438330857143
523,2539,239.076919928_55.6760369552,FUV,96427,837573167.995,837574446.995,2876008.0,96427.0,1279.0,0.0128493599911
524,2487,11.1416422576_87.5630597017,FUV,8582,816096525.995,816096639.995,300137.0,8582.0,78.9989999533,0.0150444611529
525,2549,179.01003361_84.3059853348,FUV,8643,816155543.995,816155658.995,331942.0,8643.0,114.0,0.0164940124224
526,2553,33.6877544943_83.0631548786,FUV,8731,749877740.995,749877857.995,487843.0,8731.0,103.997999907,0.0238262759463
527,2497,104.434866607_74.9683936972,FUV,8403,793830030.995,793830142.995,358652.0,8403.0,111.0,0.0182985714286
528,2544,239.076919928_55.6760369552,FUV,96228,895369737.995,895371013.995,2707445.0,96228.0,1257.98000002,0.0121246977161
529,2559,240.743797274_63.7469560293,FUV,7540,794433201.995,794433301.995,241747.0,7540.0,100.0,0.0138141142857
530,2563,127.082190795_88.2865873098,FUV,10745,851004394.995,851004537.995,409202.0,10745.0,110.965000033,0.0163517282717
531,2545,239.076919928_55.6760369552,FUV,109858,895677360.995,895678814.995,2812756.0,109858.0,1422.83999991,0.011054258204
532,2569,164.665769792_78.9073166445,FUV,8827,816143415.995,816143532.995,243057.0,8827.0,112.998999953,0.0118709157509
533,2554,33.6877544943_83.0631548786,FUV,8497,780752696.995,780752810.995,477916.0,8497.0,108.998999953,0.0239556892231
534,2542,239.076919928_55.6760369552,FUV,92190,891737033.995,891738253.995,2148775.0,92190.0,1203.98000002,0.0100645199063
535,2573,115.183021708_60.3295382415,FUV,8361,850968421.995,850968533.995,373300.0,8361.0,112.0,0.0190459183673
536,2552,213.974144579_61.6307812764,FUV,8235,856098139.995,856098248.995,186292.0,8235.0,109.0,0.00976629095675
537,2555,351.126012337_71.7314289076,FUV,7860,846673833.995,846673941.995,944321.0,7860.0,108.0,0.0499640740741
538,2507,89.0625731769_69.6361251871,FUV,39648,855305502.995,855306032.995,1940751.0,39648.0,422.985000014,0.0209245390836
539,2579,231.969990513_65.3449233407,FUV,8212,763229711.995,763229820.995,261031.0,8212.0,109.0,0.0136844560944
540,2565,177.145848538_67.7041821832,FUV,8331,851862122.995,851862232.995,170663.0,8331.0,110.0,0.00886561038961
541,2583,98.6831190601_81.2258747154,FUV,18537,846839635.995,846839882.995,707990.0,18537.0,208.995000005,0.016379178716
542,2517,148.8911094_89.2075927412,FUV,10515,851004014.995,851004154.995,403774.0,10515.0,78.9850000143,0.0164805714286
543,2575,181.626901092_70.4961312473,FUV,7838,856139552.995,856139656.995,214546.0,7838.0,104.0,0.0117882417582
544,2593,153.985438561_88.7462244893,FUV,10515,851004014.995,851004154.995,403774.0,10515.0,78.9850000143,0.0164805714286
545,2589,70.2134949631_80.5854705583,FUV,8775,820006656.995,820006774.995,503356.0,8775.0,118.0,0.0243755932203
546,2527,82.3729215457_83.2998750315,FUV,14417,908373343.995,908373537.995,846237.0,14417.0,188.995000005,0.0249259793814
547,2603,242.843048555_64.6131235518,FUV,8504,794433043.995,794433156.995,300442.0,8504.0,99.2100000381,0.0151930214918
548,2564,177.145848538_67.7041821832,FUV,128258,758932015.995,758933713.995,3198530.0,128258.0,1698.0,0.0107640249032
549,2585,98.6831190601_81.2258747154,FUV,18491,855536945.995,855537191.995,725351.0,18491.0,213.995000005,0.0168490360046
550,2613,109.626475651_79.916562918,FUV,8005,855500886.995,855500992.995,245494.0,8005.0,96.9950000048,0.0132341778976
551,2574,112.500496257_59.2510596615,FUV,8885,758470557.995,758470675.995,317423.0,8885.0,114.121000051,0.0153715738499
552,2599,77.0803692554_64.1326233952,FUV,10116,851194513.995,851194650.995,835147.0,10116.0,137.0,0.0348340771637
553,2562,171.677640068_64.4476993799,FUV,103325,767288505.995,767289874.995,2945694.0,103325.0,1356.97000003,0.0122954982782
554,2595,111.111101147_65.5703484852,FUV,8338,850928152.995,850928263.995,351312.0,8338.0,111.0,0.0180855598456
555,2584,98.6831190601_81.2258747154,FUV,10006,851259592.995,851259725.995,371364.0,10006.0,132.0,0.0159554887218
556,2537,239.076919928_55.6760369552,FUV,52572,837135963.995,837136660.995,1513159.0,52572.0,697.0,0.0124054847305
557,2572,272.980173772_78.9800038401,FUV,7846,855714441.995,855714546.995,379088.0,7846.0,101.0,0.0206306394558
558,2623,67.9482240758_54.9638210396,FUV,8511,819699171.995,819699286.995,705495.0,8511.0,115.0,0.0350556521739
559,2609,109.626475651_79.916562918,FUV,18864,847318263.995,847318513.995,562478.0,18864.0,212.995000005,0.01285664
560,2594,290.77142728_87.0890157433,FUV,7842,820195842.995,820195947.995,386700.0,7842.0,88.1599999666,0.0210448979592
561,2582,208.259848724_61.8161345893,FUV,8234,794001506.995,794001615.995,187433.0,8234.0,103.998000026,0.00982610747051
562,2605,330.240082709_67.0809523214,FUV,11471,842483942.995,842484107.995,2809694.0,11471.0,164.0,0.0973054199134
563,2633,300.697776896_72.7659422971,FUV,8946,846431517.995,846431638.995,656181.0,8946.0,120.0,0.0309884769776
564,2604,28.9906297662_76.7828122431,FUV,11119,855259143.995,855259291.995,495886.0,11119.0,147.0,0.0191461776062
565,2619,72.9367650791_74.4136650654,FUV,8500,824179064.995,824179178.995,522685.0,8500.0,114.0,0.0261997493734
566,2592,104.256988627_61.9806074527,FUV,8875,757956020.995,757956138.995,354131.0,8875.0,117.0,0.0171492009685
567,2602,135.749735715_67.1942787181,FUV,8128,851873525.995,851873633.995,236866.0,8128.0,92.6599999666,0.0125325925926
568,2547,239.076919928_55.6760369552,FUV,88261,899664804.995,899665974.995,2543558.0,88261.0,1138.94500005,0.0124227496947
569,2615,300.547457147_64.9892282349,FUV,8232,842200394.995,842200506.995,827184.0,8232.0,111.0,0.0422032653061
570,2643,74.3234612002_56.7410699399,FUV,8003,854862375.995,854862483.995,633692.0,8003.0,107.0,0.0335286772487
571,2629,214.965829061_69.4153084082,FUV,8221,763211676.995,763211785.995,226267.0,8221.0,98.9989999533,0.011861965924
572,2614,300.547457147_64.9892282349,FUV,8233,838295703.995,838295815.995,823111.0,8233.0,111.0,0.0419954591837
573,2625,231.802431952_57.1829000828,FUV,7553,860688924.995,860689024.995,187982.0,7553.0,89.3350000381,0.0107418285714
574,2653,38.903518331_77.9693612387,FUV,8343,780693652.995,780693764.995,470833.0,8343.0,112.0,0.0240220918367
575,2557,350.203533096_87.4002721131,FUV,22406,886200769.995,886201069.995,1082262.0,22406.0,240.985000014,0.0206145142857
576,2635,133.255503919_87.5204550189,FUV,11342,851003637.995,851003788.995,404784.0,11342.0,132.439999819,0.0153182213813
577,2639,47.5780110995_69.6438533819,FUV,8298,824266785.995,824266897.995,632366.0,8298.0,111.0,0.0322635714286
578,2624,67.9482240758_54.9638210396,FUV,7998,850956734.995,850956842.995,679079.0,7998.0,107.0,0.0359301058201
579,2567,168.706203389_71.324700011,FUV,7582,855951242.995,855951343.995,311111.0,7582.0,91.9950000048,0.0176017538897
580,2663,266.427915537_60.4072647203,FUV,8094,841572904.995,841573012.995,361778.0,8094.0,102.995000005,0.0191416931217
581,2649,94.1578386599_61.4342534131,FUV,7795,855288178.995,855288282.995,356512.0,7795.0,103.0,0.0195885714286
582,2577,186.869635996_85.3905896994,FUV,7668,846720605.995,846720707.995,316609.0,7668.0,101.0,0.0177371988796
583,2673,309.685319072_86.5284149917,FUV,7628,820195695.995,820195797.995,364702.0,7628.0,88.6119999886,0.0204314845938
584,2634,108.029176533_63.9157697144,FUV,18887,850885599.995,850885851.995,754199.0,18887.0,203.995000005,0.0171020181406
585,2612,109.626475651_79.916562918,FUV,128118,851033218.995,851034918.995,3989211.0,128118.0,1673.98000002,0.013409112605
586,2683,186.007961852_57.4010738211,FUV,8333,793835949.995,793836059.995,158136.0,8333.0,109.0,0.00821485714286
587,2587,201.790796593_78.884707273,FUV,8594,793759015.995,793759129.995,269223.0,8594.0,113.0,0.013494887218
588,2645,27.4279712516_74.8070468452,FUV,20185,855258376.995,855258649.995,1543878.0,20185.0,235.995000005,0.0323156043956
589,2622,262.55481097_84.7377243421,FUV,7862,846602415.995,846602520.995,385420.0,7862.0,104.0,0.0209752380952
590,2659,68.2581412146_56.8994249733,FUV,8337,819699616.995,819699730.995,898555.0,8337.0,113.0,0.0450403508772
591,2655,38.370195644_73.3701813101,FUV,7478,842572828.995,842572929.995,537304.0,7478.0,101.0,0.0303990947666
592,2597,268.010335108_83.1912432972,FUV,8168,846684678.995,846684787.995,413124.0,8168.0,104.185000062,0.0216578768021
593,2693,1.12062881707_83.2001740694,FUV,7422,842401504.995,842401605.995,596113.0,7422.0,101.0,0.0337263366337
594,2644,27.4279712516_74.8070468452,FUV,21502,819740945.995,819741236.995,1592639.0,21502.0,249.99699986,0.0312742071674
595,2566,262.832835992_53.1322170382,FUV,7792,872309640.995,872309744.995,381614.0,7792.0,103.0,0.0209678021978
596,2576,277.253984272_87.7418487069,FUV,10054,886200087.995,886200221.995,479609.0,10054.0,100.975000024,0.0204524093817
597,2586,201.790796593_78.884707273,FUV,8979,758761130.995,758761249.995,302929.0,8979.0,119.0,0.0145464105642
598,2596,263.968224382_88.7920721801,FUV,9231,886200268.995,886200391.995,349925.0,9231.0,52.9800000191,0.0162566782811
599,2606,199.398459979_86.1465924791,FUV,8480,754434402.995,754434515.995,335375.0,8480.0,112.0,0.0169595448799
600,2616,156.710144747_86.2518748189,FUV,11832,851004776.995,851004933.995,420801.0,11832.0,151.995000005,0.01531577798
601,2626,75.86366115_58.1584324505,FUV,10173,854862802.995,854862940.995,898925.0,10173.0,138.0,0.0372225672878
602,2636,191.051077851_82.5523670807,FUV,8016,846827379.995,846827486.995,357546.0,8016.0,106.0,0.0190945794393
603,2646,182.85181198_79.9695395798,FUV,8177,846827941.995,846828050.995,371060.0,8177.0,109.0,0.0194526867628
604,2656,63.7780191978_82.4149326981,FUV,20268,791089481.995,791089752.995,1091305.0,20268.0,263.054999948,0.0230111755403
605,2666,198.391382707_75.6720802928,FUV,8129,859642319.995,859642427.995,232001.0,8129.0,98.9950000048,0.0122751851852
606,2676,258.094440609_63.5843044188,FUV,90957,899765413.995,899766626.995,3876037.0,90957.0,847.0,0.0182595077141
607,2703,220.993592307_70.723305409,FUV,7850,794060548.995,794060652.995,195886.0,7850.0,104.0,0.010762967033
608,2607,199.398459979_86.1465924791,FUV,8413,815864897.995,815865009.995,332941.0,8413.0,111.0,0.0169867857143
609,2669,77.9821949984_62.9756516226,FUV,8048,855174919.995,855175028.995,603487.0,8048.0,109.0,0.0316375884666
610,2665,53.9753345702_70.3629079674,FUV,7878,842585760.995,842585866.995,527253.0,7878.0,105.0,0.0284233423181
611,2675,201.205372018_71.8507637835,FUV,7569,856092802.995,856092902.995,149780.0,7569.0,99.0,0.00855885714286
612,2686,277.316109119_68.9373043447,FUV,35363,872770587.995,872771062.995,2172143.0,35363.0,357.980000019,0.026131043609
613,2617,172.091270868_70.138879588,FUV,8837,754854845.995,754854962.995,214623.0,8837.0,116.0,0.0104821978022
614,2654,38.370195644_73.3701813101,FUV,8679,819710705.995,819710822.995,603698.0,8679.0,117.0,0.0294846398046
615,2685,134.955339673_79.0803697166,FUV,10692,758542492.995,758542634.995,340715.0,10692.0,141.0,0.0137108651911
616,2696,108.754823264_59.732208376,FUV,7889,850873487.995,850873592.995,261471.0,7889.0,94.9199999571,0.0142297142857
617,2679,100.110617501_83.4589139537,FUV,31795,908372637.995,908373060.995,1176066.0,31795.0,379.230000019,0.0158874164134
618,2627,269.614215089_60.3353452658,FUV,8132,841573191.995,841573300.995,422411.0,8132.0,109.0,0.0221447444299
619,2706,298.128729863_86.4163816998,FUV,7628,820195695.995,820195797.995,364702.0,7628.0,88.6119999886,0.0204314845938
620,2664,53.9753345702_70.3629079674,FUV,8491,824267804.995,824267918.995,569948.0,8491.0,109.995000005,0.0285688220551
621,2695,86.1536546775_59.5705367365,FUV,7883,855134498.995,855134604.995,511142.0,7883.0,105.0,0.0275548247978
622,2689,220.756036156_67.3274773847,FUV,8369,794061397.995,794061508.995,223646.0,8369.0,111.0,0.0115133075933
623,2637,191.051077851_82.5523670807,FUV,8337,851294369.995,851294480.995,341866.0,8337.0,110.0,0.0175992792793
624,2674,309.685319072_86.5284149917,FUV,9718,886199583.995,886199713.995,500544.0,9718.0,118.36500001,0.0220019340659
625,2713,161.168040052_62.6576078805,FUV,129089,820793225.995,820794930.995,2332024.0,129089.0,1697.20500004,0.00781574863846
626,2716,236.242559418_58.927858738,FUV,8234,764093308.995,764093421.995,208694.0,8234.0,105.500999928,0.010553426043
627,2647,182.85181198_79.9695395798,FUV,8316,851294941.995,851295052.995,342362.0,8316.0,111.0,0.0176248133848
628,2705,159.882158526_71.2229249166,FUV,20041,754937539.995,754937805.995,613722.0,20041.0,228.997999907,0.0131841460795
629,2726,181.692218915_81.1169879502,FUV,8721,816154955.995,816155071.995,326377.0,8721.0,110.997999907,0.0160776847291
630,2684,280.990640476_76.3474223547,FUV,7976,855755153.995,855755260.995,423064.0,7976.0,107.0,0.0225935380507
631,2699,103.216193858_56.5341514052,FUV,17141,758649425.995,758649654.995,834945.0,17141.0,228.0,0.0208345601996
632,2723,155.873342508_54.7437980575,FUV,7583,856275474.995,856275574.995,126307.0,7583.0,88.4249999523,0.00721754285714
633,2715,282.404670765_87.7219479753,FUV,10054,886200087.995,886200221.995,479609.0,10054.0,100.975000024,0.0204524093817
634,2736,305.25818128_86.397381054,FUV,7628,820195695.995,820195797.995,364702.0,7628.0,88.6119999886,0.0204314845938
635,2733,186.429617342_82.3954372303,FUV,8337,851294369.995,851294480.995,341866.0,8337.0,110.0,0.0175992792793
636,2709,242.989777731_86.3488441516,FUV,8148,754433962.995,754434071.995,436348.0,8148.0,105.784000039,0.0228753866317
637,2725,181.692218915_81.1169879502,FUV,8960,754600246.995,754600365.995,335343.0,8960.0,117.998999953,0.0161029051621
638,2746,27.9772453197_87.0292843378,FUV,7973,816096386.995,816096492.995,352540.0,7973.0,96.9989999533,0.019004851752
639,2694,86.1536546775_59.5705367365,FUV,8601,823752979.995,823753095.995,569542.0,8601.0,115.0,0.0280562561576
640,2704,220.993592307_70.723305409,FUV,8025,855743460.995,855743566.995,183954.0,8025.0,106.0,0.00991665768194
641,2756,322.549188122_88.2664877207,FUV,7801,886200447.995,886200551.995,315649.0,7801.0,76.9850000143,0.0173433516484
642,2714,161.168040052_62.6576078805,FUV,8183,851903955.995,851904063.995,145261.0,8183.0,107.0,0.00768576719577
643,2735,70.00769143_57.4858353667,FUV,7697,854861518.995,854861625.995,1023667.0,7697.0,106.0,0.0546684646195
644,2743,301.672066337_65.0579614408,FUV,19018,838295703.995,838295962.995,1872693.0,19018.0,221.995000005,0.0413169994484
645,2724,217.972440371_70.8313690499,FUV,8479,794060684.995,794060796.995,195514.0,8479.0,93.9989999533,0.00997520408163
646,2753,48.3618991161_68.9915104554,FUV,8071,846737926.995,846738035.995,630612.0,8071.0,109.0,0.0330596068152
647,2734,70.00769143_57.4858353667,FUV,8344,819811424.995,819811540.995,1093624.0,8344.0,116.0,0.0538731034483
648,2745,301.672066337_65.0579614408,FUV,9285,872522737.995,872522863.995,889851.0,9285.0,125.0,0.0403560544218
649,2763,51.9535440825_87.8635938277,FUV,7635,816102601.995,816102703.995,356059.0,7635.0,101.0,0.0199472829132
650,2719,236.242559418_58.927858738,FUV,102109,864759583.995,864760939.995,3169035.0,102109.0,1331.89499998,0.013354551201
651,2773,257.740451806_59.6491112467,FUV,94634,806971512.995,806972754.995,331454.0,94634.0,102.594999909,0.00152497814585
652,2783,280.025451669_74.2134230844,FUV,7706,877178044.995,877178147.995,391263.0,7706.0,83.9900000095,0.0217066851595
653,2766,257.740451806_59.6491112467,FUV,95257,767412912.995,767414184.995,4600291.0,95257.0,1206.01999998,0.0206661769991
654,2729,206.378017758_86.8092674952,FUV,19662,754434253.995,754434515.995,808943.0,19662.0,214.997999907,0.0176432497274
655,2744,301.672066337_65.0579614408,FUV,20147,842200394.995,842200668.995,1970160.0,20147.0,238.995000005,0.0410877997914
656,2793,135.032766622_75.2151533313,FUV,8827,754747738.995,754747855.995,254826.0,8827.0,113.190999985,0.0124457142857
657,2657,63.7780191978_82.4149326981,FUV,120819,793740558.995,793742195.995,10449236.0,120819.0,1604.92000008,0.0364752107514
658,2776,257.740451806_59.6491112467,FUV,97604,807160921.995,807162202.995,347384.0,97604.0,112.53499949,0.00154961079514
659,2803,106.303965984_79.5214298688,FUV,7850,855501027.995,855501131.995,229148.0,7850.0,103.0,0.0125905494505
660,2786,64.7259471695_78.7418970648,FUV,8275,819965392.995,819965504.995,606307.0,8275.0,111.0,0.0309340306122
661,2813,247.859034462_58.233121051,FUV,16356,837313686.995,837313903.995,504728.0,16356.0,177.995000005,0.0132910599078
662,2667,77.9821949984_62.9756516226,FUV,8071,850483195.995,850483304.995,587336.0,8071.0,108.0,0.0307908781127
663,2755,334.025637417_69.2964571172,FUV,27423,907947490.995,907947878.995,5102307.0,27423.0,376.99000001,0.0751444329897
664,2823,227.392785672_83.3702530234,FUV,7632,855943907.995,855944009.995,340479.0,7632.0,48.7849998474,0.0190744537815
665,2796,90.7319088471_62.5657004573,FUV,8141,854697030.995,854697139.995,430498.0,8141.0,108.0,0.0225687024902
666,2806,100.436720565_81.4194681496,FUV,10006,851259592.995,851259725.995,371364.0,10006.0,132.0,0.0159554887218
667,2833,66.223238957_73.9665484602,FUV,7603,842549707.995,842549810.995,554658.0,7603.0,102.0,0.0307715950069
668,2765,5.07322590928_70.6847424097,FUV,8630,819693254.995,819693371.995,710254.0,8630.0,116.0,0.0346888400488
669,2739,252.261373134_64.4764731056,FUV,84366,772265869.995,772266994.995,3700403.0,84366.0,1125.0,0.0187956977778
670,2843,218.525565884_68.0121678612,FUV,11066,855850788.995,855850935.995,342144.0,11066.0,146.0,0.013300058309
671,2749,115.966624901_69.2952532893,FUV,7895,859222725.995,859222830.995,273521.0,7895.0,104.0,0.0148854965986
672,2816,91.2225724151_69.4084838821,FUV,8077,855305643.995,855305751.995,405606.0,8077.0,107.0,0.0214606349206
673,2754,334.025637417_69.2964571172,FUV,27015,907775941.995,907776322.995,5077745.0,27015.0,380.0,0.0761566554181
674,2775,257.740451806_59.6491112467,FUV,96906,807119487.995,807120759.995,327841.0,96906.0,109.499999285,0.00147278077269
675,2764,51.9535440825_87.8635938277,FUV,8545,820113003.995,820113117.995,361340.0,8545.0,99.1409999132,0.0181122807018
676,2826,220.891930021_55.5995339196,FUV,8669,767177190.995,767177305.995,242261.0,8669.0,114.0,0.0120378136646
677,2759,143.276630187_66.3461328628,FUV,9188,758465079.995,758465201.995,293668.0,9188.0,121.0,0.013754941452
678,2785,233.197427947_89.2631887774,FUV,10083,886193677.995,886193812.995,487256.0,10083.0,34.9400001764,0.0206245925926
679,2677,258.094440609_63.5843044188,FUV,93228,899806825.995,899808069.995,4258451.0,93228.0,852.224999905,0.0195610978411
680,2836,179.024106931_63.4912265554,FUV,7638,855464692.995,855464793.995,174310.0,7638.0,89.439999938,0.00986195190948
681,2774,257.740451806_59.6491112467,FUV,94212,807060315.995,807061553.995,342490.0,94212.0,107.814999461,0.00158084468036
682,2846,228.050644544_84.6111233577,FUV,8634,754435433.995,754435548.995,365226.0,8634.0,114.0,0.0181478757764
683,2856,203.638360516_59.8266577891,FUV,8255,794002075.995,794002184.995,185100.0,8255.0,108.0,0.00970380078637
684,2784,146.333832832_86.6893099746,FUV,25986,851004776.995,851005121.995,936818.0,25986.0,299.980000019,0.0155166542443
685,2794,223.051226173_57.4355839399,FUV,8822,767176444.995,767176561.995,241325.0,8822.0,117.0,0.0117863247863
686,2853,232.230830494_64.9150238592,FUV,119370,860434556.995,860436139.995,3356148.0,119370.0,1576.09500003,0.0121149643534
687,2687,277.316109119_68.9373043447,FUV,35222,872794258.995,872794731.995,2132947.0,35222.0,340.975000024,0.0257680096648
688,2804,195.883698091_61.2920858404,FUV,8180,793877092.995,793877200.995,171818.0,8180.0,105.851999998,0.0090908994709
689,2863,208.569794507_58.8511613452,FUV,10162,856034204.995,856034339.995,295712.0,10162.0,130.995000005,0.0125169100529
690,2814,247.859034462_58.233121051,FUV,16218,837319605.995,837319820.995,504306.0,16218.0,179.995000005,0.0134034817276
